Player Name,Position,NHL Team,Fantasy Points,Current Team,Current Owner,Drafted Team,Drafted By,Draft Round,Draft Pick,ADP,Pct Drafted,Goals,Assists,Points,PIM,SOG,Hits,Blocks,Games Played,Wins,Saves,Save %,GA,Shutouts,Pct Owned
Rasmus Dahlin,D,BUF,360.4,DubJ,John,DubJ,John,8,86,78.1,1.0,15.0,58.0,73.0,92.0,204.0,105.0,132.0,78.0,,,,,,99.0
Brandon Montour,D,SEA,359.55,McAvoy AntiVirus,Ryan,,,,,156.6,0.08,16.0,57.0,73.0,107.0,242.0,92.0,93.0,80.0,,,,,,89.0
William Nylander,"LW,RW",TOR,355.8,Boats and Ahos,Mitchell,Boats and Ahos,Mitchell,6,61,62.1,1.0,40.0,47.0,87.0,28.0,293.0,18.0,26.0,82.0,,,,,,97.0
Mitch Marner,RW,VGK,352.6,Bettman's Babes,Cooper,Bettman's Babes,Cooper,2,15,17.2,1.0,30.0,69.0,99.0,28.0,196.0,53.0,45.0,80.0,,,,,,99.0
Dougie Hamilton,D,NJ,352.5,DubJ,John,DubJ,John,7,83,101.4,1.0,22.0,52.0,74.0,50.0,275.0,64.0,86.0,82.0,,,,,,96.0
Adrian Kempe,"C,LW,RW",LA,349.15,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,11,121,161.8,0.96,41.0,26.0,67.0,55.0,250.0,119.0,32.0,82.0,,,,,,84.0
Vincent Trocheck,C,NYR,344.9,Can’t Tuch This,Johnathan,Can’t Tuch This,Johnathan,8,94,156.6,0.49,22.0,42.0,64.0,58.0,225.0,182.0,44.0,82.0,,,,,,74.0
Evgeni Malkin,C,PIT,343.9,Bangers and Mash,conor,Bangers and Mash,conor,8,95,65.3,1.0,27.0,56.0,83.0,82.0,240.0,53.0,33.0,82.0,,,,,,92.0
Kirill Kaprizov,LW,MIN,343.25,Hughes Can't Lose,Adam,Hughes Can't Lose,Adam,1,5,6.8,1.0,40.0,35.0,75.0,45.0,261.0,66.0,28.0,67.0,,,,,,92.0
Jake Guentzel,LW,TB,342.7,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,3,25,33.4,1.0,36.0,37.0,73.0,46.0,244.0,83.0,46.0,78.0,,,,,,96.0
Alex DeBrincat,LW,DET,334.25,Bettman's Babes,Cooper,Bettman's Babes,Cooper,3,34,40.5,1.0,27.0,39.0,66.0,45.0,263.0,109.0,38.0,82.0,,,,,,91.0
Nico Hischier,C,NJ,333.9,Hughes Can't Lose,Adam,Hughes Can't Lose,Adam,20,236,163.6,0.08,31.0,49.0,80.0,10.0,256.0,34.0,61.0,81.0,,,,,,84.0
Carter Verhaeghe,LW,FLA,333.5,Can’t Tuch This,Johnathan,Can’t Tuch This,Johnathan,21,243,175.3,0.67,42.0,31.0,73.0,46.0,275.0,29.0,31.0,81.0,,,,,,75.0
Kyle Connor,LW,WPG,332.0,Miller Time,Ross,Miller Time,Ross,3,30,28.4,1.0,31.0,49.0,80.0,20.0,273.0,43.0,24.0,82.0,,,,,,96.0
Roman Josi,D,NSH,331.4,DubJ,John,DubJ,John,1,11,20.0,1.0,18.0,41.0,59.0,36.0,269.0,51.0,146.0,67.0,,,,,,93.0
Clayton Keller,"LW,RW",UTA,331.25,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,12,144,144.0,1.0,37.0,49.0,86.0,49.0,223.0,18.0,34.0,82.0,,,,,,86.0
Josh Morrissey,D,WPG,330.25,Can’t Tuch This,Johnathan,Moritz with a side of seider,cam,10,112,165.0,0.52,16.0,60.0,76.0,41.0,172.0,89.0,119.0,78.0,,,,,,89.0
Claude Giroux,"C,RW",OTT,329.1,BCs ringers,Bruce,BCs ringers,Bruce,5,56,53.5,1.0,35.0,44.0,79.0,34.0,214.0,75.0,30.0,82.0,,,,,,94.0
Jacob Trouba,D,ANA,328.95,Can’t Tuch This,Johnathan,Can’t Tuch This,Johnathan,5,51,109.9,1.0,8.0,22.0,30.0,63.0,199.0,218.0,196.0,82.0,,,,,,85.0
Alexandar Georgiev,G,BUF,328.6,Can’t Tuch This,Johnathan,Can’t Tuch This,Johnathan,9,99,92.1,1.0,,,,,,,,,40.0,1748.0,0.9180672268907563,156.0,5.0,94.0
Dylan Larkin,C,DET,328.45,McAvoy AntiVirus,Ryan,McAvoy AntiVirus,Ryan,8,93,139.5,0.96,32.0,47.0,79.0,45.0,244.0,47.0,27.0,80.0,,,,,,83.0
Jamie Benn,"C,LW",DAL,327.5,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,10,120,163.4,0.09,33.0,45.0,78.0,34.0,190.0,97.0,38.0,82.0,,,,,,84.0
Connor Hellebuyck,G,WPG,327.4,Wu-Letang Clan,Jesse,Wu-Letang Clan,Jesse,6,66,70.9,1.0,,,,,,,,,37.0,1807.0,0.920061099796334,157.0,4.0,97.0
Rickard Rakell,"LW,RW",PIT,326.8,Miller Time,Ross,Miller Time,Ross,13,150,168.6,0.24,28.0,32.0,60.0,16.0,243.0,141.0,53.0,82.0,,,,,,67.0
Alex Tuch,RW,BUF,326.2,Can’t Tuch This,Johnathan,Can’t Tuch This,Johnathan,13,147,160.9,0.87,36.0,43.0,79.0,20.0,218.0,54.0,46.0,74.0,,,,,,87.0
Mikhail Sergachev,D,UTA,324.45,Bettman's Babes,Cooper,Bettman's Babes,Cooper,10,111,138.7,1.0,10.0,54.0,64.0,53.0,156.0,128.0,149.0,79.0,,,,,,88.0
Joel Eriksson Ek,C,MIN,324.4,Bettman's Babes,Cooper,Bettman's Babes,Cooper,11,130,163.6,0.41,23.0,38.0,61.0,44.0,247.0,119.0,55.0,78.0,,,,,,60.0
Logan Couture,C,SJ,324.15,Can’t Tuch This,Johnathan,Can’t Tuch This,Johnathan,14,166,168.5,0.02,27.0,40.0,67.0,19.0,198.0,128.0,70.0,82.0,,,,,,48.0
Tyler Toffoli,"LW,RW",SJ,323.4,DubJ,John,DubJ,John,14,158,162.4,0.94,34.0,39.0,73.0,28.0,268.0,59.0,14.0,82.0,,,,,,80.0
Joe Pavelski,"C,RW",DAL,320.4,Wu-Letang Clan,Jesse,Wu-Letang Clan,Jesse,5,55,87.3,1.0,28.0,49.0,77.0,8.0,184.0,93.0,64.0,82.0,,,,,,92.0
Juuse Saros,G,NSH,319.6,Bangers and Mash,conor,Bangers and Mash,conor,5,50,38.9,1.0,,,,,,,,,33.0,1928.0,0.918532634587899,171.0,2.0,97.0
Jeff Skinner,LW,SJ,319.55,Miller Time,Ross,Miller Time,Ross,14,163,169.0,0.15,35.0,47.0,82.0,39.0,242.0,21.0,14.0,79.0,,,,,,80.0
Darnell Nurse,D,EDM,319.2,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,4,48,95.4,1.0,12.0,31.0,43.0,64.0,203.0,146.0,164.0,82.0,,,,,,90.0
Bo Horvat,C,NYI,318.9,Can’t Tuch This,Johnathan,Can’t Tuch This,Johnathan,12,142,150.6,0.89,38.0,32.0,70.0,18.0,229.0,57.0,55.0,79.0,,,,,,81.0
Artemi Panarin,LW,NYR,318.4,BCs ringers,Bruce,BCs ringers,Bruce,3,32,23.4,1.0,29.0,63.0,92.0,36.0,204.0,26.0,11.0,82.0,,,,,,98.0
Brock Nelson,C,COL,318.0,Bettman's Babes,Cooper,Bettman's Babes,Cooper,17,202,166.9,0.17,36.0,39.0,75.0,24.0,222.0,50.0,43.0,82.0,,,,,,67.0
Jordan Kyrou,"LW,RW",STL,316.9,Hughes Can't Lose,Adam,Hughes Can't Lose,Adam,11,125,97.1,1.0,37.0,36.0,73.0,22.0,272.0,14.0,35.0,79.0,,,,,,82.0
Drake Batherson,RW,OTT,313.85,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,7,73,84.9,1.0,22.0,40.0,62.0,33.0,249.0,115.0,35.0,82.0,,,,,,76.0
Moritz Seider,D,DET,313.8,Moritz with a side of seider,cam,Moritz with a side of seider,cam,4,40,45.6,1.0,5.0,37.0,42.0,40.0,140.0,207.0,190.0,82.0,,,,,,93.0
Ilya Sorokin,G,NYI,310.6,BCs ringers,Bruce,BCs ringers,Bruce,4,41,31.3,1.0,,,,,,,,,31.0,1698.0,0.9238302502720348,140.0,6.0,97.0
Nazem Kadri,C,CGY,308.8,Bettman's Babes,Cooper,Bettman's Babes,Cooper,6,63,65.5,1.0,24.0,32.0,56.0,56.0,267.0,99.0,31.0,82.0,,,,,,79.0
Jake Oettinger,G,DAL,308.4,Miller Time,Ross,Miller Time,Ross,6,67,44.8,1.0,,,,,,,,,37.0,1632.0,0.918918918918919,144.0,5.0,98.0
Linus Ullmark,G,OTT,308.2,Bettman's Babes,Cooper,Bettman's Babes,Cooper,24,279,146.3,0.91,,,,,,,,,40.0,1366.0,0.9375428963623885,91.0,2.0,90.0
Anze Kopitar,C,LA,306.6,Bangers and Mash,conor,Bangers and Mash,conor,9,98,125.7,1.0,28.0,46.0,74.0,4.0,169.0,68.0,87.0,82.0,,,,,,83.0
Mark Scheifele,C,WPG,306.35,McAvoy AntiVirus,Ryan,McAvoy AntiVirus,Ryan,9,100,125.7,1.0,42.0,26.0,68.0,43.0,206.0,50.0,38.0,81.0,,,,,,78.0
Miro Heiskanen,D,DAL,305.4,Miller Time,Ross,Miller Time,Ross,12,139,97.6,1.0,11.0,62.0,73.0,32.0,206.0,49.0,96.0,79.0,,,,,,95.0
Martin Necas,RW,COL,305.2,Bangers and Mash,conor,,,,,150.4,0.04,28.0,43.0,71.0,32.0,240.0,57.0,21.0,82.0,,,,,,78.0
Matt Boldy,"LW,RW",MIN,305.15,DubJ,John,DubJ,John,11,131,111.3,1.0,31.0,32.0,63.0,39.0,255.0,65.0,26.0,81.0,,,,,,81.0
Roope Hintz,C,DAL,304.9,McAvoy AntiVirus,Ryan,McAvoy AntiVirus,Ryan,7,76,126.6,0.95,37.0,38.0,75.0,30.0,184.0,47.0,45.0,73.0,,,,,,86.0
Jared McCann,"C,LW",SEA,304.7,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,18,216,168.7,0.03,40.0,30.0,70.0,14.0,210.0,65.0,28.0,79.0,,,,,,64.0
Aleksander Barkov,C,FLA,304.2,Hughes Can't Lose,Adam,Hughes Can't Lose,Adam,2,20,14.2,1.0,23.0,55.0,78.0,8.0,208.0,52.0,48.0,68.0,,,,,,98.0
Jason Zucker,LW,BUF,303.95,Bangers and Mash,conor,,,,,,,27.0,21.0,48.0,47.0,197.0,197.0,29.0,78.0,,,,,,37.0
Brent Burns,D,COL,303.4,Wu-Letang Clan,Jesse,Wu-Letang Clan,Jesse,8,90,94.6,1.0,18.0,43.0,61.0,44.0,255.0,40.0,86.0,82.0,,,,,,95.0
Chris Kreider,"LW,RW",ANA,302.9,Boats and Ahos,Mitchell,Boats and Ahos,Mitchell,3,36,27.0,1.0,36.0,18.0,54.0,26.0,229.0,128.0,24.0,79.0,,,,,,95.0
Sam Reinhart,"C,RW",FLA,301.6,BCs ringers,Bruce,BCs ringers,Bruce,7,80,65.2,1.0,31.0,36.0,67.0,12.0,227.0,58.0,49.0,82.0,,,,,,86.0
Pierre-Luc Dubois,C,WSH,301.45,Bettman's Babes,Cooper,Bettman's Babes,Cooper,5,58,119.4,1.0,27.0,36.0,63.0,77.0,205.0,71.0,47.0,73.0,,,,,,79.0
Adam Larsson,D,SEA,300.95,Can’t Tuch This,Johnathan,Can’t Tuch This,Johnathan,17,195,,,8.0,25.0,33.0,47.0,143.0,222.0,173.0,82.0,,,,,,61.0
Sebastian Aho,C,CAR,299.7,Hughes Can't Lose,Adam,Hughes Can't Lose,Adam,3,29,29.9,1.0,36.0,31.0,67.0,42.0,218.0,59.0,21.0,75.0,,,,,,95.0
Owen Tippett,"LW,RW",PHI,299.0,BCs ringers,Bruce,,,,,,,27.0,22.0,49.0,16.0,231.0,125.0,69.0,77.0,,,,,,29.0
Anders Lee,LW,NYI,298.9,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,14,168,168.5,0.13,28.0,22.0,50.0,50.0,214.0,125.0,57.0,82.0,,,,,,51.0
Justin Faulk,D,STL,298.7,Bettman's Babes,Cooper,Bettman's Babes,Cooper,7,82,116.4,1.0,11.0,39.0,50.0,34.0,196.0,112.0,140.0,82.0,,,,,,81.0
Andrei Vasilevskiy,G,TB,298.2,Wu-Letang Clan,Jesse,Wu-Letang Clan,Jesse,2,18,8.9,1.0,,,,,,,,,34.0,1716.0,0.9152,159.0,4.0,99.0
Patrice Bergeron,C,BOS,296.1,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,5,49,75.1,1.0,27.0,31.0,58.0,22.0,249.0,66.0,54.0,78.0,,,,,,90.0
Jack Eichel,C,VGK,295.7,Boats and Ahos,Mitchell,Boats and Ahos,Mitchell,4,37,42.1,1.0,27.0,39.0,66.0,6.0,223.0,59.0,56.0,67.0,,,,,,92.0
Dylan Cozens,C,OTT,295.65,DubJ,John,,,,,,,31.0,37.0,68.0,41.0,211.0,55.0,30.0,81.0,,,,,,67.0
Andrei Svechnikov,LW,CAR,295.55,,,Dartmouth Mustard Tigers 🌭🐅,Cameron,2,24,37.1,1.0,23.0,32.0,55.0,71.0,205.0,140.0,17.0,64.0,,,,,,61.0
Mikael Backlund,C,CGY,295.2,BCs ringers,Bruce,,,,,,,19.0,37.0,56.0,36.0,260.0,97.0,31.0,82.0,,,,,,46.0
Boone Jenner,C,CBJ,293.95,,,DubJ,John,17,203,164.9,0.08,26.0,19.0,45.0,51.0,214.0,129.0,70.0,68.0,,,,,,36.0
Brayden Schenn,"C,LW",STL,293.5,Boats and Ahos,Mitchell,Boats and Ahos,Mitchell,9,108,108.9,1.0,21.0,44.0,65.0,50.0,144.0,140.0,41.0,82.0,,,,,,68.0
Vince Dunn,D,SEA,293.35,Can’t Tuch This,Johnathan,DubJ,John,19,227,159.7,0.61,14.0,50.0,64.0,55.0,149.0,115.0,80.0,81.0,,,,,,82.0
Brandon Hagel,"LW,RW",TB,293.1,Moritz with a side of seider,cam,,,,,,,30.0,34.0,64.0,54.0,178.0,68.0,58.0,81.0,,,,,,56.0
Kevin Fiala,"LW,RW",LA,291.6,Miller Time,Ross,Miller Time,Ross,5,54,61.5,1.0,23.0,49.0,72.0,52.0,208.0,53.0,18.0,69.0,,,,,,87.0
Igor Shesterkin,G,NYR,291.0,Moritz with a side of seider,cam,Can’t Tuch This,Johnathan,2,22,8.9,1.0,,,,,,,,,37.0,1575.0,0.9162303664921466,144.0,3.0,99.0
Tomas Hertl,C,VGK,290.9,Moritz with a side of seider,cam,Moritz with a side of seider,cam,8,88,160.6,0.56,22.0,41.0,63.0,42.0,183.0,91.0,57.0,79.0,,,,,,51.0
Adam Fox,D,NYR,288.1,Moritz with a side of seider,cam,Moritz with a side of seider,cam,2,16,17.5,1.0,12.0,60.0,72.0,34.0,159.0,25.0,125.0,82.0,,,,,,99.0
Brad Marchand,LW,FLA,287.9,McAvoy AntiVirus,Ryan,McAvoy AntiVirus,Ryan,4,45,116.8,0.98,21.0,46.0,67.0,74.0,183.0,81.0,22.0,73.0,,,,,,90.0
Alex Pietrangelo,D,VGK,287.8,BCs ringers,Bruce,BCs ringers,Bruce,8,89,87.2,1.0,11.0,43.0,54.0,16.0,170.0,65.0,177.0,73.0,,,,,,94.0
Elias Lindholm,C,BOS,287.1,Miller Time,Ross,Miller Time,Ross,4,43,46.3,1.0,22.0,42.0,64.0,14.0,186.0,98.0,50.0,80.0,,,,,,86.0
Travis Konecny,"C,RW",PHI,285.85,Can’t Tuch This,Johnathan,Can’t Tuch This,Johnathan,11,123,156.6,0.05,31.0,30.0,61.0,77.0,191.0,55.0,38.0,60.0,,,,,,64.0
Cale Makar,D,COL,284.1,BCs ringers,Bruce,BCs ringers,Bruce,1,8,5.4,1.0,17.0,49.0,66.0,30.0,176.0,65.0,78.0,60.0,,,,,,95.0
Lawson Crouse,"LW,RW",UTA,283.95,DubJ,John,DubJ,John,16,182,,,24.0,21.0,45.0,35.0,151.0,194.0,58.0,77.0,,,,,,24.0
Victor Hedman,D,TB,283.9,Boats and Ahos,Mitchell,Boats and Ahos,Mitchell,1,12,15.1,1.0,9.0,40.0,49.0,42.0,185.0,95.0,136.0,76.0,,,,,,97.0
Jesper Bratt,RW,NJ,283.1,BCs ringers,Bruce,BCs ringers,Bruce,12,137,124.3,1.0,32.0,41.0,73.0,6.0,212.0,24.0,23.0,82.0,,,,,,83.0
Mats Zuccarello,RW,MIN,282.5,BCs ringers,Bruce,BCs ringers,Bruce,11,128,100.3,1.0,22.0,45.0,67.0,26.0,198.0,51.0,51.0,78.0,,,,,,79.0
David Perron,RW,OTT,279.4,DubJ,John,DubJ,John,10,110,149.4,0.99,24.0,32.0,56.0,52.0,195.0,107.0,24.0,82.0,,,,,,52.0
Trevor Zegras,"C,LW",PHI,278.6,Hughes Can't Lose,Adam,Hughes Can't Lose,Adam,12,140,112.8,1.0,23.0,42.0,65.0,88.0,184.0,46.0,29.0,81.0,,,,,,69.0
Jonathan Marchessault,"LW,RW",NSH,278.05,Can’t Tuch This,Johnathan,Can’t Tuch This,Johnathan,7,75,105.7,1.0,28.0,29.0,57.0,21.0,234.0,76.0,17.0,76.0,,,,,,76.0
Frank Vatrano,"LW,RW",ANA,277.3,DubJ,John,,,,,,,22.0,19.0,41.0,66.0,231.0,86.0,75.0,81.0,,,,,,12.0
Radko Gudas,D,ANA,274.15,Bangers and Mash,conor,Bangers and Mash,conor,7,74,140.5,0.86,2.0,15.0,17.0,79.0,110.0,312.0,124.0,72.0,,,,,,46.0
Kris Letang,D,PIT,273.9,Wu-Letang Clan,Jesse,Wu-Letang Clan,Jesse,4,42,57.4,1.0,12.0,29.0,41.0,30.0,161.0,162.0,108.0,64.0,,,,,,92.0
Nick Suzuki,C,MTL,273.45,Moritz with a side of seider,cam,McAvoy AntiVirus,Ryan,13,148,159.9,0.34,26.0,40.0,66.0,33.0,162.0,50.0,56.0,82.0,,,,,,55.0
Devon Toews,D,COL,271.9,Bangers and Mash,conor,Bangers and Mash,conor,4,47,66.8,1.0,7.0,43.0,50.0,26.0,165.0,93.0,138.0,80.0,,,,,,95.0
Johnny Gaudreau,LW,CBJ,271.7,Can’t Tuch This,Johnathan,Can’t Tuch This,Johnathan,3,27,20.3,1.0,21.0,53.0,74.0,22.0,220.0,5.0,18.0,80.0,,,,,,91.0
Viktor Arvidsson,"LW,RW",BOS,270.4,Miller Time,Ross,Miller Time,Ross,19,222,182.2,0.13,26.0,33.0,59.0,24.0,228.0,25.0,48.0,77.0,,,,,,53.0
Scott Laughton,"C,LW",TOR,269.7,Moritz with a side of seider,cam,,,,,,,18.0,25.0,43.0,50.0,170.0,156.0,57.0,78.0,,,,,,19.0
Quinn Hughes,D,VAN,269.1,Hughes Can't Lose,Adam,Hughes Can't Lose,Adam,4,44,49.5,1.0,7.0,69.0,76.0,34.0,154.0,29.0,71.0,78.0,,,,,,97.0
Luke Schenn,D,WPG,267.8,Bettman's Babes,Cooper,Bettman's Babes,Cooper,15,178,168.7,0.16,4.0,18.0,22.0,84.0,81.0,318.0,98.0,70.0,,,,,,40.0
Drew Doughty,D,LA,267.1,Hughes Can't Lose,Adam,Hughes Can't Lose,Adam,8,92,76.9,1.0,9.0,43.0,52.0,34.0,145.0,115.0,104.0,81.0,,,,,,94.0
Phillip Danault,C,LA,264.95,DubJ,John,Can’t Tuch This,Johnathan,20,238,,,18.0,36.0,54.0,63.0,152.0,81.0,75.0,82.0,,,,,,32.0
Hampus Lindholm,D,BOS,264.4,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,17,193,145.2,0.97,10.0,43.0,53.0,56.0,158.0,78.0,100.0,80.0,,,,,,87.0
Noah Dobson,D,MTL,264.0,Can’t Tuch This,Johnathan,Can’t Tuch This,Johnathan,10,118,96.1,1.0,13.0,36.0,49.0,20.0,206.0,60.0,104.0,78.0,,,,,,84.0
Bryan Rust,RW,PIT,263.35,Moritz with a side of seider,cam,Moritz with a side of seider,cam,7,81,93.1,1.0,20.0,26.0,46.0,31.0,211.0,98.0,50.0,81.0,,,,,,50.0
Nino Niederreiter,LW,WPG,263.1,Bettman's Babes,Cooper,Bangers and Mash,conor,19,218,165.6,0.05,24.0,17.0,41.0,22.0,181.0,165.0,33.0,78.0,,,,,,22.0
Neal Pionk,D,WPG,263.0,Bettman's Babes,Cooper,Bettman's Babes,Cooper,12,135,153.2,0.84,10.0,23.0,33.0,44.0,142.0,169.0,129.0,82.0,,,,,,44.0
MacKenzie Weegar,D,CGY,261.95,Can’t Tuch This,Johnathan,Can’t Tuch This,Johnathan,6,70,79.8,1.0,4.0,27.0,31.0,43.0,160.0,186.0,117.0,81.0,,,,,,75.0
Sam Bennett,C,FLA,260.7,Wu-Letang Clan,Jesse,Wu-Letang Clan,Jesse,10,114,140.4,0.99,16.0,24.0,40.0,54.0,193.0,150.0,35.0,63.0,,,,,,50.0
Alex Killorn,"LW,RW",ANA,260.25,Miller Time,Ross,Miller Time,Ross,15,174,172.4,0.16,27.0,37.0,64.0,45.0,143.0,61.0,31.0,82.0,,,,,,40.0
K'Andre Miller,D,CAR,258.75,BCs ringers,Bruce,BCs ringers,Bruce,16,185,165.6,0.49,9.0,34.0,43.0,47.0,113.0,162.0,105.0,79.0,,,,,,54.0
Andrei Kuzmenko,"LW,RW",LA,258.6,McAvoy AntiVirus,Ryan,McAvoy AntiVirus,Ryan,22,261,170.2,0.08,39.0,35.0,74.0,8.0,143.0,13.0,18.0,81.0,,,,,,67.0
Gustav Forsling,D,FLA,258.6,BCs ringers,Bruce,BCs ringers,Bruce,15,176,161.7,0.82,13.0,28.0,41.0,40.0,209.0,69.0,106.0,82.0,,,,,,62.0
Ivan Barbashev,"C,LW",VGK,258.1,BCs ringers,Bruce,BCs ringers,Bruce,19,224,180.8,0.33,16.0,29.0,45.0,42.0,126.0,182.0,46.0,82.0,,,,,,29.0
