Player Name,Position,NHL Team,Fantasy Points,Current Team,Current Owner,Drafted Team,Drafted By,Draft Round,Draft Pick,ADP,Pct Drafted,Goals,Assists,Points,PIM,SOG,Hits,Blocks,Games Played,Wins,Saves,Save %,GA,Shutouts,Pct Owned
Matthew Tkachuk,"LW,RW",FLA,407.6,Faulk Around & Find Out,Johnathan,Faulk Around & Find Out,Johnathan,1,8,5.9,1.0,26.0,62.0,88.0,88.0,280.0,151.0,28.0,80.0,,,,,,98.0
Sidney Crosby,C,PIT,406.4,Coke Harbour Kingpins,Connor,Coke Harbour Kingpins,Connor,3,28,17.9,1.0,42.0,52.0,94.0,40.0,278.0,101.0,37.0,82.0,,,,,,99.0
Sam Reinhart,"C,RW",FLA,403.55,Faulk Around & Find Out,Johnathan,Faulk Around & Find Out,Johnathan,9,104,96.4,0.99,57.0,37.0,94.0,31.0,233.0,78.0,66.0,82.0,,,,,,95.0
Kirill Kaprizov,LW,MIN,395.0,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,1,11,14.8,1.0,46.0,50.0,96.0,36.0,277.0,55.0,38.0,75.0,,,,,,99.0
William Nylander,RW,TOR,392.8,The Eye Test,Eric,The Eye Test,Eric,2,23,24.8,1.0,40.0,58.0,98.0,24.0,316.0,32.0,29.0,82.0,,,,,,99.0
Leon Draisaitl,"C,LW",EDM,392.4,The Eye Test,Eric,The Eye Test,Eric,1,2,2.2,1.0,41.0,65.0,106.0,76.0,217.0,58.0,26.0,81.0,,,,,,99.0
Roman Josi,D,NSH,390.25,,,DubJ,John,2,15,47.7,1.0,23.0,62.0,85.0,45.0,268.0,46.0,151.0,82.0,,,,,,96.0
Rasmus Dahlin,D,BUF,388.1,Coke Harbour Kingpins,Connor,Coke Harbour Kingpins,Connor,2,21,41.1,1.0,20.0,39.0,59.0,66.0,235.0,195.0,154.0,81.0,,,,,,96.0
Zach Hyman,"LW,RW",EDM,385.6,DubJ,John,DubJ,John,5,58,46.7,1.0,54.0,23.0,77.0,48.0,290.0,87.0,37.0,80.0,,,,,,99.0
Vincent Trocheck,C,NYR,383.15,Bettman's Babes,Cooper,Bettman's Babes,Cooper,6,68,146.8,0.92,25.0,52.0,77.0,55.0,215.0,175.0,86.0,82.0,,,,,,84.0
Frank Vatrano,"C,LW",ANA,380.65,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,21,251,171.7,0.32,37.0,23.0,60.0,85.0,272.0,156.0,78.0,82.0,,,,,,78.0
MacKenzie Weegar,D,CGY,377.55,Faulk Around & Find Out,Johnathan,Faulk Around & Find Out,Johnathan,11,128,153.0,0.86,20.0,32.0,52.0,51.0,208.0,194.0,200.0,82.0,,,,,,91.0
Elias Pettersson,"C,LW",VAN,375.0,Faulk Around & Find Out,Johnathan,Faulk Around & Find Out,Johnathan,2,17,26.7,1.0,34.0,55.0,89.0,12.0,207.0,125.0,68.0,82.0,,,,,,99.0
Cale Makar,D,COL,371.4,Bangers and Mash,conor,Bangers and Mash,conor,1,6,13.0,1.0,21.0,69.0,90.0,16.0,231.0,37.0,148.0,77.0,,,,,,100.0
Joel Eriksson Ek,C,MIN,369.0,Faulk Around & Find Out,Johnathan,Faulk Around & Find Out,Johnathan,6,65,136.4,0.96,30.0,34.0,64.0,60.0,267.0,168.0,55.0,77.0,,,,,,89.0
Steven Stamkos,"C,LW",NSH,363.7,McAvoy AntiVirus,Ryan,McAvoy AntiVirus,Ryan,2,24,32.3,1.0,40.0,41.0,81.0,34.0,262.0,78.0,43.0,79.0,,,,,,98.0
Adrian Kempe,"C,RW",LA,352.0,Bettman's Babes,Cooper,Bettman's Babes,Cooper,4,44,77.6,1.0,28.0,47.0,75.0,72.0,246.0,112.0,32.0,77.0,,,,,,93.0
Alex Ovechkin,LW,WSH,350.4,DubJ,John,DubJ,John,1,10,23.2,1.0,31.0,34.0,65.0,20.0,272.0,162.0,27.0,79.0,,,,,,95.0
Evan Bouchard,D,EDM,348.4,McAvoy AntiVirus,Ryan,McAvoy AntiVirus,Ryan,5,49,71.4,1.0,18.0,64.0,82.0,32.0,220.0,71.0,105.0,81.0,,,,,,99.0
Jonathan Marchessault,"LW,RW",NSH,348.4,BCs ringers,Bruce,BCs ringers,Bruce,9,108,112.7,1.0,42.0,27.0,69.0,40.0,266.0,107.0,23.0,82.0,,,,,,90.0
John Tavares,C,TOR,346.5,Ryan is Aho,Mitchell,Ryan is Aho,Mitchell,4,40,37.9,1.0,29.0,36.0,65.0,30.0,279.0,134.0,37.0,80.0,,,,,,95.0
Brayden Point,C,TB,344.3,Bettman's Babes,Cooper,Bettman's Babes,Cooper,3,29,29.5,1.0,46.0,44.0,90.0,14.0,227.0,16.0,44.0,81.0,,,,,,97.0
Chris Kreider,LW,ANA,341.5,Bettman's Babes,Cooper,Bettman's Babes,Cooper,9,101,76.7,1.0,39.0,36.0,75.0,26.0,246.0,99.0,20.0,82.0,,,,,,90.0
Sebastian Aho,C,CAR,335.8,Ryan is Aho,Mitchell,Ryan is Aho,Mitchell,5,57,41.0,1.0,36.0,53.0,89.0,36.0,216.0,48.0,18.0,78.0,,,,,,94.0
Jesper Bratt,"LW,RW",NJ,334.8,BCs ringers,Bruce,BCs ringers,Bruce,12,133,68.8,1.0,27.0,56.0,83.0,12.0,248.0,66.0,33.0,82.0,,,,,,90.0
Noah Dobson,D,MTL,334.2,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,10,110,110.9,1.0,10.0,60.0,70.0,36.0,174.0,84.0,180.0,79.0,,,,,,91.0
Nazem Kadri,C,CGY,332.95,BCs ringers,Bruce,BCs ringers,Bruce,11,132,151.7,0.8,29.0,46.0,75.0,43.0,277.0,57.0,24.0,82.0,,,,,,80.0
Evander Kane,LW,VAN,332.85,Coke Harbour Kingpins,Connor,Coke Harbour Kingpins,Connor,4,45,114.7,0.88,24.0,20.0,44.0,85.0,220.0,250.0,29.0,77.0,,,,,,65.0
Travis Konecny,"LW,RW",PHI,332.15,DubJ,John,DubJ,John,8,87,124.1,1.0,33.0,35.0,68.0,67.0,244.0,90.0,32.0,76.0,,,,,,84.0
Owen Tippett,"LW,RW",PHI,330.6,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,11,131,169.5,0.64,28.0,25.0,53.0,12.0,289.0,148.0,47.0,78.0,,,,,,63.0
Jason Robertson,LW,DAL,330.1,Bangers and Mash,conor,Bangers and Mash,conor,2,19,8.4,1.0,29.0,51.0,80.0,22.0,231.0,77.0,31.0,82.0,,,,,,99.0
Mathew Barzal,"C,RW",NYI,329.9,McAvoy AntiVirus,Ryan,McAvoy AntiVirus,Ryan,12,144,154.9,0.73,23.0,57.0,80.0,34.0,240.0,54.0,52.0,80.0,,,,,,84.0
Moritz Seider,D,DET,329.35,DubJ,John,DubJ,John,4,39,89.2,1.0,9.0,33.0,42.0,51.0,135.0,211.0,213.0,82.0,,,,,,93.0
Aleksander Barkov,C,FLA,327.8,DubJ,John,DubJ,John,3,34,57.8,1.0,23.0,57.0,80.0,24.0,193.0,104.0,50.0,73.0,,,,,,92.0
Brad Marchand,LW,FLA,325.3,Bangers and Mash,conor,Bangers and Mash,conor,6,67,39.7,1.0,29.0,38.0,67.0,78.0,207.0,115.0,35.0,82.0,,,,,,95.0
Quinn Hughes,D,VAN,323.7,Bedard Me Home,cam,Bedard Me Home,cam,7,79,53.1,1.0,17.0,75.0,92.0,38.0,199.0,29.0,55.0,82.0,,,,,,99.0
Mike Matheson,D,MTL,323.1,DubJ,John,DubJ,John,11,130,166.4,0.18,11.0,51.0,62.0,58.0,187.0,61.0,186.0,82.0,,,,,,79.0
Jack Eichel,C,VGK,319.75,Bangers and Mash,conor,Bangers and Mash,conor,3,30,56.1,1.0,31.0,37.0,68.0,27.0,278.0,26.0,61.0,63.0,,,,,,95.0
Bo Horvat,C,NYI,319.15,Ryan is Aho,Mitchell,Ryan is Aho,Mitchell,9,105,108.4,0.98,33.0,35.0,68.0,39.0,248.0,61.0,42.0,81.0,,,,,,85.0
Cole Caufield,"LW,RW",MTL,318.8,Bangers and Mash,conor,Bangers and Mash,conor,10,115,131.1,0.83,28.0,37.0,65.0,16.0,314.0,56.0,22.0,82.0,,,,,,80.0
Carter Verhaeghe,"C,LW",FLA,318.6,Bangers and Mash,conor,Bangers and Mash,conor,5,54,53.0,1.0,34.0,38.0,72.0,36.0,246.0,63.0,20.0,76.0,,,,,,81.0
Kevin Fiala,LW,LA,318.5,The Eye Test,Eric,The Eye Test,Eric,6,71,76.4,1.0,29.0,44.0,73.0,62.0,225.0,67.0,28.0,82.0,,,,,,89.0
Victor Hedman,D,TB,318.0,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,5,59,70.9,1.0,13.0,63.0,76.0,76.0,168.0,65.0,102.0,78.0,,,,,,98.0
Nick Suzuki,C,MTL,316.8,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,13,155,157.6,0.49,33.0,44.0,77.0,36.0,185.0,69.0,48.0,82.0,,,,,,75.0
Connor Hellebuyck,G,WPG,315.2,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,6,62,31.8,1.0,,,,,,,,,37.0,1656.0,0.9210233592880979,142.0,5.0,98.0
Jake Guentzel,LW,TB,315.1,McAvoy AntiVirus,Ryan,McAvoy AntiVirus,Ryan,4,48,65.2,1.0,30.0,47.0,77.0,22.0,238.0,48.0,28.0,67.0,,,,,,91.0
Josh Morrissey,D,WPG,314.6,The Eye Test,Eric,The Eye Test,Eric,4,47,69.3,1.0,10.0,59.0,69.0,44.0,196.0,90.0,103.0,81.0,,,,,,98.0
Brock Nelson,"C,LW",COL,313.0,Bettman's Babes,Cooper,Bettman's Babes,Cooper,14,164,140.8,0.98,34.0,35.0,69.0,28.0,250.0,38.0,47.0,82.0,,,,,,75.0
Tom Wilson,RW,WSH,309.65,DubJ,John,DubJ,John,9,106,161.1,0.34,18.0,17.0,35.0,133.0,169.0,228.0,74.0,74.0,,,,,,41.0
Trevor Moore,"LW,RW",LA,309.6,BCs ringers,Bruce,,,,,,,31.0,26.0,57.0,28.0,244.0,92.0,58.0,82.0,,,,,,60.0
Brandon Hagel,"LW,RW",TB,309.35,Bedard Me Home,cam,Bedard Me Home,cam,14,162,140.1,1.0,26.0,49.0,75.0,79.0,184.0,55.0,45.0,82.0,,,,,,79.0
Charlie McAvoy,D,BOS,307.9,Bettman's Babes,Cooper,Bettman's Babes,Cooper,7,77,53.4,1.0,12.0,35.0,47.0,86.0,133.0,159.0,159.0,74.0,,,,,,95.0
Mitch Marner,RW,VGK,307.7,Bedard Me Home,cam,Bedard Me Home,cam,2,18,17.0,1.0,26.0,59.0,85.0,18.0,158.0,59.0,51.0,69.0,,,,,,98.0
Seth Jarvis,"C,RW",CAR,307.7,Coke Harbour Kingpins,Connor,Coke Harbour Kingpins,Connor,18,213,165.8,0.18,33.0,34.0,67.0,14.0,176.0,115.0,52.0,81.0,,,,,,75.0
Mika Zibanejad,C,NYR,307.5,Miller Time,Ross,Miller Time,Ross,3,27,26.2,1.0,26.0,46.0,72.0,30.0,221.0,49.0,55.0,81.0,,,,,,94.0
Blake Coleman,"C,RW",CGY,307.4,Coke Harbour Kingpins,Connor,BCs ringers,Bruce,24,277,153.7,0.02,30.0,24.0,54.0,76.0,191.0,128.0,57.0,78.0,,,,,,57.0
Brock Boeser,RW,VAN,305.1,Ryan is Aho,Mitchell,Ryan is Aho,Mitchell,18,208,151.7,0.45,40.0,33.0,73.0,14.0,204.0,56.0,29.0,81.0,,,,,,89.0
Alex DeBrincat,"LW,RW",DET,304.7,Faulk Around & Find Out,Johnathan,Faulk Around & Find Out,Johnathan,4,41,62.7,1.0,27.0,40.0,67.0,34.0,237.0,66.0,35.0,82.0,,,,,,88.0
Clayton Keller,"LW,RW",UTA,304.2,McAvoy AntiVirus,Ryan,McAvoy AntiVirus,Ryan,6,72,60.2,1.0,33.0,43.0,76.0,32.0,228.0,20.0,30.0,78.0,,,,,,92.0
Robert Thomas,C,STL,303.2,Bedard Me Home,cam,Bedard Me Home,cam,17,199,163.9,0.07,26.0,60.0,86.0,48.0,170.0,16.0,47.0,82.0,,,,,,74.0
Kris Letang,D,PIT,302.3,DubJ,John,DubJ,John,7,82,126.3,1.0,10.0,41.0,51.0,62.0,164.0,137.0,136.0,82.0,,,,,,85.0
Darnell Nurse,D,EDM,302.15,Ryan is Aho,Mitchell,Ryan is Aho,Mitchell,7,81,113.2,1.0,10.0,22.0,32.0,79.0,181.0,168.0,172.0,81.0,,,,,,84.0
Joe Pavelski,"C,RW",DAL,301.6,The Eye Test,Eric,The Eye Test,Eric,8,95,69.8,1.0,27.0,40.0,67.0,20.0,194.0,75.0,70.0,82.0,,,,,,91.0
Jack Hughes,"C,LW",NJ,301.6,BCs ringers,Bruce,BCs ringers,Bruce,1,12,11.1,1.0,27.0,47.0,74.0,12.0,274.0,11.0,24.0,62.0,,,,,,85.0
Drake Batherson,"LW,RW",OTT,301.3,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,9,107,109.2,0.98,28.0,38.0,66.0,42.0,196.0,98.0,33.0,82.0,,,,,,72.0
Dylan Larkin,C,DET,300.35,Miller Time,Ross,Miller Time,Ross,6,70,52.5,1.0,33.0,36.0,69.0,39.0,221.0,44.0,34.0,68.0,,,,,,91.0
John Carlson,D,WSH,299.6,Coke Harbour Kingpins,Connor,Coke Harbour Kingpins,Connor,5,52,88.5,1.0,10.0,42.0,52.0,40.0,176.0,69.0,194.0,82.0,,,,,,93.0
Tim Stutzle,"C,LW",OTT,298.2,Bettman's Babes,Cooper,Bettman's Babes,Cooper,2,20,30.2,1.0,18.0,52.0,70.0,28.0,192.0,100.0,41.0,75.0,,,,,,86.0
Jeremy Lauzon,D,VGK,297.3,Miller Time,Ross,,,,,,,6.0,8.0,14.0,98.0,103.0,383.0,111.0,79.0,,,,,,36.0
Matt Boldy,"LW,RW",MIN,295.8,Ryan is Aho,Mitchell,Ryan is Aho,Mitchell,6,64,58.2,0.98,29.0,40.0,69.0,48.0,227.0,33.0,32.0,75.0,,,,,,91.0
Wyatt Johnston,"C,RW",DAL,295.5,Faulk Around & Find Out,Johnathan,Faulk Around & Find Out,Johnathan,23,272,169.8,0.04,32.0,33.0,65.0,38.0,216.0,52.0,42.0,82.0,,,,,,69.0
Jordan Kyrou,"C,RW",STL,294.1,BCs ringers,Bruce,BCs ringers,Bruce,8,85,80.5,1.0,31.0,36.0,67.0,22.0,251.0,26.0,32.0,82.0,,,,,,82.0
Adam Fox,D,NYR,293.6,Bedard Me Home,cam,Bedard Me Home,cam,3,31,27.4,1.0,17.0,56.0,73.0,36.0,137.0,44.0,123.0,72.0,,,,,,96.0
Tage Thompson,"C,RW",BUF,293.35,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,2,14,14.4,1.0,29.0,27.0,56.0,43.0,246.0,79.0,29.0,71.0,,,,,,92.0
Morgan Rielly,D,TOR,292.95,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,12,134,127.5,1.0,7.0,51.0,58.0,27.0,173.0,98.0,137.0,72.0,,,,,,89.0
Alex Tuch,RW,BUF,291.9,DubJ,John,DubJ,John,6,63,53.2,1.0,22.0,37.0,59.0,54.0,192.0,72.0,82.0,75.0,,,,,,81.0
Charlie Coyle,C,CBJ,289.7,Dartmouth Mustard Tigers 🌭🐅,Cameron,Bangers and Mash,conor,23,270,161.5,0.02,25.0,35.0,60.0,38.0,147.0,131.0,60.0,82.0,,,,,,41.0
Timo Meier,"LW,RW",NJ,287.25,Ryan is Aho,Mitchell,Ryan is Aho,Mitchell,2,16,40.9,0.98,28.0,24.0,52.0,45.0,207.0,111.0,42.0,69.0,,,,,,81.0
Evgeni Malkin,C,PIT,286.5,The Eye Test,Eric,The Eye Test,Eric,7,74,79.4,1.0,27.0,40.0,67.0,70.0,199.0,29.0,42.0,82.0,,,,,,79.0
Lucas Raymond,"LW,RW",DET,286.1,McAvoy AntiVirus,Ryan,McAvoy AntiVirus,Ryan,17,193,163.4,0.34,31.0,41.0,72.0,30.0,163.0,69.0,27.0,82.0,,,,,,53.0
Mark Scheifele,C,WPG,286.05,Bedard Me Home,cam,Bedard Me Home,cam,10,114,127.8,0.99,25.0,47.0,72.0,57.0,154.0,63.0,40.0,74.0,,,,,,83.0
Kyle Palmieri,RW,NYI,284.5,McAvoy AntiVirus,Ryan,,,,,,,30.0,24.0,54.0,26.0,218.0,89.0,43.0,82.0,,,,,,19.0
Juraj Slafkovský,LW,MTL,283.75,Bedard Me Home,cam,,,,,,,20.0,30.0,50.0,55.0,152.0,152.0,71.0,82.0,,,,,,30.0
Jakob Chychrun,D,WSH,283.0,Coke Harbour Kingpins,Connor,Coke Harbour Kingpins,Connor,9,100,136.6,0.96,14.0,27.0,41.0,60.0,204.0,72.0,154.0,82.0,,,,,,76.0
Brayden Schenn,"C,LW",STL,282.0,BCs ringers,Bruce,Bedard Me Home,cam,15,175,171.5,0.64,20.0,26.0,46.0,56.0,170.0,169.0,51.0,82.0,,,,,,42.0
Sam Bennett,C,FLA,281.8,DubJ,John,DubJ,John,13,154,167.8,0.04,20.0,21.0,41.0,100.0,171.0,173.0,43.0,69.0,,,,,,29.0
Jamie Benn,LW,DAL,280.85,Faulk Around & Find Out,Johnathan,Faulk Around & Find Out,Johnathan,12,137,79.1,1.0,21.0,39.0,60.0,41.0,164.0,110.0,50.0,82.0,,,,,,78.0
Sergei Bobrovsky,G,FLA,280.8,Bettman's Babes,Cooper,Bettman's Babes,Cooper,10,116,74.8,1.0,,,,,,,,,36.0,1449.0,0.9147727272727273,135.0,6.0,95.0
Neal Pionk,D,WPG,280.75,DubJ,John,McAvoy AntiVirus,Ryan,15,169,168.3,0.26,5.0,28.0,33.0,63.0,146.0,221.0,118.0,82.0,,,,,,54.0
Drew Doughty,D,LA,280.4,BCs ringers,Bruce,Bangers and Mash,conor,9,102,116.9,1.0,15.0,35.0,50.0,44.0,135.0,109.0,142.0,82.0,,,,,,90.0
Eeli Tolvanen,"LW,RW",SEA,279.2,DubJ,John,,,,,167.0,0.02,16.0,25.0,41.0,24.0,153.0,210.0,75.0,81.0,,,,,,24.0
Fabian Zetterlund,LW,OTT,278.25,Bettman's Babes,Cooper,,,,,,,24.0,20.0,44.0,33.0,204.0,120.0,71.0,82.0,,,,,,8.0
Lawson Crouse,"LW,RW",UTA,277.2,Bettman's Babes,Cooper,Bettman's Babes,Cooper,13,149,173.2,0.19,23.0,19.0,42.0,36.0,171.0,175.0,57.0,81.0,,,,,,30.0
Anders Lee,LW,NYI,277.0,Bedard Me Home,cam,Bettman's Babes,Cooper,16,188,168.4,0.82,20.0,17.0,37.0,68.0,185.0,176.0,54.0,81.0,,,,,,27.0
Alexis Lafreniere,"LW,RW",NYR,276.4,Ryan is Aho,Mitchell,Ryan is Aho,Mitchell,20,232,162.7,0.07,28.0,29.0,57.0,40.0,217.0,73.0,21.0,82.0,,,,,,53.0
Pavel Buchnevich,"C,LW",STL,276.2,McAvoy AntiVirus,Ryan,McAvoy AntiVirus,Ryan,8,96,144.9,0.99,27.0,36.0,63.0,48.0,207.0,43.0,28.0,80.0,,,,,,70.0
Martin Necas,"C,RW",COL,276.1,The Eye Test,Eric,The Eye Test,Eric,10,119,93.2,1.0,24.0,29.0,53.0,42.0,231.0,77.0,31.0,77.0,,,,,,73.0
Jared McCann,"C,LW",SEA,275.95,The Eye Test,Eric,The Eye Test,Eric,12,143,89.5,1.0,29.0,33.0,62.0,31.0,216.0,45.0,27.0,80.0,,,,,,75.0
Juuse Saros,G,NSH,275.4,The Eye Test,Eric,The Eye Test,Eric,5,50,47.5,1.0,,,,,,,,,35.0,1672.0,0.9062330623306233,173.0,3.0,92.0
Mattias Ekholm,D,EDM,275.15,Bangers and Mash,conor,Bangers and Mash,conor,16,187,159.7,0.2,11.0,34.0,45.0,47.0,177.0,136.0,93.0,79.0,,,,,,79.0
Nikolaj Ehlers,LW,CAR,275.05,McAvoy AntiVirus,Ryan,McAvoy AntiVirus,Ryan,13,145,164.7,0.38,25.0,36.0,61.0,29.0,233.0,30.0,39.0,82.0,,,,,,60.0
Garnet Hathaway,RW,PHI,274.8,Bettman's Babes,Cooper,,,,,,,7.0,10.0,17.0,132.0,103.0,326.0,73.0,82.0,,,,,,16.0
Erik Karlsson,D,PIT,274.8,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,3,35,38.6,1.0,11.0,45.0,56.0,44.0,213.0,40.0,99.0,82.0,,,,,,95.0
Ryan O'Reilly,C,NSH,272.9,Ryan is Aho,Mitchell,Ryan is Aho,Mitchell,23,273,157.3,0.03,26.0,43.0,69.0,18.0,180.0,25.0,56.0,82.0,,,,,,58.0
Tyler Toffoli,"LW,RW",SJ,272.5,Bettman's Babes,Cooper,Bettman's Babes,Cooper,8,92,84.9,1.0,33.0,22.0,55.0,14.0,229.0,75.0,11.0,79.0,,,,,,77.0
Zach Werenski,D,CBJ,272.5,The Eye Test,Eric,The Eye Test,Eric,9,98,155.1,0.47,11.0,46.0,57.0,22.0,202.0,23.0,130.0,70.0,,,,,,69.0
Ryan Nugent-Hopkins,"C,LW",EDM,272.2,Miller Time,Ross,Miller Time,Ross,5,51,33.6,1.0,18.0,49.0,67.0,36.0,183.0,62.0,33.0,80.0,,,,,,96.0
Igor Shesterkin,G,NYR,272.0,BCs ringers,Bruce,BCs ringers,Bruce,4,37,15.8,1.0,,,,,,,,,36.0,1465.0,0.9122042341220423,141.0,4.0,97.0
Nico Hischier,C,NJ,271.2,Bedard Me Home,cam,Bedard Me Home,cam,6,66,60.0,1.0,27.0,40.0,67.0,12.0,182.0,44.0,42.0,71.0,,,,,,83.0
Thatcher Demko,G,VAN,270.8,Coke Harbour Kingpins,Connor,Coke Harbour Kingpins,Connor,10,117,96.0,1.0,,,,,,,,,35.0,1369.0,0.9175603217158177,123.0,5.0,90.0
Roope Hintz,C,DAL,267.9,BCs ringers,Bruce,BCs ringers,Bruce,5,60,26.1,1.0,30.0,35.0,65.0,22.0,182.0,36.0,38.0,80.0,,,,,,92.0
Trent Frederic,"C,RW",EDM,266.85,The Eye Test,Eric,,,,,,,18.0,22.0,40.0,69.0,123.0,204.0,52.0,82.0,,,,,,12.0
Jacob Trouba,D,ANA,266.45,Faulk Around & Find Out,Johnathan,Faulk Around & Find Out,Johnathan,5,56,132.3,0.98,3.0,19.0,22.0,73.0,129.0,191.0,183.0,69.0,,,,,,62.0
Gustav Nyquist,LW,WPG,265.8,Bettman's Babes,Cooper,,,,,,,23.0,52.0,75.0,8.0,153.0,36.0,38.0,81.0,,,,,,46.0
Connor Bedard,C,CHI,265.8,Bedard Me Home,cam,Bedard Me Home,cam,5,55,33.5,1.0,22.0,39.0,61.0,28.0,206.0,54.0,27.0,68.0,,,,,,93.0
Travis Sanheim,D,PHI,265.6,BCs ringers,Bruce,,,,,146.6,0.06,10.0,34.0,44.0,48.0,146.0,94.0,149.0,81.0,,,,,,41.0
Anze Kopitar,C,LA,265.5,Bangers and Mash,conor,Bangers and Mash,conor,11,126,148.7,0.9,26.0,44.0,70.0,22.0,133.0,37.0,65.0,81.0,,,,,,79.0
Radko Gudas,D,ANA,263.6,McAvoy AntiVirus,Ryan,McAvoy AntiVirus,Ryan,9,97,162.4,0.51,6.0,12.0,18.0,128.0,88.0,232.0,154.0,66.0,,,,,,42.0
Dylan Strome,C,WSH,263.3,Faulk Around & Find Out,Johnathan,BCs ringers,Bruce,20,229,164.6,0.08,27.0,40.0,67.0,22.0,169.0,12.0,61.0,82.0,,,,,,41.0
Jordan Binnington,G,STL,263.0,McAvoy AntiVirus,Ryan,McAvoy AntiVirus,Ryan,14,168,170.6,0.87,,,,,,,,,28.0,1630.0,0.9126539753639418,156.0,3.0,82.0
Bryan Rust,RW,PIT,262.6,Coke Harbour Kingpins,Connor,Coke Harbour Kingpins,Connor,16,189,171.0,0.26,28.0,28.0,56.0,20.0,196.0,47.0,51.0,62.0,,,,,,54.0
Adam Henrique,"C,LW",EDM,262.05,Bangers and Mash,conor,,,,,,,24.0,27.0,51.0,37.0,140.0,99.0,78.0,82.0,,,,,,40.0
Colton Parayko,D,STL,261.75,Bettman's Babes,Cooper,Bettman's Babes,Cooper,19,221,,,10.0,16.0,26.0,23.0,154.0,113.0,218.0,82.0,,,,,,35.0
William Karlsson,C,VGK,261.1,Miller Time,Ross,,,,,157.8,0.04,30.0,30.0,60.0,22.0,175.0,43.0,46.0,70.0,,,,,,65.0
Andrei Svechnikov,"LW,RW",CAR,260.7,,,Ryan is Aho,Mitchell,3,33,87.1,1.0,19.0,33.0,52.0,58.0,144.0,142.0,22.0,59.0,,,,,,77.0
Matt Duchene,"C,RW",DAL,260.0,Bangers and Mash,conor,BCs ringers,Bruce,18,205,169.2,0.47,25.0,40.0,65.0,20.0,172.0,30.0,48.0,80.0,,,,,,63.0
