Player Name,Position,NHL Team,Fantasy Points,Current Team,Current Owner,Drafted Team,Drafted By,Draft Round,Draft Pick,ADP,Pct Drafted,Goals,Assists,Points,PIM,SOG,Hits,Blocks,Games Played,Wins,Saves,Save %,GA,Shutouts,Pct Owned
Scott Laughton,"C,LW",TOR,259.45,BCs ringers,Bruce,Dartmouth Mustard Tigers 🌭🐅,Cameron,22,254,,,13.0,26.0,39.0,69.0,167.0,155.0,56.0,82.0,,,,,,12.0
Nick Bjugstad,C,STL,259.15,The Eye Test,Eric,,,,,,,22.0,23.0,45.0,59.0,165.0,118.0,48.0,76.0,,,,,,17.0
Matt Roy,D,WSH,259.1,BCs ringers,Bruce,,,,,,,5.0,20.0,25.0,42.0,135.0,152.0,197.0,81.0,,,,,,32.0
Kyle Connor,LW,WPG,259.1,Faulk Around & Find Out,Johnathan,Faulk Around & Find Out,Johnathan,3,32,45.3,0.99,34.0,27.0,61.0,6.0,221.0,14.0,19.0,65.0,,,,,,93.0
Pavel Zacha,C,BOS,258.7,Faulk Around & Find Out,Johnathan,Faulk Around & Find Out,Johnathan,17,200,159.6,0.3,21.0,38.0,59.0,18.0,148.0,106.0,34.0,78.0,,,,,,40.0
Mason Marchment,LW,SEA,258.3,Miller Time,Ross,,,,,,,22.0,31.0,53.0,54.0,150.0,108.0,34.0,81.0,,,,,,30.0
Ivan Barbashev,"C,LW",VGK,257.9,The Eye Test,Eric,Coke Harbour Kingpins,Connor,15,172,161.8,0.39,19.0,26.0,45.0,42.0,122.0,180.0,44.0,82.0,,,,,,44.0
Josh Manson,D,COL,256.95,Bangers and Mash,conor,,,,,,,8.0,17.0,25.0,87.0,123.0,211.0,109.0,76.0,,,,,,27.0
Claude Giroux,"C,RW",OTT,256.7,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,7,83,78.6,1.0,21.0,43.0,64.0,26.0,183.0,40.0,30.0,82.0,,,,,,79.0
Dylan Cozens,"C,RW",OTT,256.5,Faulk Around & Find Out,Johnathan,Faulk Around & Find Out,Johnathan,7,80,125.9,1.0,18.0,29.0,47.0,42.0,200.0,108.0,27.0,79.0,,,,,,51.0
Nick Foligno,LW,CHI,256.05,Miller Time,Ross,,,,,,,17.0,20.0,37.0,57.0,146.0,192.0,39.0,74.0,,,,,,9.0
Brady Skjei,D,NSH,254.6,Bettman's Babes,Cooper,Bettman's Babes,Cooper,17,197,139.9,0.99,13.0,34.0,47.0,40.0,185.0,69.0,90.0,80.0,,,,,,73.0
Alexandar Georgiev,G,BUF,254.4,Bedard Me Home,cam,Bedard Me Home,cam,4,42,26.8,1.0,,,,,,,,,38.0,1587.0,0.8966101694915254,183.0,2.0,96.0
Ryan Hartman,"C,RW",MIN,254.2,Miller Time,Ross,Miller Time,Ross,15,171,173.2,0.12,21.0,24.0,45.0,72.0,173.0,75.0,65.0,74.0,,,,,,23.0
Oliver Bjorkstrand,RW,TB,253.8,BCs ringers,Bruce,Coke Harbour Kingpins,Connor,23,268,170.3,0.09,20.0,39.0,59.0,12.0,186.0,67.0,29.0,82.0,,,,,,30.0
Devon Toews,D,COL,253.7,BCs ringers,Bruce,BCs ringers,Bruce,10,109,105.4,1.0,12.0,38.0,50.0,18.0,159.0,74.0,110.0,82.0,,,,,,88.0
Rasmus Andersson,D,CGY,253.55,Bedard Me Home,cam,Bedard Me Home,cam,12,138,132.2,0.95,9.0,30.0,39.0,47.0,159.0,42.0,186.0,78.0,,,,,,66.0
Noah Hanifin,D,VGK,252.2,Ryan is Aho,Mitchell,Ryan is Aho,Mitchell,16,184,155.3,0.79,13.0,34.0,47.0,24.0,164.0,63.0,121.0,80.0,,,,,,74.0
Thomas Harley,D,DAL,251.9,Ryan is Aho,Mitchell,,,,,,,15.0,32.0,47.0,18.0,144.0,67.0,135.0,79.0,,,,,,59.0
Miro Heiskanen,D,DAL,251.6,Miller Time,Ross,Miller Time,Ross,4,46,65.3,1.0,9.0,45.0,54.0,36.0,162.0,55.0,97.0,71.0,,,,,,95.0
Joel Farabee,LW,CGY,250.85,,,,,,,,,22.0,28.0,50.0,37.0,182.0,67.0,50.0,82.0,,,,,,17.0
Brock Faber,D,MIN,248.9,Bettman's Babes,Cooper,,,,,150.7,0.02,8.0,39.0,47.0,26.0,136.0,65.0,150.0,82.0,,,,,,51.0
Stuart Skinner,G,EDM,248.2,BCs ringers,Bruce,BCs ringers,Bruce,14,157,100.9,1.0,,,,,,,,,36.0,1406.0,0.9053444945267225,147.0,2.0,90.0
Gustav Forsling,D,FLA,247.95,,,Bedard Me Home,cam,16,186,133.4,0.99,10.0,29.0,39.0,43.0,160.0,111.0,102.0,79.0,,,,,,71.0
Vladimir Tarasenko,"LW,RW",MIN,247.6,Ryan is Aho,Mitchell,Ryan is Aho,Mitchell,11,129,145.1,0.81,23.0,32.0,55.0,12.0,155.0,85.0,39.0,76.0,,,,,,50.0
Jake McCabe,D,TOR,246.4,Miller Time,Ross,Miller Time,Ross,18,214,165.6,0.02,8.0,20.0,28.0,56.0,73.0,219.0,129.0,73.0,,,,,,34.0
Filip Hronek,D,VAN,246.1,Coke Harbour Kingpins,Connor,Coke Harbour Kingpins,Connor,17,196,155.3,0.75,5.0,43.0,48.0,38.0,148.0,104.0,87.0,81.0,,,,,,77.0
Ross Colton,"C,LW",COL,245.45,Bettman's Babes,Cooper,Bettman's Babes,Cooper,23,269,162.6,0.02,17.0,23.0,40.0,61.0,146.0,141.0,46.0,80.0,,,,,,14.0
Yegor Sharangovich,"C,LW,RW",CGY,245.4,Coke Harbour Kingpins,Connor,,,,,,,31.0,28.0,59.0,8.0,179.0,13.0,44.0,82.0,,,,,,45.0
Sean Durzi,D,UTA,245.15,McAvoy AntiVirus,Ryan,Coke Harbour Kingpins,Connor,12,141,156.7,0.69,9.0,32.0,41.0,63.0,142.0,44.0,160.0,76.0,,,,,,58.0
Mats Zuccarello,RW,MIN,245.1,The Eye Test,Eric,The Eye Test,Eric,13,146,112.4,0.99,12.0,51.0,63.0,30.0,173.0,26.0,50.0,69.0,,,,,,67.0
Ilya Sorokin,G,NYI,245.0,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,4,38,18.0,1.0,,,,,,,,,25.0,1655.0,0.9083424807903403,167.0,2.0,97.0
Sean Monahan,C,CBJ,244.6,Bangers and Mash,conor,,,,,,,26.0,33.0,59.0,12.0,171.0,29.0,44.0,83.0,,,,,,32.0
Dakota Joshua,"C,LW",TOR,244.2,Coke Harbour Kingpins,Connor,,,,,,,18.0,14.0,32.0,60.0,84.0,244.0,40.0,63.0,,,,,,31.0
JJ Peterka,RW,UTA,243.4,Miller Time,Ross,,,,,,,28.0,22.0,50.0,28.0,226.0,27.0,18.0,82.0,,,,,,33.0
Brenden Dillon,D,NJ,243.4,Bedard Me Home,cam,,,,,,,8.0,12.0,20.0,92.0,79.0,241.0,111.0,77.0,,,,,,27.0
Warren Foegele,"LW,RW",LA,242.55,BCs ringers,Bruce,,,,,,,20.0,21.0,41.0,47.0,201.0,89.0,32.0,82.0,,,,,,21.0
Nick Paul,"C,LW",TB,242.35,BCs ringers,Bruce,,,,,,,24.0,22.0,46.0,27.0,153.0,104.0,42.0,82.0,,,,,,13.0
Adam Lowry,C,WPG,242.25,,,,,,,,,12.0,23.0,35.0,57.0,119.0,181.0,65.0,81.0,,,,,,13.0
Brayden McNabb,D,VGK,242.05,Miller Time,Ross,Miller Time,Ross,19,219,167.1,0.03,4.0,22.0,26.0,37.0,86.0,149.0,207.0,82.0,,,,,,36.0
Valeri Nichushkin,"LW,RW",COL,241.9,Bangers and Mash,conor,Bangers and Mash,conor,7,78,147.9,0.84,28.0,25.0,53.0,22.0,158.0,74.0,24.0,54.0,,,,,,74.0
Jake Oettinger,G,DAL,241.2,Bangers and Mash,conor,Bangers and Mash,conor,4,43,20.4,1.0,,,,,,,,,35.0,1336.0,0.9051490514905149,140.0,3.0,97.0
Tyler Bertuzzi,LW,CHI,241.05,Bangers and Mash,conor,BCs ringers,Bruce,13,156,151.8,0.45,21.0,22.0,43.0,53.0,160.0,98.0,44.0,80.0,,,,,,27.0
Mikael Granlund,"C,RW",ANA,240.4,McAvoy AntiVirus,Ryan,,,,,,,12.0,48.0,60.0,32.0,134.0,62.0,55.0,69.0,,,,,,26.0
David Perron,"LW,RW",OTT,240.35,Ryan is Aho,Mitchell,Faulk Around & Find Out,Johnathan,15,176,147.1,0.94,17.0,30.0,47.0,55.0,151.0,111.0,27.0,76.0,,,,,,35.0
Jason Dickinson,C,CHI,239.55,McAvoy AntiVirus,Ryan,,,,,,,22.0,13.0,35.0,43.0,126.0,143.0,73.0,82.0,,,,,,6.0
Jake Neighbours,"LW,RW",STL,239.45,DubJ,John,,,,,,,27.0,11.0,38.0,21.0,145.0,138.0,45.0,77.0,,,,,,22.0
Quinton Byfield,"C,LW,RW",LA,238.9,Faulk Around & Find Out,Johnathan,Faulk Around & Find Out,Johnathan,21,248,,,20.0,35.0,55.0,42.0,161.0,66.0,19.0,80.0,,,,,,39.0
Jake DeBrusk,"LW,RW",VAN,238.7,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,14,158,141.2,0.99,19.0,21.0,40.0,18.0,183.0,107.0,48.0,80.0,,,,,,38.0
Sean Walker,D,CAR,238.5,The Eye Test,Eric,,,,,,,10.0,19.0,29.0,50.0,150.0,118.0,127.0,81.0,,,,,,16.0
Elias Lindholm,C,BOS,238.45,Miller Time,Ross,Miller Time,Ross,8,94,138.5,0.88,15.0,29.0,44.0,25.0,173.0,89.0,61.0,75.0,,,,,,45.0
Michael Bunting,LW,NSH,238.45,Bedard Me Home,cam,Miller Time,Ross,17,195,167.7,0.75,19.0,36.0,55.0,57.0,168.0,49.0,21.0,81.0,,,,,,30.0
Boone Jenner,"C,LW",CBJ,238.2,,,Coke Harbour Kingpins,Connor,13,148,173.9,0.3,22.0,13.0,35.0,28.0,155.0,119.0,74.0,58.0,,,,,,35.0
Yanni Gourde,C,TB,238.1,,,,,,,,,11.0,22.0,33.0,62.0,156.0,156.0,52.0,80.0,,,,,,6.0
Conor Garland,RW,VAN,237.55,Coke Harbour Kingpins,Connor,,,,,175.7,0.06,20.0,27.0,47.0,35.0,200.0,53.0,34.0,82.0,,,,,,36.0
Phillip Danault,C,LA,235.1,Coke Harbour Kingpins,Connor,BCs ringers,Bruce,23,276,,,17.0,30.0,47.0,18.0,159.0,80.0,60.0,78.0,,,,,,20.0
Cam York,D,PHI,234.6,The Eye Test,Eric,Bedard Me Home,cam,23,271,,,10.0,20.0,30.0,44.0,134.0,76.0,174.0,82.0,,,,,,14.0
Martin Pospisil,"C,RW",CGY,234.05,Coke Harbour Kingpins,Connor,,,,,,,8.0,16.0,24.0,109.0,117.0,238.0,22.0,63.0,,,,,,13.0
Alexander Romanov,D,NYI,234.0,BCs ringers,Bruce,The Eye Test,Eric,23,266,167.2,0.03,7.0,15.0,22.0,20.0,117.0,157.0,171.0,81.0,,,,,,10.0
Jake Middleton,D,MIN,233.85,,,,,,,,,7.0,18.0,25.0,77.0,85.0,148.0,161.0,80.0,,,,,,6.0
Ben Chiarot,D,DET,233.8,McAvoy AntiVirus,Ryan,,,,,,,5.0,15.0,20.0,56.0,107.0,163.0,167.0,77.0,,,,,,5.0
Nick Schmaltz,"C,RW",UTA,232.5,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,15,179,167.6,0.14,22.0,39.0,61.0,10.0,158.0,16.0,41.0,79.0,,,,,,35.0
Cam Talbot,G,DET,232.0,Faulk Around & Find Out,Johnathan,Coke Harbour Kingpins,Connor,22,261,167.7,0.95,,,,,,,,,27.0,1360.0,0.912751677852349,130.0,3.0,79.0
Ukko-Pekka Luukkonen,G,BUF,231.6,Bedard Me Home,cam,,,,,166.0,0.04,,,,,,,,,27.0,1338.0,0.9102040816326531,132.0,5.0,63.0
Jean-Gabriel Pageau,C,NYI,231.45,,,,,,,,,11.0,22.0,33.0,13.0,101.0,196.0,81.0,82.0,,,,,,7.0
Mario Ferraro,D,SJ,231.2,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,23,275,,,3.0,18.0,21.0,36.0,124.0,124.0,195.0,78.0,,,,,,4.0
Adam Larsson,D,SEA,230.95,Miller Time,Ross,Miller Time,Ross,9,99,165.1,0.63,4.0,14.0,18.0,55.0,130.0,162.0,151.0,81.0,,,,,,36.0
Seth Jones,D,FLA,230.5,Ryan is Aho,Mitchell,Ryan is Aho,Mitchell,8,88,112.9,0.97,8.0,23.0,31.0,34.0,172.0,77.0,131.0,67.0,,,,,,67.0
Will Borgen,D,NYR,230.45,BCs ringers,Bruce,,,,,,,3.0,22.0,25.0,65.0,97.0,195.0,111.0,82.0,,,,,,5.0
Tyler Seguin,"C,RW",DAL,230.3,Miller Time,Ross,Miller Time,Ross,20,238,165.7,0.18,25.0,27.0,52.0,26.0,154.0,61.0,22.0,68.0,,,,,,38.0
Jake Sanderson,D,OTT,230.15,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,16,182,155.5,0.32,10.0,28.0,38.0,23.0,158.0,49.0,139.0,79.0,,,,,,52.0
Dylan DeMelo,D,WPG,229.6,Miller Time,Ross,,,,,,,3.0,28.0,31.0,36.0,83.0,167.0,139.0,82.0,,,,,,25.0
Marcus Pettersson,D,VAN,229.4,Bettman's Babes,Cooper,,,,,,,4.0,26.0,30.0,44.0,106.0,121.0,159.0,82.0,,,,,,10.0
Morgan Geekie,"C,RW",BOS,228.8,Bedard Me Home,cam,,,,,,,17.0,22.0,39.0,28.0,130.0,137.0,50.0,76.0,,,,,,6.0
Cole Sillinger,C,CBJ,228.5,,,,,,,,,13.0,19.0,32.0,46.0,157.0,119.0,74.0,77.0,,,,,,2.0
Beck Malenstyn,LW,BUF,227.05,The Eye Test,Eric,,,,,,,6.0,15.0,21.0,25.0,98.0,241.0,93.0,81.0,,,,,,2.0
Charlie Lindgren,G,WSH,226.8,DubJ,John,,,,,,,,,,,,,,,25.0,1304.0,0.9112508735150244,127.0,6.0,55.0
Anthony Cirelli,C,TB,226.7,DubJ,John,,,,,,,20.0,25.0,45.0,38.0,129.0,64.0,75.0,79.0,,,,,,9.0
Will Cuylle,LW,NYR,226.6,,,,,,,,,13.0,8.0,21.0,56.0,119.0,249.0,26.0,81.0,,,,,,2.0
Brent Burns,D,COL,226.2,BCs ringers,Bruce,BCs ringers,Bruce,6,61,84.2,1.0,10.0,33.0,43.0,20.0,185.0,41.0,87.0,82.0,,,,,,88.0
Evan Rodrigues,"C,LW,RW",FLA,225.7,,,The Eye Test,Eric,22,263,167.1,0.07,12.0,27.0,39.0,34.0,186.0,104.0,28.0,80.0,,,,,,21.0
Nino Niederreiter,RW,WPG,225.3,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,20,230,173.9,0.05,18.0,16.0,34.0,34.0,170.0,115.0,42.0,77.0,,,,,,14.0
Kirill Marchenko,RW,CBJ,225.3,,,,,,,,,23.0,19.0,42.0,14.0,193.0,55.0,39.0,78.0,,,,,,8.0
Pierre-Luc Dubois,"C,LW",WSH,225.1,DubJ,John,Coke Harbour Kingpins,Connor,8,93,89.5,0.99,16.0,24.0,40.0,70.0,146.0,96.0,37.0,82.0,,,,,,41.0
Torey Krug,D,STL,224.8,McAvoy AntiVirus,Ryan,The Eye Test,Eric,19,218,163.0,0.36,4.0,35.0,39.0,32.0,162.0,64.0,111.0,77.0,,,,,,25.0
K'Andre Miller,D,CAR,224.65,Faulk Around & Find Out,Johnathan,Faulk Around & Find Out,Johnathan,13,152,147.2,0.99,8.0,22.0,30.0,49.0,96.0,148.0,117.0,80.0,,,,,,39.0
Jeff Skinner,LW,SJ,224.5,Miller Time,Ross,Miller Time,Ross,7,75,59.8,1.0,24.0,22.0,46.0,34.0,211.0,26.0,13.0,74.0,,,,,,65.0
Colton Sissons,C,VGK,224.5,,,,,,,,,15.0,20.0,35.0,38.0,131.0,137.0,57.0,81.0,,,,,,7.0
Jonathan Huberdeau,"C,LW",CGY,224.25,McAvoy AntiVirus,Ryan,Bedard Me Home,cam,8,90,125.2,0.97,12.0,40.0,52.0,49.0,143.0,60.0,37.0,81.0,,,,,,47.0
Mikael Backlund,C,CGY,223.8,Ryan is Aho,Mitchell,Ryan is Aho,Mitchell,19,225,165.7,0.32,15.0,24.0,39.0,24.0,209.0,70.0,33.0,82.0,,,,,,27.0
Shayne Gostisbehere,D,CAR,223.2,Bangers and Mash,conor,Bangers and Mash,conor,18,211,144.7,0.97,10.0,46.0,56.0,16.0,139.0,29.0,75.0,81.0,,,,,,60.0
Cole Smith,LW,NSH,222.35,,,,,,,,,9.0,14.0,23.0,63.0,112.0,235.0,32.0,80.0,,,,,,3.0
Matthew Knies,LW,TOR,221.85,DubJ,John,Bettman's Babes,Cooper,18,212,161.5,0.08,15.0,20.0,35.0,45.0,115.0,169.0,30.0,80.0,,,,,,10.0
Troy Terry,RW,ANA,221.6,Miller Time,Ross,Miller Time,Ross,12,142,161.2,0.85,20.0,34.0,54.0,24.0,172.0,17.0,30.0,76.0,,,,,,37.0
Rickard Rakell,RW,PIT,221.3,Bangers and Mash,conor,Bettman's Babes,Cooper,11,125,137.4,0.97,15.0,22.0,37.0,22.0,165.0,112.0,40.0,70.0,,,,,,27.0
Nick Seeler,D,PHI,221.3,Bedard Me Home,cam,,,,,,,1.0,12.0,13.0,78.0,100.0,132.0,205.0,71.0,,,,,,10.0
Connor Clifton,D,PIT,221.2,,,Miller Time,Ross,16,190,167.6,0.02,4.0,14.0,18.0,88.0,77.0,204.0,117.0,79.0,,,,,,7.0
Tyson Foerster,"C,RW",PHI,221.2,,,,,,,,,20.0,13.0,33.0,32.0,167.0,102.0,49.0,77.0,,,,,,6.0
Brandon Montour,D,SEA,221.1,The Eye Test,Eric,The Eye Test,Eric,3,26,90.3,1.0,8.0,25.0,33.0,46.0,168.0,104.0,67.0,66.0,,,,,,82.0
Kiefer Sherwood,LW,VAN,220.65,McAvoy AntiVirus,Ryan,,,,,,,10.0,17.0,27.0,41.0,110.0,234.0,22.0,68.0,,,,,,1.0
Niko Mikkola,D,FLA,220.25,Ryan is Aho,Mitchell,,,,,,,3.0,14.0,17.0,69.0,93.0,198.0,124.0,82.0,,,,,,3.0
Kaiden Guhle,D,MTL,219.6,,,DubJ,John,21,250,,,6.0,16.0,22.0,56.0,95.0,116.0,178.0,70.0,,,,,,8.0
Erik Haula,LW,NSH,218.7,,,,,,,,,16.0,19.0,35.0,54.0,155.0,94.0,49.0,76.0,,,,,,9.0
Jonathan Drouin,LW,NYI,218.4,Bangers and Mash,conor,Bangers and Mash,conor,19,222,170.2,0.05,19.0,37.0,56.0,28.0,127.0,41.0,33.0,79.0,,,,,,47.0
Tyler Myers,D,VAN,217.85,,,,,,,,,5.0,24.0,29.0,77.0,93.0,110.0,136.0,77.0,,,,,,15.0
Erik Gudbranson,D,CBJ,217.7,,,,,,,,,6.0,20.0,26.0,74.0,91.0,92.0,170.0,78.0,,,,,,1.0
Max Domi,"C,LW",TOR,217.3,Ryan is Aho,Mitchell,Ryan is Aho,Mitchell,22,256,157.4,0.84,9.0,38.0,47.0,118.0,137.0,53.0,22.0,80.0,,,,,,26.0
Mason McTavish,"C,LW",ANA,216.5,,,DubJ,John,19,226,166.8,0.08,19.0,23.0,42.0,86.0,130.0,67.0,33.0,64.0,,,,,,29.0
Connor Ingram,G,EDM,216.0,BCs ringers,Bruce,,,,,117.6,0.03,,,,,,,,,23.0,1325.0,0.9069130732375086,136.0,6.0,49.0
Alex Pietrangelo,D,VGK,214.8,BCs ringers,Bruce,BCs ringers,Bruce,7,84,114.3,1.0,4.0,29.0,33.0,24.0,141.0,46.0,160.0,64.0,,,,,,68.0
Kyle Burroughs,D,LA,214.15,,,,,,,,,2.0,6.0,8.0,71.0,79.0,233.0,134.0,73.0,,,,,,3.0
Andrei Vasilevskiy,G,TB,213.8,McAvoy AntiVirus,Ryan,McAvoy AntiVirus,Ryan,7,73,29.2,1.0,,,,,,,,,30.0,1329.0,0.899796885578876,148.0,2.0,96.0
Casey Mittelstadt,C,BOS,213.2,,,McAvoy AntiVirus,Ryan,21,241,167.2,0.02,18.0,39.0,57.0,32.0,127.0,25.0,31.0,80.0,,,,,,27.0
Michael Eyssimont,C,BOS,213.0,,,,,,,,,11.0,14.0,25.0,104.0,149.0,135.0,31.0,81.0,,,,,,1.0
Philipp Kurashev,C,SJ,212.95,Coke Harbour Kingpins,Connor,,,,,,,18.0,36.0,54.0,23.0,128.0,27.0,48.0,75.0,,,,,,10.0
Keegan Kolesar,RW,VGK,212.65,DubJ,John,,,,,,,8.0,10.0,18.0,49.0,73.0,277.0,41.0,79.0,,,,,,5.0
Jaccob Slavin,D,CAR,212.4,Bangers and Mash,conor,,,,,144.2,0.13,6.0,31.0,37.0,8.0,151.0,55.0,120.0,81.0,,,,,,35.0
Paul Cotter,"C,LW",NJ,212.05,,,,,,,,,7.0,18.0,25.0,41.0,100.0,233.0,29.0,76.0,,,,,,3.0
Jeremy Swayman,G,BOS,211.8,Faulk Around & Find Out,Johnathan,Faulk Around & Find Out,Johnathan,19,224,58.8,1.0,,,,,,,,,25.0,1179.0,0.916083916083916,108.0,3.0,90.0
Vince Dunn,D,SEA,211.7,Ryan is Aho,Mitchell,Ryan is Aho,Mitchell,10,112,99.3,1.0,11.0,35.0,46.0,78.0,120.0,39.0,64.0,59.0,,,,,,73.0
Johnny Gaudreau,LW,CBJ,211.5,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,8,86,90.8,1.0,12.0,48.0,60.0,22.0,160.0,2.0,23.0,81.0,,,,,,45.0
Nikita Zadorov,D,BOS,211.25,DubJ,John,,,,,168.2,0.04,6.0,14.0,20.0,125.0,90.0,177.0,68.0,75.0,,,,,,13.0
Oliver Ekman-Larsson,D,TOR,211.2,,,McAvoy AntiVirus,Ryan,23,265,161.8,0.07,9.0,23.0,32.0,76.0,123.0,105.0,70.0,80.0,,,,,,23.0
Michael Rasmussen,"C,LW",DET,211.15,,,,,,,,,13.0,20.0,33.0,47.0,101.0,124.0,76.0,75.0,,,,,,3.0
Sean Couturier,C,PHI,211.05,Bangers and Mash,conor,Bangers and Mash,conor,14,163,,,11.0,27.0,38.0,29.0,192.0,59.0,41.0,74.0,,,,,,10.0
J.T. Compher,"LW,RW",DET,210.7,Bedard Me Home,cam,,,,,173.2,0.13,19.0,29.0,48.0,34.0,108.0,51.0,59.0,77.0,,,,,,15.0
Matias Maccelli,LW,TOR,210.6,,,,,,,,,17.0,40.0,57.0,8.0,149.0,25.0,20.0,82.0,,,,,,7.0
Alexander Kerfoot,"C,LW",UTA,210.3,,,,,,,,,13.0,32.0,45.0,26.0,103.0,73.0,76.0,82.0,,,,,,6.0
Petr Mrazek,G,ANA,209.8,DubJ,John,,,,,,,,,,,,,,,18.0,1564.0,0.9071925754060325,160.0,1.0,29.0
William Eklund,"C,LW",SJ,209.1,,,,,,,,,16.0,29.0,45.0,30.0,128.0,39.0,72.0,80.0,,,,,,11.0
Mathew Dumba,D,PIT,208.4,Miller Time,Ross,,,,,,,4.0,8.0,12.0,88.0,86.0,202.0,108.0,76.0,,,,,,4.0
Marco Rossi,C,MIN,208.35,,,,,,,,,21.0,19.0,40.0,47.0,167.0,35.0,37.0,82.0,,,,,,5.0
Dmitri Voronkov,LW,CBJ,208.2,,,,,,,,,18.0,16.0,34.0,52.0,142.0,83.0,48.0,75.0,,,,,,3.0
Jeff Petry,D,FLA,207.95,,,Ryan is Aho,Mitchell,15,177,172.7,0.11,3.0,21.0,24.0,39.0,84.0,150.0,134.0,73.0,,,,,,6.0
Cal Clutterbuck,RW,NYI,207.8,,,,,,,,,7.0,12.0,19.0,32.0,59.0,273.0,55.0,82.0,,,,,,2.0
Josh Anderson,RW,MTL,207.5,,,Bettman's Babes,Cooper,21,245,163.8,0.02,9.0,11.0,20.0,74.0,141.0,169.0,40.0,78.0,,,,,,3.0
Jordan Greenway,LW,BUF,207.2,,,,,,,,,10.0,18.0,28.0,64.0,107.0,141.0,65.0,67.0,,,,,,2.0
Teuvo Teravainen,"LW,RW",CHI,207.1,,,,,,,154.9,0.12,25.0,28.0,53.0,10.0,142.0,16.0,26.0,76.0,,,,,,34.0
Tye Kartye,LW,SEA,206.25,,,,,,,,,11.0,9.0,20.0,37.0,109.0,229.0,27.0,77.0,,,,,,2.0
Ivan Provorov,D,CBJ,205.2,,,Miller Time,Ross,23,267,,,5.0,27.0,32.0,20.0,107.0,66.0,155.0,82.0,,,,,,9.0
Braden Schneider,D,NYR,205.0,,,,,,,,,5.0,14.0,19.0,16.0,95.0,167.0,133.0,82.0,,,,,,2.0
Mathieu Joseph,RW,STL,204.95,,,,,,,,,11.0,24.0,35.0,51.0,124.0,105.0,49.0,72.0,,,,,,2.0
Liam O'Brien,C,UTA,204.85,,,,,,,,,5.0,9.0,14.0,153.0,72.0,229.0,33.0,75.0,,,,,,3.0
Jason Zucker,LW,BUF,204.65,,,The Eye Test,Eric,17,194,175.8,0.19,14.0,18.0,32.0,81.0,150.0,98.0,18.0,69.0,,,,,,7.0
Nils Hoglander,LW,VAN,204.35,Bettman's Babes,Cooper,,,,,,,24.0,12.0,36.0,51.0,120.0,100.0,19.0,80.0,,,,,,13.0
Mark Stone,RW,VGK,203.9,,,Bedard Me Home,cam,13,151,63.9,1.0,16.0,37.0,53.0,22.0,117.0,34.0,40.0,56.0,,,,,,72.0
Logan Cooley,C,UTA,203.7,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,19,227,153.0,0.14,20.0,24.0,44.0,18.0,151.0,50.0,27.0,82.0,,,,,,18.0
Jordan Staal,C,CAR,203.4,,,,,,,,,10.0,20.0,30.0,44.0,123.0,142.0,41.0,80.0,,,,,,6.0
Miles Wood,LW,CBJ,203.35,,,,,,,,,9.0,17.0,26.0,75.0,167.0,107.0,35.0,74.0,,,,,,1.0
Andrew Mangiapane,"LW,RW",EDM,203.35,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,18,206,170.8,0.11,14.0,26.0,40.0,47.0,122.0,89.0,33.0,75.0,,,,,,12.0
Anthony Duclair,LW,NYI,201.7,Coke Harbour Kingpins,Connor,Bedard Me Home,cam,24,282,,,24.0,18.0,42.0,34.0,129.0,49.0,35.0,73.0,,,,,,21.0
Joey Daccord,G,SEA,201.6,Coke Harbour Kingpins,Connor,,,,,125.9,0.02,,,,,,,,,19.0,1258.0,0.9155749636098981,116.0,3.0,45.0
Artem Zub,D,OTT,201.4,,,,,,,,,5.0,20.0,25.0,32.0,85.0,139.0,122.0,69.0,,,,,,3.0
Anton Lundell,C,FLA,201.3,,,,,,,,,13.0,22.0,35.0,46.0,166.0,61.0,40.0,78.0,,,,,,3.0
Mason Appleton,"C,RW",DET,201.3,,,,,,,,,14.0,22.0,36.0,26.0,122.0,106.0,44.0,82.0,,,,,,3.0
Ryan Strome,"LW,RW",ANA,200.9,Bedard Me Home,cam,,,,,,,11.0,30.0,41.0,86.0,131.0,64.0,21.0,79.0,,,,,,10.0
Alex Killorn,"LW,RW",ANA,200.3,,,The Eye Test,Eric,18,215,174.3,0.51,18.0,18.0,36.0,54.0,145.0,72.0,25.0,63.0,,,,,,24.0
