Player Name,Position,NHL Team,Fantasy Points,Current Team,Current Owner,Drafted Team,Drafted By,Draft Round,Draft Pick,ADP,Pct Drafted,Games Played,Goals,Assists,Points,PIM,SOG,Hits,Blocks,Wins,Saves,Save %,GA,Shutouts,Pct Owned
Dylan McIlrath,D,WSH,35.8,,,,,,,,,17.0,0.0,2.0,2.0,28.0,10.0,38.0,14.0,,,,,,
Andre Lee,LW,LA,35.35,,,,,,,,,19.0,1.0,2.0,3.0,11.0,18.0,36.0,10.0,,,,,,
Bokondji Imama,LW,PIT,35.3,,,,,,,,,16.0,1.0,0.0,1.0,30.0,10.0,45.0,7.0,,,,,,
Simon Nemec,D,NJ,35.1,,,,,,,,,27.0,2.0,2.0,4.0,14.0,26.0,2.0,26.0,,,,,,1.0
Hendrix Lapierre,C,WSH,34.6,,,,,,,,,27.0,0.0,8.0,8.0,4.0,18.0,12.0,14.0,,,,,,
Nicolas Aube-Kubel,RW,MIN,34.15,,,,,,,,,22.0,1.0,1.0,2.0,19.0,18.0,40.0,3.0,,,,,,
Nick DeSimone,D,UTA,33.8,,,,,,,,,20.0,1.0,5.0,6.0,0.0,24.0,14.0,14.0,,,,,,
Austin Watson,LW,DET,33.65,,,,,,,,,13.0,3.0,0.0,3.0,17.0,13.0,36.0,2.0,,,,,,
Matthew Kessel,D,STL,33.3,,,,,,,,,29.0,0.0,3.0,3.0,10.0,17.0,22.0,23.0,,,,,,
Nick Leddy,D,SJ,33.3,,,,,,,,,31.0,2.0,3.0,5.0,2.0,21.0,5.0,26.0,,,,,,
Marc-Edouard Vlasic,D,SJ,33.1,,,,,,,,,27.0,1.0,2.0,3.0,2.0,20.0,4.0,40.0,,,,,,
Jani Nyman,RW,SEA,32.8,,,,,,,,,12.0,3.0,3.0,6.0,4.0,22.0,13.0,7.0,,,,,,
Brennan Othmann,LW,NYR,32.5,,,,,,,,,22.0,0.0,2.0,2.0,2.0,20.0,43.0,7.0,,,,,,
Erik Gudbranson,D,CBJ,32.3,,,,,,,,,16.0,0.0,4.0,4.0,6.0,12.0,26.0,19.0,,,,,,
Luca Del Bel Belluz,C,CBJ,31.6,,,,,,,,,15.0,2.0,6.0,8.0,0.0,18.0,4.0,12.0,,,,,,
Patrick Brown,C,BOS,31.6,,,,,,,,,15.0,0.0,1.0,1.0,8.0,11.0,46.0,12.0,,,,,,
Cale Fleury,D,SEA,31.6,,,,,,,,,14.0,0.0,1.0,1.0,0.0,16.0,30.0,28.0,,,,,,
Seamus Casey,D,NJ,31.6,,,,,,,,,14.0,4.0,4.0,8.0,0.0,12.0,10.0,7.0,,,,,,1.0
Robert Bortuzzo,D,UTA,31.5,,,,,,,,,17.0,0.0,2.0,2.0,22.0,8.0,21.0,26.0,,,,,,
Aleksei Kolosov,G,PHI,31.4,,,,,,,,,,,,,,,,,5.0,352.0,0.8669950738916257,54.0,0.0,1.0
Scott Morrow,D,NYR,29.8,,,,,,,,,14.0,1.0,5.0,6.0,0.0,23.0,3.0,16.0,,,,,,
Cole Reinhardt,LW,VGK,29.55,,,,,,,,,17.0,1.0,1.0,2.0,15.0,13.0,37.0,2.0,,,,,,
Calle Jarnkrok,C,TOR,29.2,,,,,,,,,19.0,1.0,6.0,7.0,4.0,9.0,15.0,9.0,,,,,,
Ivan Miroshnichenko,LW,WSH,29.0,,,,,,,,,18.0,1.0,3.0,4.0,0.0,14.0,28.0,8.0,,,,,,
Ville Husso,G,ANA,28.8,,,,,,,164.2,0.02,,,,,,,,,2.0,299.0,0.8898809523809523,37.0,0.0,1.0
Anthony Richard,C,PHI,28.0,,,,,,,,,15.0,2.0,4.0,6.0,0.0,19.0,8.0,8.0,,,,,,
Kurtis MacDermid,D,OTT,27.75,,,,,,,,,23.0,0.0,0.0,0.0,23.0,7.0,40.0,8.0,,,,,,
Mitchell Stephens,C,SEA,27.7,,,,,,,,,28.0,1.0,2.0,3.0,6.0,19.0,25.0,4.0,,,,,,
Owen Pickering,D,PIT,27.3,,,,,,,,,25.0,1.0,2.0,3.0,6.0,15.0,13.0,19.0,,,,,,
Marc McLaughlin,C,NJ,26.8,,,,,,,,,14.0,2.0,1.0,3.0,0.0,13.0,28.0,6.0,,,,,,
Semyon Varlamov,G,NYI,26.6,,,,,,,162.0,0.83,,,,,,,,,3.0,233.0,0.8893129770992366,29.0,0.0,22.0
Nico Daws,G,NJ,26.4,,,,,,,,,,,,,,,,,3.0,107.0,0.9385964912280702,7.0,1.0,2.0
Nils Aman,C,VAN,26.3,,,,,,,,,19.0,1.0,5.0,6.0,2.0,8.0,22.0,2.0,,,,,,
John Klingberg,D,SJ,25.8,,,,,,,,,11.0,1.0,3.0,4.0,8.0,19.0,5.0,13.0,,,,,,1.0
Spencer Stastney,D,NSH,25.8,,,,,,,,,23.0,0.0,3.0,3.0,4.0,15.0,8.0,24.0,,,,,,
Dustin Tokarski,G,CAR,25.8,,,,,,,,,,,,,,,,,4.0,119.0,0.9015151515151515,13.0,1.0,1.0
Lucas Carlsson,D,SJ,25.7,,,,,,,,,13.0,1.0,3.0,4.0,14.0,15.0,4.0,14.0,,,,,,
Sam Rinzel,D,CHI,25.2,,,,,,,,,9.0,0.0,5.0,5.0,0.0,22.0,12.0,4.0,,,,,,1.0
Ville Koivunen,RW,PIT,24.6,,,,,,,,,8.0,0.0,7.0,7.0,4.0,15.0,1.0,8.0,,,,,,
Tyson Barrie,D,CGY,24.4,,,,,,,,,13.0,1.0,2.0,3.0,4.0,19.0,10.0,12.0,,,,,,
Joona Koppanen,LW,PIT,24.2,,,,,,,,,11.0,1.0,0.0,1.0,0.0,10.0,40.0,3.0,,,,,,
Joshua Brown,D,EDM,23.95,,,,,,,,,10.0,0.0,1.0,1.0,11.0,9.0,21.0,18.0,,,,,,
Juha Jaaska,LW,CAR,23.85,,,,,,,,,18.0,0.0,4.0,4.0,9.0,11.0,20.0,3.0,,,,,,
Marcus Hogberg,G,NYI,23.8,,,,,,,,,,,,,,,,,2.0,294.0,0.8776119402985074,41.0,0.0,4.0
Oliver Kylington,D,CAR,23.8,,,,,,,,,19.0,1.0,4.0,5.0,8.0,6.0,3.0,18.0,,,,,,
Mike Reilly,D,CAR,23.7,,,,,,,,,18.0,0.0,2.0,2.0,2.0,31.0,3.0,14.0,,,,,,
Arthur Kaliyev,RW,OTT,23.5,,,,,,,,,14.0,3.0,1.0,4.0,2.0,21.0,7.0,2.0,,,,,,
Logan Mailloux,D,STL,22.3,,,,,,,,,7.0,2.0,2.0,4.0,6.0,10.0,9.0,8.0,,,,,,
Ryan Leonard,RW,WSH,21.35,Papi,Nick,,,,,,,9.0,1.0,0.0,1.0,11.0,17.0,18.0,4.0,,,,,,4.0
Jaxson Stauber,G,UTA,20.2,,,,,,,,,,,,,,,,,2.0,141.0,0.8924050632911392,17.0,1.0,1.0
Patrick Giles,C,SJ,20.2,,,,,,,,,17.0,1.0,0.0,1.0,0.0,15.0,21.0,7.0,,,,,,
Olle Lycksell,RW,OTT,20.1,,,,,,,,,19.0,0.0,5.0,5.0,2.0,10.0,9.0,5.0,,,,,,
Noah Philp,C,EDM,20.1,,,,,,,,,15.0,0.0,2.0,2.0,2.0,17.0,15.0,7.0,,,,,,
Ben Hutton,D,VGK,20.0,,,,,,,,,11.0,0.0,2.0,2.0,0.0,11.0,10.0,19.0,,,,,,
David Jiricek,D,MIN,19.7,,,,,,,,,12.0,1.0,2.0,3.0,6.0,9.0,12.0,7.0,,,,,,1.0
Fabian Lysell,RW,BOS,19.7,,,,,,,,,12.0,1.0,2.0,3.0,6.0,21.0,5.0,2.0,,,,,,
Jeff Malott,LW,LA,19.35,,,,,,,,,12.0,0.0,1.0,1.0,7.0,13.0,19.0,7.0,,,,,,
Kevin Korchinski,D,CHI,19.0,,,,,,,,,16.0,1.0,1.0,2.0,8.0,14.0,2.0,14.0,,,,,,
Grant Hutton,D,NYI,19.0,,,,,,,,,13.0,0.0,2.0,2.0,4.0,10.0,13.0,12.0,,,,,,
Ryan Winterton,C,SEA,18.9,,,,,,,,,12.0,0.0,1.0,1.0,2.0,15.0,20.0,6.0,,,,,,
Kailer Yamamoto,RW,UTA,18.9,,,,,,,,,12.0,2.0,1.0,3.0,2.0,13.0,9.0,4.0,,,,,,
Joey Anderson,RW,CHI,18.8,,,,,,,,,18.0,0.0,1.0,1.0,0.0,17.0,12.0,13.0,,,,,,
Owen Beck,C,MTL,18.4,,,,,,,,,12.0,0.0,1.0,1.0,0.0,10.0,23.0,8.0,,,,,,
Rutger McGroarty,RW,PIT,18.2,,,,,,,,,8.0,1.0,2.0,3.0,0.0,11.0,12.0,5.0,,,,,,2.0
Valtteri Puustinen,RW,PIT,18.2,,,,,,,,,13.0,2.0,1.0,3.0,4.0,8.0,10.0,5.0,,,,,,
Akira Schmid,G,VGK,18.0,,,,,,,,,,,,,,,,,2.0,85.0,0.9444444444444444,5.0,0.0,2.0
Devon Levi,G,BUF,18.0,,,,,,,174.8,0.04,,,,,,,,,2.0,225.0,0.872093023255814,33.0,0.0,3.0
John Ludvig,D,PIT,17.9,,,,,,,,,8.0,0.0,2.0,2.0,6.0,9.0,16.0,6.0,,,,,,
Jaret Anderson-Dolan,C,WPG,17.8,,,,,,,,,7.0,0.0,1.0,1.0,4.0,8.0,23.0,6.0,,,,,,
Joshua Roy,RW,MTL,17.7,,,,,,,,,12.0,2.0,0.0,2.0,2.0,14.0,6.0,8.0,,,,,,
Ian Mitchell,D,DET,17.7,,,,,,,,,15.0,0.0,1.0,1.0,2.0,10.0,5.0,23.0,,,,,,
Ville Heinola,D,WPG,17.4,,,,,,,,,18.0,0.0,1.0,1.0,4.0,12.0,8.0,16.0,,,,,,
Brendan Gaunce,C,CBJ,17.4,,,,,,,,,12.0,0.0,1.0,1.0,4.0,11.0,18.0,7.0,,,,,,
Cam Lund,C,SJ,17.4,,,,,,,,,11.0,2.0,1.0,3.0,4.0,12.0,7.0,2.0,,,,,,
Givani Smith,RW,CAR,16.5,,,,,,,,,13.0,0.0,0.0,0.0,18.0,5.0,20.0,5.0,,,,,,
Michael Callahan,D,BOS,16.35,,,,,,,,,17.0,1.0,0.0,1.0,7.0,9.0,8.0,12.0,,,,,,
Dennis Hildeby,G,TOR,16.2,,,,,,,,,,,,,,,,,3.0,136.0,0.8717948717948718,20.0,0.0,1.0
Oliver Moore,C,CHI,16.2,,,,,,,,,9.0,0.0,4.0,4.0,4.0,10.0,6.0,2.0,,,,,,
Jimmy Snuggerud,RW,STL,15.8,,,,,,,,,7.0,1.0,3.0,4.0,0.0,10.0,3.0,4.0,,,,,,1.0
Arshdeep Bains,LW,VAN,15.8,,,,,,,,,13.0,1.0,0.0,1.0,0.0,8.0,17.0,7.0,,,,,,
Alex Steeves,C,BOS,15.8,,,,,,,,,7.0,1.0,1.0,2.0,0.0,7.0,19.0,1.0,,,,,,
Joseph LaBate,C,VAN,15.7,,,,,,,,,6.0,0.0,1.0,1.0,10.0,3.0,14.0,11.0,,,,,,
Nikita Chibrikov,RW,WPG,15.6,,,,,,,,,4.0,2.0,1.0,3.0,0.0,6.0,9.0,4.0,,,,,,
Dominik Shine,RW,DET,15.35,,,,,,,,,9.0,0.0,1.0,1.0,15.0,5.0,16.0,3.0,,,,,,
Danil Gushchin,RW,COL,14.7,,,,,,,,,12.0,0.0,1.0,1.0,6.0,16.0,6.0,6.0,,,,,,
Spencer Martin,G,CAR,14.6,,,,,,,,,,,,,,,,,3.0,148.0,0.8457142857142858,27.0,1.0,
Oliver Kapanen,C,MTL,14.5,,,,,,,,,18.0,0.0,2.0,2.0,2.0,16.0,1.0,8.0,,,,,,
Ty Smith,D,CAR,14.4,,,,,,,,,8.0,1.0,1.0,2.0,4.0,14.0,2.0,5.0,,,,,,
Jere Innala,LW,COL,14.1,,,,,,,,,17.0,0.0,0.0,0.0,2.0,8.0,20.0,6.0,,,,,,
Arturs Silovs,G,PIT,14.0,,,,,,,165.3,0.32,,,,,,,,,2.0,205.0,0.8613445378151261,33.0,0.0,2.0
Matt Stienburg,C,COL,13.9,,,,,,,,,8.0,0.0,0.0,0.0,22.0,4.0,16.0,1.0,,,,,,
Tobias Bjornfot,D,FLA,13.7,,,,,,,,,14.0,0.0,0.0,0.0,2.0,10.0,13.0,10.0,,,,,,
Dryden Hunt,LW,CGY,13.2,,,,,,,,,5.0,0.0,3.0,3.0,0.0,5.0,10.0,3.0,,,,,,
Emil Bemstrom,RW,PIT,13.2,,,,,,,,,14.0,0.0,1.0,1.0,0.0,13.0,12.0,3.0,,,,,,
Ilya Solovyov,D,COL,12.9,,,,,,,,,5.0,0.0,1.0,1.0,2.0,6.0,12.0,8.0,,,,,,
Luca Cagnoni,D,SJ,12.8,,,,,,,,,6.0,0.0,2.0,2.0,8.0,7.0,1.0,9.0,,,,,,
Travis Dermott,D,EDM,12.5,,,,,,,,,19.0,0.0,0.0,0.0,2.0,8.0,6.0,16.0,,,,,,
Alexander Alexeyev,D,PIT,12.0,,,,,,,,,8.0,0.0,0.0,0.0,0.0,7.0,9.0,14.0,,,,,,
Tyler Johnson,C,BOS,11.7,,,,,,,,,9.0,0.0,2.0,2.0,10.0,6.0,5.0,2.0,,,,,,
Angus Crookshank,LW,NJ,11.6,,,,,,,,,8.0,0.0,1.0,1.0,0.0,9.0,11.0,4.0,,,,,,
Rory Kerins,C,CGY,11.6,,,,,,,,,5.0,0.0,4.0,4.0,0.0,3.0,4.0,2.0,,,,,,
Matthew Benning,D,TOR,11.4,,,,,,,,,7.0,0.0,0.0,0.0,4.0,7.0,9.0,10.0,,,,,,
Georgii Romanov,G,NJ,11.4,,,,,,,,,,,,,,,,,0.0,192.0,0.8767123287671232,27.0,0.0,1.0
Andreas Athanasiou,C,CHI,11.0,,,,,,,,,8.0,1.0,0.0,1.0,0.0,8.0,6.0,6.0,,,,,,
Raphael Lavoie,C,VGK,10.9,,,,,,,,,9.0,0.0,0.0,0.0,2.0,10.0,16.0,0.0,,,,,,
Calum Ritchie,"C,RW",NYI,10.6,,,,,,,,,7.0,1.0,0.0,1.0,0.0,11.0,6.0,2.0,,,,,,
Kevin Gravel,D,NSH,10.4,,,,,,,,,6.0,0.0,1.0,1.0,0.0,6.0,7.0,8.0,,,,,,
Jeffrey Viel,LW,BOS,10.3,,,,,,,,,5.0,0.0,0.0,0.0,14.0,3.0,12.0,2.0,,,,,,
Lucas Condotta,LW,MTL,10.2,,,,,,,,,7.0,1.0,0.0,1.0,0.0,5.0,10.0,3.0,,,,,,
William Lagesson,D,DET,10.2,,,,,,,,,7.0,0.0,1.0,1.0,4.0,5.0,6.0,7.0,,,,,,
Wyatt Aamodt,D,COL,10.2,,,,,,,,,2.0,1.0,0.0,1.0,0.0,3.0,6.0,9.0,,,,,,
Drake Caggiula,LW,EDM,10.05,,,,,,,,,7.0,0.0,1.0,1.0,5.0,6.0,8.0,3.0,,,,,,
Ozzy Wiesblatt,RW,NSH,10.0,,,,,,,,,5.0,0.0,1.0,1.0,0.0,4.0,13.0,3.0,,,,,,
Max Crozier,D,TB,10.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,8.0,11.0,6.0,,,,,,
Ethan Cardwell,RW,SJ,9.9,,,,,,,,,6.0,1.0,0.0,1.0,2.0,5.0,8.0,3.0,,,,,,
Matej Blumel,RW,BOS,9.8,,,,,,,,,7.0,1.0,0.0,1.0,0.0,10.0,6.0,1.0,,,,,,
Callahan Burke,C,PIT,9.5,,,,,,,,,7.0,1.0,0.0,1.0,2.0,12.0,0.0,3.0,,,,,,
Alexander Petrovic,D,DAL,9.4,,,,,,,,,5.0,0.0,0.0,0.0,4.0,5.0,10.0,6.0,,,,,,
Mark Friedman,D,VAN,8.9,,,,,,,,,5.0,0.0,0.0,0.0,10.0,4.0,6.0,6.0,,,,,,
Georgii Merkulov,C,BOS,8.9,,,,,,,,,6.0,0.0,1.0,1.0,2.0,7.0,2.0,7.0,,,,,,
Caleb Jones,D,PIT,8.9,,,,,,,,,6.0,0.0,0.0,0.0,2.0,6.0,10.0,5.0,,,,,,
Jimmy Schuldt,D,VAN,8.8,,,,,,,,,8.0,0.0,0.0,0.0,0.0,4.0,13.0,5.0,,,,,,
Nolan Foote,LW,FLA,8.8,,,,,,,,,7.0,0.0,1.0,1.0,0.0,5.0,11.0,1.0,,,,,,
T.J. Tynan,C,COL,8.6,,,,,,,,,9.0,0.0,1.0,1.0,4.0,5.0,5.0,4.0,,,,,,
Clark Bishop,C,CGY,8.6,,,,,,,,,6.0,1.0,0.0,1.0,0.0,4.0,8.0,2.0,,,,,,
Tristan Luneau,D,ANA,8.5,,,,,,,,,6.0,0.0,0.0,0.0,2.0,6.0,5.0,9.0,,,,,,
Dylan Coghlan,D,VGK,8.2,,,,,,,,,6.0,0.0,0.0,0.0,4.0,9.0,2.0,7.0,,,,,,
Helge Grans,D,PHI,8.1,,,,,,,,,6.0,0.0,1.0,1.0,2.0,5.0,4.0,5.0,,,,,,
Ivan Demidov,RW,MTL,7.8,,,,,,,,,2.0,1.0,1.0,2.0,0.0,5.0,2.0,0.0,,,,,,13.0
Sam Poulin,RW,PIT,7.7,,,,,,,,,7.0,0.0,1.0,1.0,2.0,3.0,10.0,0.0,,,,,,
Dakota Mermis,D,TOR,7.7,,,,,,,,,4.0,0.0,1.0,1.0,2.0,6.0,3.0,4.0,,,,,,
Tanner Laczynski,C,VGK,7.7,,,,,,,,,8.0,1.0,0.0,1.0,6.0,2.0,3.0,3.0,,,,,,
Erik Portillo,G,LA,7.6,,,,,,,,,,,,,,,,,1.0,28.0,0.9655172413793104,1.0,0.0,
Chad Ruhwedel,D,NYR,7.6,,,,,,,,,5.0,0.0,1.0,1.0,0.0,1.0,8.0,5.0,,,,,,
Jaycob Megna,D,VGK,7.3,,,,,,,,,8.0,0.0,0.0,0.0,2.0,5.0,3.0,9.0,,,,,,
Matthew Wood,RW,NSH,7.3,,,,,,,,,6.0,0.0,1.0,1.0,2.0,8.0,2.0,2.0,,,,,,
Jonas Rondbjerg,RW,VGK,7.2,,,,,,,,,13.0,0.0,0.0,0.0,0.0,11.0,3.0,4.0,,,,,,
Isak Rosen,RW,BUF,7.2,,,,,,,,,8.0,0.0,1.0,1.0,0.0,8.0,3.0,2.0,,,,,,
Justin Robidas,C,CAR,7.0,,,,,,,,,2.0,1.0,1.0,2.0,0.0,3.0,2.0,0.0,,,,,,
Isaak Phillips,D,WPG,7.0,,,,,,,,,3.0,1.0,0.0,1.0,0.0,3.0,3.0,4.0,,,,,,
Nikita Grebenkin,RW,PHI,6.9,,,,,,,,,7.0,0.0,0.0,0.0,2.0,2.0,13.0,1.0,,,,,,
Arttu Hyry,RW,DAL,6.8,,,,,,,,,5.0,0.0,1.0,1.0,0.0,5.0,4.0,3.0,,,,,,
Cayden Primeau,G,TOR,6.8,,,,,,,,,,,,,,,,,2.0,209.0,0.836,41.0,0.0,1.0
Parker Ford,C,WPG,6.7,,,,,,,,,3.0,1.0,0.0,1.0,2.0,2.0,5.0,1.0,,,,,,
Michael Sgarbossa,C,WSH,6.7,,,,,,,,,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,
Brad Lambert,C,WPG,6.5,,,,,,,,,5.0,0.0,1.0,1.0,2.0,1.0,5.0,4.0,,,,,,
Karsen Dorwart,LW,PHI,6.5,,,,,,,,,5.0,0.0,0.0,0.0,2.0,4.0,9.0,2.0,,,,,,
Vasily Ponomarev,C,PIT,6.5,,,,,,,,,7.0,0.0,0.0,0.0,2.0,8.0,5.0,2.0,,,,,,
Bradly Nadeau,LW,CAR,6.4,,,,,,,,,2.0,0.0,1.0,1.0,0.0,8.0,2.0,1.0,,,,,,
Brendan Brisson,C,NYR,6.4,,,,,,,,,9.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,,,,,,
Justin Hryckowian,C,DAL,6.4,,,,,,,,,5.0,0.0,1.0,1.0,0.0,3.0,8.0,0.0,,,,,,
Nathan Légaré,RW,NJ,6.4,,,,,,,,,3.0,0.0,0.0,0.0,0.0,3.0,12.0,1.0,,,,,,
Nikita Prishchepov,C,COL,6.4,,,,,,,,,10.0,0.0,0.0,0.0,0.0,4.0,10.0,2.0,,,,,,
Matt Murray,G,SEA,6.2,,,,,,,,,,,,,,,,,1.0,51.0,0.8793103448275862,7.0,0.0,
Ben Meyers,C,SEA,6.1,,,,,,,,,8.0,0.0,0.0,0.0,2.0,4.0,9.0,1.0,,,,,,
Samuel Honzek,LW,CGY,6.1,,,,,,,,,5.0,0.0,0.0,0.0,2.0,6.0,6.0,2.0,,,,,,
Andrew Poturalski,C,SJ,6.1,,,,,,,,,3.0,0.0,1.0,1.0,2.0,5.0,0.0,4.0,,,,,,
Louis Domingue,G,NYR,6.0,,,,,,,,,,,,,,,,,1.0,25.0,0.9259259259259259,2.0,0.0,
Matt Savoie,"C,RW",EDM,6.0,,,,,,,,,4.0,0.0,1.0,1.0,0.0,6.0,3.0,1.0,,,,,,1.0
Cam Dineen,D,EDM,6.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,8.0,1.0,6.0,,,,,,
Taylor Ward,RW,LA,5.8,,,,,,,,,1.0,1.0,0.0,1.0,0.0,4.0,3.0,0.0,,,,,,
Riley Stillman,D,EDM,5.75,,,,,,,,,5.0,0.0,0.0,0.0,7.0,1.0,8.0,1.0,,,,,,
Mike Hardman,RW,NJ,5.6,,,,,,,,,2.0,0.0,1.0,1.0,0.0,2.0,4.0,3.0,,,,,,
Matt Villalta,G,UTA,5.6,,,,,,,,,,,,,,,,,1.0,28.0,0.9032258064516129,3.0,0.0,
Declan Carlile,D,TB,5.4,,,,,,,,,3.0,1.0,0.0,1.0,0.0,3.0,1.0,2.0,,,,,,
Dylan Duke,LW,TB,5.4,,,,,,,,,2.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,,,,,,
Sam Morton,C,CGY,5.4,,,,,,,,,1.0,1.0,0.0,1.0,0.0,1.0,4.0,1.0,,,,,,
Hayden Hodgson,RW,OTT,5.25,,,,,,,,,2.0,0.0,0.0,0.0,5.0,2.0,7.0,1.0,,,,,,
Joakim Kemell,RW,NSH,5.2,,,,,,,,,2.0,0.0,0.0,0.0,0.0,8.0,4.0,1.0,,,,,,
Robert Hagg,D,VGK,5.2,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,,,,,,
Zayne Parekh,D,CGY,5.1,,,,,,,,,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,,,,,,2.0
Riley Tufte,LW,BOS,5.0,,,,,,,,,6.0,0.0,0.0,0.0,4.0,1.0,8.0,1.0,,,,,,
Domenick Fensore,D,CAR,4.9,,,,,,,,,2.0,0.0,0.0,0.0,2.0,5.0,3.0,3.0,,,,,,
Riley Duran,C,BOS,4.9,,,,,,,,,2.0,0.0,0.0,0.0,2.0,5.0,6.0,0.0,,,,,,
Shane Bowers,C,SJ,4.8,,,,,,,,,4.0,0.0,0.0,0.0,0.0,2.0,9.0,1.0,,,,,,
Dominic Toninato,C,CHI,4.8,,,,,,,,,5.0,0.0,0.0,0.0,0.0,2.0,7.0,3.0,,,,,,
Corey Schueneman,D,STL,4.8,,,,,,,,,4.0,0.0,0.0,0.0,0.0,4.0,1.0,7.0,,,,,,
Skyler Brind'Amour,C,CAR,4.7,,,,,,,,,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,,,,,,
Nikita Tolopilo,G,VAN,4.6,,,,,,,,,,,,,,,,,1.0,23.0,0.8846153846153846,3.0,0.0,1.0
John Farinacci,C,BOS,4.6,,,,,,,,,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,,,,,,
Josh Dunne,C,BUF,4.45,,,,,,,,,2.0,0.0,0.0,0.0,5.0,1.0,5.0,2.0,,,,,,
Ian Moore,D,ANA,4.4,,,,,,,,,3.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,,,,,,
Ryan Johnson,D,BUF,4.2,,,,,,,,,3.0,0.0,0.0,0.0,4.0,3.0,1.0,4.0,,,,,,
Jett Luchanko,C,PHI,4.1,,,,,,,,,4.0,0.0,0.0,0.0,2.0,3.0,6.0,0.0,,,,,,
Matt Kiersted,D,MIN,4.1,,,,,,,,,2.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,,,,,,
Ville Ottavainen,D,SEA,4.0,,,,,,,,,1.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,,,,,,
Reese Johnson,C,TOR,4.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,,,,,,
Justin Sourdif,RW,WSH,3.8,,,,,,,,,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,,,,,,
Noah Ostlund,C,BUF,3.7,,,,,,,,,8.0,0.0,0.0,0.0,2.0,4.0,1.0,3.0,,,,,,
Connor Mackey,D,NYR,3.65,,,,,,,,,2.0,0.0,0.0,0.0,5.0,1.0,4.0,1.0,,,,,,
Tye Felhaber,LW,COL,3.6,,,,,,,,,5.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,,,,,,
Jacob Gaucher,C,PHI,3.6,,,,,,,,,4.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,,,,,,
Sebastian Cossa,G,DET,3.4,,,,,,,,,,,,,,,,,1.0,12.0,0.8571428571428571,2.0,0.0,1.0
Conor Sheary,LW,NYR,3.4,,,,,,,,,5.0,0.0,0.0,0.0,4.0,3.0,2.0,1.0,,,,,,1.0
Rasmus Asplund,C,FLA,3.3,,,,,,,,,6.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,,,,,,
Frederic Brunet,D,BOS,3.2,,,,,,,,,1.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,,,,,,
Guillaume Brisebois,D,VAN,3.2,,,,,,,,,3.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,,,,,,
Ty Mueller,C,VAN,2.9,,,,,,,,,2.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,,,,,,
Kirill Kudryavtsev,D,VAN,2.8,,,,,,,,,2.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,,,,,,
James Malatesta,LW,CBJ,2.8,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,,,,,,
Gabe Perreault,RW,NYR,2.8,,,,,,,,,5.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,,,,,,1.0
Jani Hakanpaa,D,TOR,2.8,,,,,,,,,2.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,,,,,,
Alex Nylander,LW,TOR,2.6,,,,,,,,,5.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,,,,,,
Grigori Denisenko,LW,VGK,2.5,,,,,,,,,1.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,,,,,,
Jack Ahcan,D,COL,2.5,,,,,,,,,2.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,,,,,,
Nathan Clurman,D,MTL,2.5,,,,,,,,,1.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,,,,,,
Oskar Olausson,RW,SJ,2.4,,,,,,,,,2.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,,,,,,
Victor Ostman,G,SEA,2.4,,,,,,,,,,,,,,,,,0.0,12.0,1.0,0.0,0.0,
Tim Washe,C,ANA,2.4,,,,,,,,,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,,,,,,
Jacob Lucchini,C,NSH,2.1,,,,,,,,,3.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,,,,,,
Jason Polin,RW,COL,2.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,,,,,,
Matthew Robertson,D,NYR,2.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,,,,,,
