Player Name,Position,NHL Team,Fantasy Points,Current Team,Current Owner,Drafted Team,Drafted By,Draft Round,Draft Pick,ADP,Pct Drafted,Goals,Assists,Points,PIM,SOG,Hits,Blocks,Games Played,Wins,Saves,Save %,GA,Shutouts,Pct Owned
Arthur Kaliyev,RW,OTT,3.3,,,,,,,,,,,,,,,,,,,,,,1.0
Loui Eriksson,"LW,RW",ARI,3.3,,,,,,,,,,,,,,,,,,,,,,
Egor Zamula,D,PHI,3.3,,,,,,,,,,,,,,,,,,,,,,
Sheldon Dries,"C,LW",DET,3.3,,,,,,,,,,,,,,,,,,,,,,
Ivan Chekhovich,LW,SJ,3.3,,,,,,,,,,,,,,,,,,,,,,
Jackson Cates,C,CHI,3.3,,,,,,,,,,,,,,,,,,,,,,
Martin Kaut,RW,SJ,3.1,,,,,,,,,,,,,,,,,,,,,,
Alexei Melnichuk,G,SJ,3.0,,,,,,,,,,,,,,,,,,,,,,3.0
Joakim Nygard,LW,EDM,3.0,,,,,,,,,,,,,,,,,,,,,,
William Lockwood,RW,FLA,3.0,,,,,,,,,,,,,,,,,,,,,,
Timothy Liljegren,D,SJ,2.9,,,,,,,,,,,,,,,,,,,,,,
Calen Addison,D,NJ,2.8,,,,,,,,,,,,,,,,,,,,,,
Juuso Riikola,D,PIT,2.8,,,,,,,,,,,,,,,,,,,,,,
Brinson Pasichnuk,D,SJ,2.7,,,,,,,,,,,,,,,,,,,,,,
Brogan Rafferty,D,DET,2.7,,,,,,,,,,,,,,,,,,,,,,
Daniel Walcott,"LW,D",FLA,2.7,,,,,,,,,,,,,,,,,,,,,,
Brett Murray,LW,PIT,2.5,,,,,,,,,,,,,,,,,,,,,,
Ondrej Kase,RW,CAR,2.4,,,,,,,,,,,,,,,,,,,,,,1.0
Mark Alt,D,LA,2.4,,,,,,,,,,,,,,,,,,,,,,
Sheldon Rempal,"LW,RW",WSH,2.4,,,,,,,,,,,,,,,,,,,,,,
Alec Regula,D,EDM,2.3,,,,,,,,,,,,,,,,,,,,,,
Olle Alsing,D,OTT,2.3,,,,,,,,,,,,,,,,,,,,,,
Keaton Middleton,D,COL,2.3,,,,,,,,,,,,,,,,,,,,,,
Justin Bailey,"LW,RW",ANA,2.2,,,,,,,,,,,,,,,,,,,,,,
Tim Gettinger,LW,DET,2.2,,,,,,,,,,,,,,,,,,,,,,
Sami Niku,D,MTL,2.1,,,,,,,,,,,,,,,,,,,,,,
Luca Sbisa,D,NSH,2.0,,,,,,,,,,,,,,,,,,,,,,
Austin Czarnik,"LW,RW",DET,1.9,,,,,,,,,,,,,,,,,,,,,,
Louie Belpedio,D,WSH,1.9,,,,,,,,,,,,,,,,,,,,,,
Cameron Hughes,C,DAL,1.9,,,,,,,,,,,,,,,,,,,,,,
Sean Malone,C,NSH,1.9,,,,,,,,,,,,,,,,,,,,,,
Joey Anderson,RW,CHI,1.7,,,,,,,,,,,,,,,,,,,,,,
Drew Shore,C,CAR,1.5,,,,,,,,,,,,,,,,,,,,,,
Colton White,D,NJ,1.5,,,,,,,,,,,,,,,,,,,,,,
Lean Bergmann,LW,SJ,1.5,,,,,,,,,,,,,,,,,,,,,,
Kyle Capobianco,D,DAL,1.4,,,,,,,,,,,,,,,,,,,,,,
Filip Chlapik,"C,LW",OTT,1.3,,,,,,,,,,,,,,,,,,,,,,
Aaron Ness,D,WSH,1.2,,,,,,,,,,,,,,,,,,,,,,
Scott Sabourin,RW,TB,1.2,,,,,,,,,,,,,,,,,,,,,,
Frederik Gauthier,"C,RW",NJ,1.2,,,,,,,,,,,,,,,,,,,,,,
Guillaume Brisebois,D,VAN,1.2,,,,,,,,,,,,,,,,,,,,,,
Dennis Gilbert,D,PHI,1.2,,,,,,,,,,,,,,,,,,,,,,
C.J. Smith,LW,CAR,1.2,,,,,,,,,,,,,,,,,,,,,,
Cam York,D,PHI,1.1,,,,,,,,,,,,,,,,,,,,,,
Joakim Ryan,D,CAR,1.1,,,,,,,,,,,,,,,,,,,,,,
Matt Bartkowski,D,MIN,1.1,,,,,,,,,,,,,,,,,,,,,,
Brian Pinho,C,NYI,1.0,,,,,,,,,,,,,,,,,,,,,,
Louis Domingue,G,NYR,1.0,,,,,,,,,,,,,,,,,,,,,,2.0
Matthew Phillips,C,ANA,0.8,,,,,,,,,,,,,,,,,,,,,,
Joey Keane,D,SJ,0.7,,,,,,,,,,,,,,,,,,,,,,
Jake Middleton,D,MIN,0.6,,,,,,,,,,,,,,,,,,,,,,
Kasimir Kaskisuo,G,BOS,0.6,,,,,,,,,,,,,,,,,,,,,,
Yannick Weber,D,PIT,0.5,,,,,,,,,,,,,,,,,,,,,,
Kevin Czuczman,D,MIN,0.5,,,,,,,,,,,,,,,,,,,,,,
Drake Rymsha,C,LA,0.5,,,,,,,,,,,,,,,,,,,,,,
David Kase,LW,PHI,0.4,,,,,,,,,,,,,,,,,,,,,,
Logan Thompson,G,WSH,0.4,,,,,,,,,,,,,,,,,,,,,,
Cole Smith,LW,NSH,0.4,,,,,,,,,,,,,,,,,,,,,,
Connor McMichael,C,WSH,0.4,,,,,,,,,,,,,,,,,,,,,,1.0
Otto Leskinen,D,MTL,0.4,,,,,,,,,,,,,,,,,,,,,,
Jesse Ylonen,RW,TB,0.4,,,,,,,,,,,,,,,,,,,,,,
Brady Keeper,D,MTL,0.4,,,,,,,,,,,,,,,,,,,,,,
Maxim Sushko,RW,PHI,0.3,,,,,,,,,,,,,,,,,,,,,,
Jean-Sebastien Dea,"C,RW",ARI,0.3,,,,,,,,,,,,,,,,,,,,,,
Philippe Maillet,C,MTL,0.3,,,,,,,,,,,,,,,,,,,,,,
Dmytro Timashov,"LW,RW",NYI,0.2,,,,,,,,,,,,,,,,,,,,,,
Joona Luoto,LW,CBJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Fedor Gordeev,D,MIN,0.0,,,,,,,,,,,,,,,,,,,,,,
Aliaksei Protas,C,WSH,0.0,,,,,,,,,,,,,,,,,,,,,,
Nathan Légaré,RW,NJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Jack Dugan,LW,VGK,0.0,,,,,,,,,,,,,,,,,,,,,,
Moritz Seider,D,DET,0.0,,,,,,,,,,,,,,,,,,,,,,1.0
Skyler McKenzie,LW,WPG,0.0,,,,,,,,,,,,,,,,,,,,,,
Alexander Yelesin,D,CGY,0.0,,,,,,,,,,,,,,,,,,,,,,
Ben Jones,C,MIN,0.0,,,,,,,,,,,,,,,,,,,,,,
Cole Schwindt,RW,FLA,0.0,,,,,,,,,,,,,,,,,,,,,,
Petrus Palmu,"LW,RW",VAN,0.0,,,,,,,,,,,,,,,,,,,,,,
Pavel Koltygin,C,NSH,0.0,,,,,,,,,,,,,,,,,,,,,,
Max Gildon,D,FLA,0.0,,,,,,,,,,,,,,,,,,,,,,
Alex Turcotte,C,LA,0.0,,,,,,,,,,,,,,,,,,,,,,2.0
Adam Beckman,LW,NYI,0.0,,,,,,,,,,,,,,,,,,,,,,
Trenton Bourque,D,OTT,0.0,,,,,,,,,,,,,,,,,,,,,,
Jacob Golden,D,MIN,0.0,,,,,,,,,,,,,,,,,,,,,,
Cedric Pare,C,TOR,0.0,,,,,,,,,,,,,,,,,,,,,,
Samuel Asselin,C,NYI,0.0,,,,,,,,,,,,,,,,,,,,,,
Ryan McGregor,C,UTA,0.0,,,,,,,,,,,,,,,,,,,,,,
Jonas Rondbjerg,RW,VGK,0.0,,,,,,,,,,,,,,,,,,,,,,
Jonathan Davidsson,RW,OTT,0.0,,,,,,,,,,,,,,,,,,,,,,
Arnaud Durandeau,LW,NYI,0.0,,,,,,,,,,,,,,,,,,,,,,
Emil Larmi,G,PIT,0.0,,,,,,,,,,,,,,,,,,,,,,
Michael DiPietro,G,BOS,0.0,,,,,,,,,,,,,,,,,,,,,,1.0
Jiri Patera,G,VAN,0.0,,,,,,,,,,,,,,,,,,,,,,
Jacob McGrew,RW,SJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Kirill Maksimov,RW,EDM,0.0,,,,,,,,,,,,,,,,,,,,,,
Olle Eriksson Ek,G,ANA,0.0,,,,,,,,,,,,,,,,,,,,,,
Jan Drozg,RW,PIT,0.0,,,,,,,,,,,,,,,,,,,,,,
Jordan Spence,D,OTT,0.0,,,,,,,,,,,,,,,,,,,,,,
Dylan McLaughlin,C,DET,0.0,,,,,,,,,,,,,,,,,,,,,,
William Reilly,D,PIT,0.0,,,,,,,,,,,,,,,,,,,,,,
Alex D'Orio,G,PIT,0.0,,,,,,,,,,,,,,,,,,,,,,
Dmitry Osipov,D,NJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Robert Lantosi,RW,BOS,0.0,,,,,,,,,,,,,,,,,,,,,,
Jake Neighbours,LW,STL,0.0,,,,,,,,,,,,,,,,,,,,,,
Cooper Zech,D,CHI,0.0,,,,,,,,,,,,,,,,,,,,,,
Corey Schueneman,D,STL,0.0,,,,,,,,,,,,,,,,,,,,,,
Evan Weinger,RW,SJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Arturs Silovs,G,PIT,0.0,,,,,,,,,,,,,,,,,,,,,,
Jimmy Schuldt,D,VAN,0.0,,,,,,,,,,,,,,,,,,,,,,
Nick Schilkey,RW,NYI,0.0,,,,,,,,,,,,,,,,,,,,,,
Dominik Shine,RW,DET,0.0,,,,,,,,,,,,,,,,,,,,,,
Rob Hamilton,D,COL,0.0,,,,,,,,,,,,,,,,,,,,,,
Greg Meireles,C,FLA,0.0,,,,,,,,,,,,,,,,,,,,,,
Luke Esposito,"C,LW",EDM,0.0,,,,,,,,,,,,,,,,,,,,,,
Antoine Morand,C,SJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Isaac Johnson,LW,LA,0.0,,,,,,,,,,,,,,,,,,,,,,
Jayden Halbgewachs,LW,SJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Bobby Nardella,D,WSH,0.0,,,,,,,,,,,,,,,,,,,,,,
Adam Johnson,C,PIT,0.0,,,,,,,,,,,,,,,,,,,,,,
Josh Wilkins,C,NSH,0.0,,,,,,,,,,,,,,,,,,,,,,
Tyler Angle,C,CBJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Clint Windsor,G,TB,0.0,,,,,,,,,,,,,,,,,,,,,,
Carl-Johan Lerby,D,CGY,0.0,,,,,,,,,,,,,,,,,,,,,,
Reilly Walsh,D,LA,0.0,,,,,,,,,,,,,,,,,,,,,,
Michael Krutil,D,CHI,0.0,,,,,,,,,,,,,,,,,,,,,,
Evan Barratt,C,CHI,0.0,,,,,,,,,,,,,,,,,,,,,,
Jarid Lukosevicius,RW,VAN,0.0,,,,,,,,,,,,,,,,,,,,,,
Matt Abt,D,PIT,0.0,,,,,,,,,,,,,,,,,,,,,,
Nick Henry,RW,COL,0.0,,,,,,,,,,,,,,,,,,,,,,
Tristan Scherwey,LW,OTT,0.0,,,,,,,,,,,,,,,,,,,,,,
Kaden Fulcher,G,DET,0.0,,,,,,,,,,,,,,,,,,,,,,
Brayden Tracey,LW,ANA,0.0,,,,,,,,,,,,,,,,,,,,,,
Kirill Ustimenko,G,PHI,0.0,,,,,,,,,,,,,,,,,,,,,,
Maxim Zhukov,G,VGK,0.0,,,,,,,,,,,,,,,,,,,,,,
Nate Schnarr,C,ARI,0.0,,,,,,,,,,,,,,,,,,,,,,
Gage Goncalves,C,TB,0.0,,,,,,,,,,,,,,,,,,,,,,
Andrei Altybarmakian,RW,CHI,0.0,,,,,,,,,,,,,,,,,,,,,,
Matt Villalta,G,UTA,0.0,,,,,,,,,,,,,,,,,,,,,,
Stelio Mattheos,RW,CAR,0.0,,,,,,,,,,,,,,,,,,,,,,
Tyler Sheehy,C,MIN,0.0,,,,,,,,,,,,,,,,,,,,,,
Brad McClure,RW,DAL,0.0,,,,,,,,,,,,,,,,,,,,,,
Johnathan Kovacevic,D,NJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Jakob Pelletier,LW,TB,0.0,,,,,,,,,,,,,,,,,,,,,,
Lane Zablocki,RW,DET,0.0,,,,,,,,,,,,,,,,,,,,,,
Alexei Lipanov,C,DAL,0.0,,,,,,,,,,,,,,,,,,,,,,
Benjamin Mirageas,D,NYI,0.0,,,,,,,,,,,,,,,,,,,,,,
Scott Walford,D,TB,0.0,,,,,,,,,,,,,,,,,,,,,,
Ryan Suzuki,C,CAR,0.0,,,,,,,,,,,,,,,,,,,,,,
Josh Atkinson,D,MIN,0.0,,,,,,,,,,,,,,,,,,,,,,
Ozzy Wiesblatt,RW,NSH,0.0,,,,,,,,,,,,,,,,,,,,,,
Philip Tomasino,C,PIT,0.0,,,,,,,,,,,,,,,,,,,,,,1.0
Raphael Lavoie,C,VGK,0.0,,,,,,,,,,,,,,,,,,,,,,
Kaedan Korczak,D,VGK,0.0,,,,,,,,,,,,,,,,,,,,,,
Leon Gawanke,D,SJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Tobias Geisser,D,WSH,0.0,,,,,,,,,,,,,,,,,,,,,,
Hunter Jones,G,MTL,0.0,,,,,,,,,,,,,,,,,,,,,,
Tim Soderlund,"C,LW",EDM,0.0,,,,,,,,,,,,,,,,,,,,,,
Nikita Okhotiuk,D,SJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Alexey Toropchenko,RW,STL,0.0,,,,,,,,,,,,,,,,,,,,,,
Ostap Safin,RW,EDM,0.0,,,,,,,,,,,,,,,,,,,,,,
Beck Warm,G,SJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Markus Phillips,D,LA,0.0,,,,,,,,,,,,,,,,,,,,,,
Philip Broberg,D,STL,0.0,,,,,,,,,,,,,,,,,,,,,,1.0
Samuel Bolduc,D,LA,0.0,,,,,,,,,,,,,,,,,,,,,,
Jacob Perreault,RW,MTL,0.0,,,,,,,,,,,,,,,,,,,,,,
Dylan Ferguson,G,VAN,0.0,,,,,,,,,,,,,,,,,,,,,,
Lucas Elvenes,C,ANA,0.0,,,,,,,,,,,,,,,,,,,,,,
Tyler Steenbergen,LW,ARI,0.0,,,,,,,,,,,,,,,,,,,,,,
Jack Finley,C,TB,0.0,,,,,,,,,,,,,,,,,,,,,,
Cole Fraser,D,DET,0.0,,,,,,,,,,,,,,,,,,,,,,
Nikita Alexandrov,C,STL,0.0,,,,,,,,,,,,,,,,,,,,,,
Ian Scott,G,TOR,0.0,,,,,,,,,,,,,,,,,,,,,,
Brett Leason,RW,MIN,0.0,,,,,,,,,,,,,,,,,,,,,,
Sam Poulin,LW,PIT,0.0,,,,,,,,,,,,,,,,,,,,,,
Egor Afanasyev,LW,SJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Lassi Thomson,D,OTT,0.0,,,,,,,,,,,,,,,,,,,,,,
Mason Shaw,C,WPG,0.0,,,,,,,,,,,,,,,,,,,,,,
Thomas Harley,D,DAL,0.0,,,,,,,,,,,,,,,,,,,,,,
Liam Hawel,C,CBJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Jamieson Rees,C,OTT,0.0,,,,,,,,,,,,,,,,,,,,,,
Matthew Strome,LW,WSH,0.0,,,,,,,,,,,,,,,,,,,,,,
Tyler Spezia,LW,DET,0.0,,,,,,,,,,,,,,,,,,,,,,
Artemi Kniazev,D,SJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Cale Morris,G,CHI,0.0,,,,,,,,,,,,,,,,,,,,,,
Matthew Robertson,D,NYR,0.0,,,,,,,,,,,,,,,,,,,,,,
Matt Boldy,LW,MIN,0.0,,,,,,,,,,,,,,,,,,,,,,
Noel Hoefenmayer,D,EDM,0.0,,,,,,,,,,,,,,,,,,,,,,
Samuel Fagemo,LW,WPG,0.0,,,,,,,,,,,,,,,,,,,,,,
Vladislav Kolyachonok,D,DAL,0.0,,,,,,,,,,,,,,,,,,,,,,
Dustin Wolf,G,CGY,0.0,,,,,,,,,,,,,,,,,,,,,,
Dillon Hamaliuk,LW,SJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Tyler Madden,C,LA,0.0,,,,,,,,,,,,,,,,,,,,,,
Ty Lewis,LW,COL,0.0,,,,,,,,,,,,,,,,,,,,,,
Kevin Lynch,C,MTL,0.0,,,,,,,,,,,,,,,,,,,,,,
Jared McIsaac,D,DET,0.0,,,,,,,,,,,,,,,,,,,,,,
Alex Kannok-Leipert,D,DET,0.0,,,,,,,,,,,,,,,,,,,,,,
David Tendeck,G,STL,0.0,,,,,,,,,,,,,,,,,,,,,,
Kevin Mandolese,G,MTL,0.0,,,,,,,,,,,,,,,,,,,,,,
Damien Giroux,C,MIN,0.0,,,,,,,,,,,,,,,,,,,,,,
Brandon Biro,LW,SEA,0.0,,,,,,,,,,,,,,,,,,,,,,
Alexander Alexeyev,D,PIT,0.0,,,,,,,,,,,,,,,,,,,,,,
Connor Corcoran,D,EDM,0.0,,,,,,,,,,,,,,,,,,,,,,
Serron Noel,RW,FLA,0.0,,,,,,,,,,,,,,,,,,,,,,
Giovanni Vallati,D,CBJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Jett Woo,D,VAN,0.0,,,,,,,,,,,,,,,,,,,,,,
Alexis Gravel,G,MTL,0.0,,,,,,,,,,,,,,,,,,,,,,
Nate Sucese,LW,ARI,0.0,,,,,,,,,,,,,,,,,,,,,,
Declan Chisholm,D,WSH,0.0,,,,,,,,,,,,,,,,,,,,,,
Bode Wilde,D,NYI,0.0,,,,,,,,,,,,,,,,,,,,,,
Filip Kral,D,PIT,0.0,,,,,,,,,,,,,,,,,,,,,,
Colton Poolman,D,BUF,0.0,,,,,,,,,,,,,,,,,,,,,,
Roman Durny,G,ANA,0.0,,,,,,,,,,,,,,,,,,,,,,
Dennis Busby,D,ARI,0.0,,,,,,,,,,,,,,,,,,,,,,
Brandon Saigeon,C,COL,0.0,,,,,,,,,,,,,,,,,,,,,,
Mikael Hakkarainen,C,CHI,0.0,,,,,,,,,,,,,,,,,,,,,,
Josh Maniscalco,D,CHI,0.0,,,,,,,,,,,,,,,,,,,,,,
Johan Sodergran,RW,LA,0.0,,,,,,,,,,,,,,,,,,,,,,
Henry Bowlby,C,COL,0.0,,,,,,,,,,,,,,,,,,,,,,
Zachary Emond,G,SJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Jerad Rosburg,D,DAL,0.0,,,,,,,,,,,,,,,,,,,,,,
Eetu Pakkila,LW,NJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Tyler Tucker,D,STL,0.0,,,,,,,,,,,,,,,,,,,,,,
Dmitry Zavgorodniy,LW,CGY,0.0,,,,,,,,,,,,,,,,,,,,,,
Christian Krygier,D,NYI,0.0,,,,,,,,,,,,,,,,,,,,,,
Liam Kirk,C,ARI,0.0,,,,,,,,,,,,,,,,,,,,,,
Xavier Bouchard,D,NSH,0.0,,,,,,,,,,,,,,,,,,,,,,
Shawn Boudrias,RW,MIN,0.0,,,,,,,,,,,,,,,,,,,,,,
Hunter Drew,D,NYI,0.0,,,,,,,,,,,,,,,,,,,,,,
Jacob Ingham,G,LA,0.0,,,,,,,,,,,,,,,,,,,,,,
Ryan Merkley,D,SJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Patrick Khodorenko,C,NYR,0.0,,,,,,,,,,,,,,,,,,,,,,
Mitchell Hoelscher,C,NJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Marcus Kallionkieli,LW,VGK,0.0,,,,,,,,,,,,,,,,,,,,,,
Mathias Laferriere,RW,STL,0.0,,,,,,,,,,,,,,,,,,,,,,
Dawson Barteaux,D,WPG,0.0,,,,,,,,,,,,,,,,,,,,,,
Cam Lee,D,PIT,0.0,,,,,,,,,,,,,,,,,,,,,,
Mathias Emilio Pettersen,C,CGY,0.0,,,,,,,,,,,,,,,,,,,,,,
Jesper Sellgren,D,CAR,0.0,,,,,,,,,,,,,,,,,,,,,,
Nick Wolff,D,ANA,0.0,,,,,,,,,,,,,,,,,,,,,,
Ruslan Iskhakov,C,NYI,0.0,,,,,,,,,,,,,,,,,,,,,,
Hugh McGing,LW,STL,0.0,,,,,,,,,,,,,,,,,,,,,,
Jordan Kooy,G,VGK,0.0,,,,,,,,,,,,,,,,,,,,,,
Dmitry Semykin,D,TB,0.0,,,,,,,,,,,,,,,,,,,,,,
Nico Gross,D,NYR,0.0,,,,,,,,,,,,,,,,,,,,,,
Luke Henman,C,SEA,0.0,,,,,,,,,,,,,,,,,,,,,,
Theodor Lennstrom,D,EDM,0.0,,,,,,,,,,,,,,,,,,,,,,
Sean Durzi,D,UTA,0.0,,,,,,,,,,,,,,,,,,,,,,
Vasili Demchenko,G,MTL,0.0,,,,,,,,,,,,,,,,,,,,,,
Jonathan Gruden,C,NJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Matej Pekar,C,BUF,0.0,,,,,,,,,,,,,,,,,,,,,,
Riley Sutter,RW,WSH,0.0,,,,,,,,,,,,,,,,,,,,,,
Connor Dewar,C,PIT,0.0,,,,,,,,,,,,,,,,,,,,,,
Alexander Khovanov,C,MIN,0.0,,,,,,,,,,,,,,,,,,,,,,
Jacob Pivonka,C,NYI,0.0,,,,,,,,,,,,,,,,,,,,,,
Lukas Dostal,G,ANA,0.0,,,,,,,,,,,,,,,,,,,,,,
Bo Groulx,C,TOR,0.0,,,,,,,,,,,,,,,,,,,,,,
Riley Stotts,C,TOR,0.0,,,,,,,,,,,,,,,,,,,,,,
Axel Andersson,D,ANA,0.0,,,,,,,,,,,,,,,,,,,,,,
Gabriel Fortier,LW,TB,0.0,,,,,,,,,,,,,,,,,,,,,,
Jakub Lauko,C,BOS,0.0,,,,,,,,,,,,,,,,,,,,,,
Olivier Rodrigue,G,EDM,0.0,,,,,,,,,,,,,,,,,,,,,,
Semyon Der-Arguchintsev,C,TOR,0.0,,,,,,,,,,,,,,,,,,,,,,
Jakub Skarek,G,SJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Linus Sandin,RW,PHI,0.0,,,,,,,,,,,,,,,,,,,,,,
Martin Pospisil,C,CGY,0.0,,,,,,,,,,,,,,,,,,,,,,
Riley Damiani,C,DAL,0.0,,,,,,,,,,,,,,,,,,,,,,
Wyatte Wylie,D,MTL,0.0,,,,,,,,,,,,,,,,,,,,,,
Akira Schmid,G,VGK,0.0,,,,,,,,,,,,,,,,,,,,,,
Matej Chalupa,RW,CHI,0.0,,,,,,,,,,,,,,,,,,,,,,
Blade Jenkins,LW,NYR,0.0,,,,,,,,,,,,,,,,,,,,,,
Austin Rueschhoff,RW,PIT,0.0,,,,,,,,,,,,,,,,,,,,,,
Scott Perunovich,D,UTA,0.0,,,,,,,,,,,,,,,,,,,,,,
Martin Fehervary,D,WSH,0.0,,,,,,,,,,,,,,,,,,,,,,
Jason Cotton,C,CAR,0.0,,,,,,,,,,,,,,,,,,,,,,
Kody Clark,RW,WSH,0.0,,,,,,,,,,,,,,,,,,,,,,
Justin Almeida,C,PIT,0.0,,,,,,,,,,,,,,,,,,,,,,
Milos Roman,C,CGY,0.0,,,,,,,,,,,,,,,,,,,,,,
Curtis Douglas,C,TB,0.0,,,,,,,,,,,,,,,,,,,,,,
Akil Thomas,C,LA,0.0,,,,,,,,,,,,,,,,,,,,,,
Alex Green,D,MTL,0.0,,,,,,,,,,,,,,,,,,,,,,
Roddy Ross,G,PHI,0.0,,,,,,,,,,,,,,,,,,,,,,
Mitchell Chaffee,RW,TB,0.0,,,,,,,,,,,,,,,,,,,,,,
Mac Hollowell,D,PIT,0.0,,,,,,,,,,,,,,,,,,,,,,
Paul Cotter,C,NJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Aidan Dudas,C,LA,0.0,,,,,,,,,,,,,,,,,,,,,,
Xavier Bernard,D,NJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Joel Hofer,G,STL,0.0,,,,,,,,,,,,,,,,,,,,,,
Trey Fix-Wolansky,RW,NYR,0.0,,,,,,,,,,,,,,,,,,,,,,
Zachary Bouthillier,G,TOR,0.0,,,,,,,,,,,,,,,,,,,,,,
Mark Simpson,C,CGY,0.0,,,,,,,,,,,,,,,,,,,,,,
Cole Coskey,RW,NYI,0.0,,,,,,,,,,,,,,,,,,,,,,
Max Veronneau,RW,OTT,0.0,,,,,,,,,,,,,,,,,,,,,,
Jacob Lucchini,LW,NSH,0.0,,,,,,,,,,,,,,,,,,,,,,
Jeremy McKenna,RW,TOR,0.0,,,,,,,,,,,,,,,,,,,,,,
Mason Morelli,LW,VGK,0.0,,,,,,,,,,,,,,,,,,,,,,
Mark Kastelic,C,BOS,0.0,,,,,,,,,,,,,,,,,,,,,,
Jimmy Huntington,C,SJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Mitch Eliot,D,BUF,0.0,,,,,,,,,,,,,,,,,,,,,,
Ryan Schmelzer,RW,NJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Jeremy Groleau,D,NJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Kristian Reichel,C,WPG,0.0,,,,,,,,,,,,,,,,,,,,,,
Hugo Roy,C,NSH,0.0,,,,,,,,,,,,,,,,,,,,,,
Kyle Topping,C,SJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Brayden Pachal,D,CGY,0.0,,,,,,,,,,,,,,,,,,,,,,
Jake Christiansen,D,CBJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Gregor MacLeod,C,DET,0.0,,,,,,,,,,,,,,,,,,,,,,
Kaiden Guhle,D,MTL,0.0,,,,,,,,,,,,,,,,,,,,,,
Seth Jarvis,C,CAR,0.0,,,,,,,,,,,,,,,,,,,,,,
Cole Perfetti,C,WPG,0.0,,,,,,,,,,,,,,,,,,,,,,1.0
Jonathan Aspirot,D,BOS,0.0,,,,,,,,,,,,,,,,,,,,,,
Kristians Rubins,D,TOR,0.0,,,,,,,,,,,,,,,,,,,,,,
Yegor Chinakhov,RW,CBJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Ryan Kuffner,LW,DET,0.0,,,,,,,,,,,,,,,,,,,,,,
Scott Pooley,RW,TOR,0.0,,,,,,,,,,,,,,,,,,,,,,
Patrick Newell,LW,NYR,0.0,,,,,,,,,,,,,,,,,,,,,,
Connor Zary,C,CGY,0.0,,,,,,,,,,,,,,,,,,,,,,
Mason Jobst,C,BUF,0.0,,,,,,,,,,,,,,,,,,,,,,
Dereck Baribeau,G,MIN,0.0,,,,,,,,,,,,,,,,,,,,,,
Jordy Bellerive,C,PHI,0.0,,,,,,,,,,,,,,,,,,,,,,
Sam Miletic,LW,CAR,0.0,,,,,,,,,,,,,,,,,,,,,,
Jeff Kubiak,C,NYI,0.0,,,,,,,,,,,,,,,,,,,,,,
Travis St. Denis,RW,NYI,0.0,,,,,,,,,,,,,,,,,,,,,,
Jake Kielly,G,VAN,0.0,,,,,,,,,,,,,,,,,,,,,,
Tyson Foerster,RW,PHI,0.0,,,,,,,,,,,,,,,,,,,,,,
Brady Lyle,D,CGY,0.0,,,,,,,,,,,,,,,,,,,,,,
Thomas Gregoire,D,SJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Robert Carpenter,LW,NSH,0.0,,,,,,,,,,,,,,,,,,,,,,
Grant Hutton,D,NYI,0.0,,,,,,,,,,,,,,,,,,,,,,
Josh Melnick,RW,DAL,0.0,,,,,,,,,,,,,,,,,,,,,,
Joe Snively,LW,DET,0.0,,,,,,,,,,,,,,,,,,,,,,
Hendrix Lapierre,C,WSH,0.0,,,,,,,,,,,,,,,,,,,,,,
Jake Elmer,RW,NYR,0.0,,,,,,,,,,,,,,,,,,,,,,
Kyle Keyser,G,COL,0.0,,,,,,,,,,,,,,,,,,,,,,
Joseph Duszak,D,STL,0.0,,,,,,,,,,,,,,,,,,,,,,
Josh Teves,D,VAN,0.0,,,,,,,,,,,,,,,,,,,,,,
