Player Name,Position,NHL Team,Fantasy Points,Current Team,Current Owner,Drafted Team,Drafted By,Draft Round,Draft Pick,ADP,Pct Drafted,Goals,Assists,Points,PIM,SOG,Hits,Blocks,Games Played,Wins,Saves,Save %,GA,Shutouts,Pct Owned
Steven Stamkos,"C,RW",NSH,409.0,Boats and Ahos,Mitchell,Boats and Ahos,Mitchell,3,33,30.9,1.0,,,,,,,,,,,,,,99.0
Johnny Gaudreau,"LW,RW",CBJ,388.9,BCs ringers,Bruce,BCs ringers,Bruce,6,71,54.5,1.0,,,,,,,,,,,,,,98.0
Chris Kreider,"LW,RW",ANA,387.2,Poppin’ Don’s Cherry,Devon,Poppin’ Don’s Cherry,Devon,10,129,152.2,0.99,,,,,,,,,,,,,,92.0
Cale Makar,D,COL,384.5,BCs ringers,Bruce,BCs ringers,Bruce,1,14,13.1,1.0,,,,,,,,,,,,,,99.0
Kyle Connor,LW,WPG,382.8,Bettman's Babes,Cooper,Bettman's Babes,Cooper,4,46,48.4,1.0,,,,,,,,,,,,,,98.0
Nathan MacKinnon,C,COL,380.9,Motte's Fruit Snacks,Ryan,Motte's Fruit Snacks,Ryan,1,2,3.2,1.0,,,,,,,,,,,,,,99.0
Mikko Rantanen,"C,RW",DAL,376.0,Bettman's Babes,Cooper,Bettman's Babes,Cooper,1,11,7.1,1.0,,,,,,,,,,,,,,99.0
Victor Hedman,D,TB,375.4,Goonsquad,Johnathan,Goonsquad,Johnathan,3,32,28.1,1.0,,,,,,,,,,,,,,99.0
Filip Forsberg,LW,NSH,369.9,Motte's Fruit Snacks,Ryan,Motte's Fruit Snacks,Ryan,6,83,123.0,1.0,,,,,,,,,,,,,,89.0
Andrei Svechnikov,"LW,RW",CAR,368.95,Bettman's Babes,Cooper,Bettman's Babes,Cooper,2,18,27.1,1.0,,,,,,,,,,,,,,98.0
Jake Guentzel,"LW,RW",TB,368.6,Faulk You,Ross,Faulk You,Ross,3,31,31.5,1.0,,,,,,,,,,,,,,98.0
Mitch Marner,RW,VGK,365.0,Marner’s minions,cam,Marner’s minions,cam,1,6,14.4,1.0,,,,,,,,,,,,,,99.0
Alex DeBrincat,"LW,RW",DET,364.15,Motte's Fruit Snacks,Ryan,Motte's Fruit Snacks,Ryan,3,30,31.0,1.0,,,,,,,,,,,,,,97.0
Kris Letang,D,PIT,361.05,Motte's Fruit Snacks,Ryan,Motte's Fruit Snacks,Ryan,4,55,78.6,1.0,,,,,,,,,,,,,,98.0
David Pastrnak,RW,BOS,354.6,steve's Unrivaled Team,steve,steve's Unrivaled Team,steve,1,9,7.9,1.0,,,,,,,,,,,,,,98.0
Elias Lindholm,"C,RW",BOS,352.7,Goonsquad,Johnathan,Goonsquad,Johnathan,5,60,82.4,1.0,,,,,,,,,,,,,,96.0
Brad Marchand,LW,FLA,352.25,conor's Team,conor,conor's Team,conor,1,8,10.5,1.0,,,,,,,,,,,,,,99.0
Kevin Fiala,"LW,RW",LA,350.0,Poppin’ Don’s Cherry,Devon,Poppin’ Don’s Cherry,Devon,8,101,135.8,1.0,,,,,,,,,,,,,,86.0
Vladimir Tarasenko,RW,MIN,349.2,Dartmouth Mustard Tigers 🌭🐅,Cameron,Boats and Ahos,Mitchell,8,108,109.9,1.0,,,,,,,,,,,,,,91.0
Joe Pavelski,"C,RW",DAL,348.1,Faulk You,Ross,Faulk You,Ross,7,87,107.5,1.0,,,,,,,,,,,,,,91.0
Nazem Kadri,C,CGY,346.95,conor's Team,conor,conor's Team,conor,13,176,133.3,0.08,,,,,,,,,,,,,,87.0
Jacob Trouba,D,ANA,346.2,Goonsquad,Johnathan,Goonsquad,Johnathan,10,137,166.4,0.41,,,,,,,,,,,,,,80.0
Patrick Kane,RW,DET,344.1,Poppin’ Don’s Cherry,Devon,Poppin’ Don’s Cherry,Devon,1,12,13.3,1.0,,,,,,,,,,,,,,99.0
Aleksander Barkov,C,FLA,341.9,Poppin’ Don’s Cherry,Devon,Poppin’ Don’s Cherry,Devon,2,17,21.9,1.0,,,,,,,,,,,,,,99.0
Tanner Jeannot,"LW,RW",BOS,340.9,DubJ,John,,,,,,,,,,,,,,,,,,,,51.0
Juuse Saros,G,NSH,339.8,conor's Team,conor,conor's Team,conor,5,64,59.7,1.0,,,,,,,,,,,,,,87.0
Matt Duchene,"C,RW",DAL,339.3,Motte's Fruit Snacks,Ryan,,,,,153.0,0.03,,,,,,,,,,,,,,85.0
Sebastian Aho,C,CAR,336.5,Boats and Ahos,Mitchell,Boats and Ahos,Mitchell,2,24,18.8,1.0,,,,,,,,,,,,,,99.0
John Tavares,C,TOR,335.4,Goonsquad,Johnathan,Goonsquad,Johnathan,2,25,38.3,1.0,,,,,,,,,,,,,,96.0
MacKenzie Weegar,D,CGY,331.45,Faulk You,Ross,Faulk You,Ross,8,110,111.0,1.0,,,,,,,,,,,,,,92.0
Ryan Hartman,"C,RW",MIN,331.35,Bert's Uzis,Jesse,,,,,134.6,0.03,,,,,,,,,,,,,,77.0
Tom Wilson,RW,WSH,330.9,Bert's Uzis,Jesse,Bert's Uzis,Jesse,4,50,128.6,1.0,,,,,,,,,,,,,,79.0
Pierre-Luc Dubois,C,WSH,329.7,BCs ringers,Bruce,BCs ringers,Bruce,14,183,165.4,0.19,,,,,,,,,,,,,,79.0
Patrice Bergeron,C,BOS,329.4,conor's Team,conor,conor's Team,conor,2,21,38.5,1.0,,,,,,,,,,,,,,95.0
Mika Zibanejad,C,NYR,327.2,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,2,16,22.1,1.0,,,,,,,,,,,,,,99.0
Roope Hintz,"C,LW",DAL,327.2,Bettman's Babes,Cooper,Bettman's Babes,Cooper,8,102,64.7,1.0,,,,,,,,,,,,,,92.0
Sidney Crosby,C,PIT,325.0,steve's Unrivaled Team,steve,steve's Unrivaled Team,steve,2,20,22.3,1.0,,,,,,,,,,,,,,99.0
Jacob Markstrom,G,NJ,324.4,,,DubJ,John,8,103,134.4,0.98,,,,,,,,,,,,,,93.0
Igor Shesterkin,G,NYR,323.2,Bert's Uzis,Jesse,Bert's Uzis,Jesse,6,78,37.9,1.0,,,,,,,,,,,,,,98.0
Jason Robertson,LW,DAL,322.1,BCs ringers,Bruce,BCs ringers,Bruce,9,126,90.4,1.0,,,,,,,,,,,,,,90.0
Tage Thompson,"C,LW,RW",BUF,320.85,Faulk You,Ross,,,,,,,,,,,,,,,,,,,,66.0
William Nylander,"LW,RW",TOR,320.0,Marner’s minions,cam,Marner’s minions,cam,7,90,96.7,1.0,,,,,,,,,,,,,,92.0
Charlie McAvoy,D,BOS,318.9,Marner’s minions,cam,Marner’s minions,cam,6,79,58.5,1.0,,,,,,,,,,,,,,97.0
John Carlson,D,WSH,316.0,DubJ,John,Marner’s minions,cam,3,34,24.0,1.0,,,,,,,,,,,,,,99.0
Morgan Rielly,D,TOR,316.0,Boats and Ahos,Mitchell,Boats and Ahos,Mitchell,5,61,55.8,1.0,,,,,,,,,,,,,,98.0
Moritz Seider,D,DET,315.1,DubJ,John,DubJ,John,23,318,163.7,0.13,,,,,,,,,,,,,,84.0
Tomas Hertl,"C,LW",VGK,312.3,DubJ,John,DubJ,John,5,66,126.3,1.0,,,,,,,,,,,,,,84.0
Darcy Kuemper,G,LA,311.2,Poppin’ Don’s Cherry,Devon,Poppin’ Don’s Cherry,Devon,3,40,22.8,1.0,,,,,,,,,,,,,,97.0
Andrei Vasilevskiy,G,TB,309.4,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,1,13,5.2,1.0,,,,,,,,,,,,,,99.0
Adrian Kempe,"LW,RW",LA,308.9,McJesus Take the Wheel,Andrew,McJesus Take the Wheel,Andrew,19,253,,,,,,,,,,,,,,,,51.0
Dylan Larkin,C,DET,307.15,Marner’s minions,cam,Marner’s minions,cam,11,146,176.7,0.53,,,,,,,,,,,,,,61.0
Sam Reinhart,"C,RW",FLA,306.25,BCs ringers,Bruce,BCs ringers,Bruce,8,99,81.7,1.0,,,,,,,,,,,,,,92.0
Darnell Nurse,D,EDM,304.9,Bert's Uzis,Jesse,Bert's Uzis,Jesse,2,22,71.0,1.0,,,,,,,,,,,,,,85.0
Artemi Panarin,LW,NYR,303.7,BCs ringers,Bruce,BCs ringers,Bruce,2,15,9.0,1.0,,,,,,,,,,,,,,99.0
Jonathan Marchessault,"C,LW,RW",NSH,302.6,Faulk You,Ross,Faulk You,Ross,4,54,94.1,1.0,,,,,,,,,,,,,,85.0
Vincent Trocheck,C,NYR,302.1,Motte's Fruit Snacks,Ryan,Motte's Fruit Snacks,Ryan,7,86,155.7,0.96,,,,,,,,,,,,,,65.0
Evgeny Kuznetsov,C,WSH,301.0,Goonsquad,Johnathan,Boats and Ahos,Mitchell,7,89,67.5,1.0,,,,,,,,,,,,,,93.0
Sam Bennett,"C,LW",FLA,299.3,Bettman's Babes,Cooper,Bettman's Babes,Cooper,9,123,106.9,1.0,,,,,,,,,,,,,,83.0
Pavel Buchnevich,"LW,RW",STL,298.9,Goonsquad,Johnathan,Goonsquad,Johnathan,11,144,163.0,0.93,,,,,,,,,,,,,,83.0
Connor Hellebuyck,G,WPG,298.4,McJesus Take the Wheel,Andrew,McJesus Take the Wheel,Andrew,2,28,25.1,1.0,,,,,,,,,,,,,,96.0
Anze Kopitar,C,LA,297.7,Poppin’ Don’s Cherry,Devon,Poppin’ Don’s Cherry,Devon,5,68,83.2,1.0,,,,,,,,,,,,,,86.0
Alex Pietrangelo,D,VGK,294.3,Poppin’ Don’s Cherry,Devon,Poppin’ Don’s Cherry,Devon,4,45,48.1,1.0,,,,,,,,,,,,,,96.0
Jeff Skinner,LW,SJ,293.9,Faulk You,Ross,,,,,,,,,,,,,,,,,,,,35.0
Thatcher Demko,G,VAN,293.8,McJesus Take the Wheel,Andrew,McJesus Take the Wheel,Andrew,9,113,102.9,1.0,,,,,,,,,,,,,,85.0
Seth Jones,D,FLA,293.2,McJesus Take the Wheel,Andrew,McJesus Take the Wheel,Andrew,4,56,72.8,1.0,,,,,,,,,,,,,,91.0
Joel Eriksson Ek,C,MIN,293.0,Goonsquad,Johnathan,Goonsquad,Johnathan,13,172,174.4,0.33,,,,,,,,,,,,,,55.0
Adam Fox,D,NYR,291.9,steve's Unrivaled Team,steve,steve's Unrivaled Team,steve,3,37,24.8,1.0,,,,,,,,,,,,,,99.0
Brent Burns,D,COL,291.7,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,5,69,133.0,1.0,,,,,,,,,,,,,,89.0
Tristan Jarry,G,PIT,290.6,Motte's Fruit Snacks,Ryan,Motte's Fruit Snacks,Ryan,8,111,113.2,0.94,,,,,,,,,,,,,,73.0
Radko Gudas,D,ANA,290.45,conor's Team,conor,conor's Team,conor,10,133,160.9,0.56,,,,,,,,,,,,,,51.0
Rasmus Dahlin,D,BUF,288.8,Faulk You,Ross,DubJ,John,12,159,152.7,0.88,,,,,,,,,,,,,,75.0
Tim Stutzle,"C,LW",OTT,288.45,Dartmouth Mustard Tigers 🌭🐅,Cameron,DubJ,John,13,178,177.7,0.59,,,,,,,,,,,,,,51.0
Noah Dobson,D,MTL,288.3,Goonsquad,Johnathan,Motte's Fruit Snacks,Ryan,21,282,171.2,0.06,,,,,,,,,,,,,,71.0
Justin Faulk,D,STL,287.55,Faulk You,Ross,Faulk You,Ross,10,138,169.0,0.32,,,,,,,,,,,,,,80.0
Marcus Foligno,"LW,RW",MIN,286.2,Bert's Uzis,Jesse,Bert's Uzis,Jesse,16,218,159.8,0.02,,,,,,,,,,,,,,43.0
Jamie Benn,"C,LW",DAL,286.0,Dartmouth Mustard Tigers 🌭🐅,Cameron,Boats and Ahos,Mitchell,10,136,133.5,1.0,,,,,,,,,,,,,,60.0
Nick Suzuki,"C,RW",MTL,285.3,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,6,72,91.6,1.0,,,,,,,,,,,,,,75.0
Elias Pettersson,"C,LW",VAN,284.6,DubJ,John,Goonsquad,Johnathan,4,53,44.0,1.0,,,,,,,,,,,,,,92.0
Michael Bunting,LW,NSH,281.4,conor's Team,conor,,,,,,,,,,,,,,,,,,,,47.0
Tyler Bertuzzi,"LW,RW",CHI,280.15,Bert's Uzis,Jesse,,,,,159.6,0.09,,,,,,,,,,,,,,55.0
Ilya Sorokin,G,NYI,280.0,Bert's Uzis,Jesse,Bert's Uzis,Jesse,8,106,55.9,1.0,,,,,,,,,,,,,,92.0
Mats Zuccarello,RW,MIN,279.2,conor's Team,conor,conor's Team,conor,17,232,162.8,0.03,,,,,,,,,,,,,,68.0
Logan Couture,C,SJ,279.1,Motte's Fruit Snacks,Ryan,Motte's Fruit Snacks,Ryan,14,195,167.7,0.05,,,,,,,,,,,,,,51.0
Bo Horvat,C,NYI,279.0,Bettman's Babes,Cooper,Bettman's Babes,Cooper,10,130,149.9,0.97,,,,,,,,,,,,,,59.0
Gabriel Landeskog,"C,LW",COL,278.7,Faulk You,Ross,Faulk You,Ross,2,26,35.6,1.0,,,,,,,,,,,,,,70.0
Oliver Bjorkstrand,"LW,RW",TB,278.4,Bert's Uzis,Jesse,Bert's Uzis,Jesse,11,147,171.8,0.9,,,,,,,,,,,,,,44.0
Jesper Bratt,"LW,RW",NJ,277.2,steve's Unrivaled Team,steve,DubJ,John,22,299,,,,,,,,,,,,,,,,54.0
Taylor Hall,LW,CAR,275.7,conor's Team,conor,conor's Team,conor,8,105,101.6,1.0,,,,,,,,,,,,,,69.0
Ivan Barbashev,"C,LW,RW",VGK,275.6,Goonsquad,Johnathan,,,,,,,,,,,,,,,,,,,,43.0
Sergei Bobrovsky,G,FLA,274.8,Faulk You,Ross,Faulk You,Ross,9,115,115.8,1.0,,,,,,,,,,,,,,90.0
Josh Morrissey,D,WPG,273.3,Goonsquad,Johnathan,Goonsquad,Johnathan,17,228,172.8,0.12,,,,,,,,,,,,,,65.0
Claude Giroux,"C,LW,RW",OTT,273.1,Marner’s minions,cam,Marner’s minions,cam,12,163,157.3,0.98,,,,,,,,,,,,,,82.0
Travis Konecny,RW,PHI,272.85,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,11,153,169.5,0.18,,,,,,,,,,,,,,29.0
Mark Scheifele,C,WPG,271.55,BCs ringers,Bruce,BCs ringers,Bruce,3,42,39.7,1.0,,,,,,,,,,,,,,80.0
Zach Hyman,"LW,RW",EDM,271.2,Goonsquad,Johnathan,Goonsquad,Johnathan,7,88,123.6,1.0,,,,,,,,,,,,,,61.0
Alex Killorn,"LW,RW",ANA,270.7,Goonsquad,Johnathan,Goonsquad,Johnathan,16,221,167.7,0.37,,,,,,,,,,,,,,54.0
Andrew Mangiapane,"LW,RW",EDM,270.5,Poppin’ Don’s Cherry,Devon,Poppin’ Don’s Cherry,Devon,21,292,154.9,0.03,,,,,,,,,,,,,,59.0
Frederik Andersen,G,CAR,270.0,Boats and Ahos,Mitchell,Boats and Ahos,Mitchell,4,52,42.6,1.0,,,,,,,,,,,,,,88.0
Jordan Kyrou,"C,LW,RW",STL,268.8,Boats and Ahos,Mitchell,,,,,142.8,0.05,,,,,,,,,,,,,,79.0
Tyler Seguin,"C,RW",DAL,268.3,Bert's Uzis,Jesse,Bert's Uzis,Jesse,3,35,73.1,1.0,,,,,,,,,,,,,,75.0
Troy Terry,RW,ANA,267.5,conor's Team,conor,,,,,138.2,0.03,,,,,,,,,,,,,,64.0
Josh Norris,C,BUF,267.0,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,9,125,177.4,0.25,,,,,,,,,,,,,,61.0
Phillip Danault,C,LA,265.3,Faulk You,Ross,Faulk You,Ross,18,250,173.1,0.03,,,,,,,,,,,,,,26.0
Blake Coleman,"LW,RW",CGY,264.6,McJesus Take the Wheel,Andrew,McJesus Take the Wheel,Andrew,7,85,170.5,0.2,,,,,,,,,,,,,,25.0
Nikolaj Ehlers,"LW,RW",CAR,264.6,DubJ,John,DubJ,John,4,47,57.6,1.0,,,,,,,,,,,,,,92.0
Evan Bouchard,D,EDM,263.8,DubJ,John,,,,,167.8,0.03,,,,,,,,,,,,,,47.0
Brayden Point,"C,RW",TB,263.45,McJesus Take the Wheel,Andrew,McJesus Take the Wheel,Andrew,3,29,18.3,1.0,,,,,,,,,,,,,,98.0
Trevor Zegras,"C,LW",PHI,263.1,Dartmouth Mustard Tigers 🌭🐅,Cameron,Marner’s minions,cam,17,230,176.6,0.35,,,,,,,,,,,,,,49.0
Mikhail Sergachev,D,UTA,262.15,McJesus Take the Wheel,Andrew,McJesus Take the Wheel,Andrew,12,168,120.8,1.0,,,,,,,,,,,,,,80.0
Brock Nelson,C,COL,261.25,McJesus Take the Wheel,Andrew,Dartmouth Mustard Tigers 🌭🐅,Cameron,15,209,166.7,0.03,,,,,,,,,,,,,,43.0
David Perron,"LW,RW",OTT,260.2,Goonsquad,Johnathan,Goonsquad,Johnathan,6,81,101.5,1.0,,,,,,,,,,,,,,77.0
Aaron Ekblad,D,FLA,259.9,BCs ringers,Bruce,BCs ringers,Bruce,4,43,46.8,1.0,,,,,,,,,,,,,,87.0
Shea Theodore,D,VGK,259.6,Poppin’ Don’s Cherry,Devon,Poppin’ Don’s Cherry,Devon,7,96,78.0,1.0,,,,,,,,,,,,,,92.0
Jeff Carter,"C,RW",PIT,258.1,Bert's Uzis,Jesse,Bert's Uzis,Jesse,13,175,174.4,0.23,,,,,,,,,,,,,,27.0
Elvis Merzlikins,G,CBJ,257.4,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,17,237,169.8,0.53,,,,,,,,,,,,,,63.0
Teuvo Teravainen,"LW,RW",CHI,256.8,Poppin’ Don’s Cherry,Devon,Poppin’ Don’s Cherry,Devon,12,157,137.9,1.0,,,,,,,,,,,,,,78.0
Ryan Johansen,C,COL,255.25,steve's Unrivaled Team,steve,steve's Unrivaled Team,steve,23,317,,,,,,,,,,,,,,,,41.0
Garnet Hathaway,RW,PHI,254.65,Bert's Uzis,Jesse,Bert's Uzis,Jesse,19,259,,,,,,,,,,,,,,,,12.0
Sean Kuraly,"C,LW",BOS,254.05,McJesus Take the Wheel,Andrew,,,,,,,,,,,,,,,,,,,,9.0
Damon Severson,D,CBJ,253.65,Goonsquad,Johnathan,,,,,,,,,,,,,,,,,,,,32.0
Evan Rodrigues,"C,LW,RW",FLA,253.3,steve's Unrivaled Team,steve,,,,,,,,,,,,,,,,,,,,23.0
Shayne Gostisbehere,D,CAR,252.9,Poppin’ Don’s Cherry,Devon,conor's Team,conor,22,301,169.6,0.11,,,,,,,,,,,,,,39.0
Jared McCann,"C,LW",SEA,252.45,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,13,181,168.3,0.1,,,,,,,,,,,,,,36.0
Blake Wheeler,"C,RW",NYR,252.4,Bert's Uzis,Jesse,Bert's Uzis,Jesse,5,63,99.0,1.0,,,,,,,,,,,,,,74.0
Marc-Andre Fleury,G,PIT,251.6,conor's Team,conor,conor's Team,conor,4,49,45.3,1.0,,,,,,,,,,,,,,94.0
Clayton Keller,"LW,RW",UTA,251.0,,,Dartmouth Mustard Tigers 🌭🐅,Cameron,16,212,167.6,0.04,,,,,,,,,,,,,,27.0
Valeri Nichushkin,"LW,RW",COL,250.9,conor's Team,conor,,,,,,,,,,,,,,,,,,,,49.0
Devon Toews,D,COL,250.8,Goonsquad,Johnathan,Goonsquad,Johnathan,14,193,139.6,0.95,,,,,,,,,,,,,,82.0
Chandler Stephenson,"C,LW,RW",SEA,250.3,Faulk You,Ross,Faulk You,Ross,19,255,166.3,0.06,,,,,,,,,,,,,,49.0
Zach Werenski,D,CBJ,250.1,Marner’s minions,cam,Marner’s minions,cam,9,118,111.9,1.0,,,,,,,,,,,,,,80.0
Lucas Raymond,"LW,RW",DET,249.0,BCs ringers,Bruce,,,,,153.4,0.03,,,,,,,,,,,,,,44.0
Neal Pionk,D,WPG,248.9,McJesus Take the Wheel,Andrew,McJesus Take the Wheel,Andrew,6,84,107.6,1.0,,,,,,,,,,,,,,76.0
Mikael Granlund,"C,RW",ANA,248.85,Faulk You,Ross,,,,,,,,,,,,,,,,,,,,36.0
Adam Larsson,D,SEA,248.55,McJesus Take the Wheel,Andrew,McJesus Take the Wheel,Andrew,15,197,171.1,0.04,,,,,,,,,,,,,,23.0
Jordan Staal,C,CAR,248.3,,,Faulk You,Ross,11,143,172.6,0.11,,,,,,,,,,,,,,21.0
Brayden Schenn,"C,LW,RW",STL,247.05,McJesus Take the Wheel,Andrew,McJesus Take the Wheel,Andrew,8,112,105.8,1.0,,,,,,,,,,,,,,72.0
Rasmus Andersson,D,CGY,247.0,Motte's Fruit Snacks,Ryan,Motte's Fruit Snacks,Ryan,19,254,174.1,0.03,,,,,,,,,,,,,,67.0
Nikita Kucherov,RW,TB,246.5,Boats and Ahos,Mitchell,Boats and Ahos,Mitchell,1,5,4.4,1.0,,,,,,,,,,,,,,98.0
Jack Campbell,G,DET,246.4,BCs ringers,Bruce,BCs ringers,Bruce,7,98,63.4,1.0,,,,,,,,,,,,,,92.0
Ivan Provorov,D,CBJ,245.9,Goonsquad,Johnathan,Goonsquad,Johnathan,8,109,120.5,1.0,,,,,,,,,,,,,,62.0
Nico Hischier,C,NJ,245.65,Poppin’ Don’s Cherry,Devon,Poppin’ Don’s Cherry,Devon,14,185,167.0,0.04,,,,,,,,,,,,,,33.0
Ross Colton,"C,LW,RW",COL,245.2,DubJ,John,,,,,,,,,,,,,,,,,,,,14.0
Noah Hanifin,D,VGK,245.15,,,DubJ,John,20,271,,,,,,,,,,,,,,,,57.0
Ben Chiarot,D,DET,245.0,Faulk You,Ross,Motte's Fruit Snacks,Ryan,24,335,,,,,,,,,,,,,,,,33.0
Ondrej Palat,LW,NJ,244.6,BCs ringers,Bruce,steve's Unrivaled Team,steve,7,93,73.6,1.0,,,,,,,,,,,,,,62.0
Cam Talbot,G,DET,244.2,Marner’s minions,cam,Marner’s minions,cam,5,62,64.6,1.0,,,,,,,,,,,,,,90.0
Jean-Gabriel Pageau,C,NYI,243.5,BCs ringers,Bruce,Faulk You,Ross,13,171,174.7,0.73,,,,,,,,,,,,,,35.0
Anthony Duclair,"LW,RW",NYI,242.9,steve's Unrivaled Team,steve,steve's Unrivaled Team,steve,17,233,168.3,0.1,,,,,,,,,,,,,,65.0
Conor Garland,"LW,RW",VAN,242.8,DubJ,John,Motte's Fruit Snacks,Ryan,12,167,174.9,0.81,,,,,,,,,,,,,,32.0
Bryan Rust,"LW,RW",PIT,242.3,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,8,100,108.8,1.0,,,,,,,,,,,,,,71.0
Anders Lee,LW,NYI,241.7,McJesus Take the Wheel,Andrew,McJesus Take the Wheel,Andrew,5,57,155.9,0.82,,,,,,,,,,,,,,42.0
Tyler Toffoli,"LW,RW",SJ,241.5,Bert's Uzis,Jesse,Bert's Uzis,Jesse,7,91,148.2,0.98,,,,,,,,,,,,,,51.0
Viktor Arvidsson,"LW,RW",BOS,241.5,,,steve's Unrivaled Team,steve,14,188,175.2,0.87,,,,,,,,,,,,,,34.0
Luke Kunin,"C,LW,RW",FLA,241.35,,,Motte's Fruit Snacks,Ryan,22,307,,,,,,,,,,,,,,,,5.0
Andre Burakovsky,"LW,RW",CHI,241.3,BCs ringers,Bruce,BCs ringers,Bruce,10,127,110.4,1.0,,,,,,,,,,,,,,65.0
Quinn Hughes,D,VAN,241.0,BCs ringers,Bruce,steve's Unrivaled Team,steve,4,48,44.0,1.0,,,,,,,,,,,,,,95.0
Lawson Crouse,"LW,RW",UTA,240.2,,,Bettman's Babes,Cooper,17,235,,,,,,,,,,,,,,,,9.0
Erik Haula,"C,LW",NSH,240.15,Poppin’ Don’s Cherry,Devon,,,,,,,,,,,,,,,,,,,,18.0
Erik Johnson,D,COL,240.0,,,,,,,,,,,,,,,,,,,,,,26.0
Brady Skjei,D,NSH,239.8,Faulk You,Ross,Dartmouth Mustard Tigers 🌭🐅,Cameron,21,293,,,,,,,,,,,,,,,,18.0
Robert Thomas,"C,RW",STL,239.2,Bettman's Babes,Cooper,,,,,,,,,,,,,,,,,,,,66.0
Carter Verhaeghe,"C,LW",FLA,239.2,Motte's Fruit Snacks,Ryan,Motte's Fruit Snacks,Ryan,15,198,165.4,0.86,,,,,,,,,,,,,,53.0
Trevor Moore,"LW,RW",LA,239.2,Boats and Ahos,Mitchell,,,,,,,,,,,,,,,,,,,,12.0
Andrew Copp,"C,LW,RW",DET,238.6,Bert's Uzis,Jesse,Bert's Uzis,Jesse,15,203,165.3,0.02,,,,,,,,,,,,,,49.0
Mark Giordano,D,TOR,238.25,Bettman's Babes,Cooper,conor's Team,conor,9,120,141.3,0.99,,,,,,,,,,,,,,63.0
Cam Atkinson,RW,TB,237.5,McJesus Take the Wheel,Andrew,McJesus Take the Wheel,Andrew,13,169,176.7,0.55,,,,,,,,,,,,,,43.0
Vladislav Gavrikov,D,NYR,236.0,BCs ringers,Bruce,,,,,,,,,,,,,,,,,,,,8.0
Rickard Rakell,"LW,RW",PIT,235.8,McJesus Take the Wheel,Andrew,Poppin’ Don’s Cherry,Devon,18,241,,,,,,,,,,,,,,,,20.0
Anthony Cirelli,"C,RW",TB,235.7,Marner’s minions,cam,DubJ,John,19,262,165.8,0.03,,,,,,,,,,,,,,28.0
Kevin Shattenkirk,D,BOS,235.4,Boats and Ahos,Mitchell,,,,,153.8,0.03,,,,,,,,,,,,,,44.0
