Player Name,Position,NHL Team,Fantasy Points,Current Team,Current Owner,Drafted Team,Drafted By,Draft Round,Draft Pick,ADP,Pct Drafted,Goals,Assists,Points,PIM,SOG,Hits,Blocks,Games Played,Wins,Saves,Save %,GA,Shutouts,Pct Owned
Boone Jenner,"C,LW",CBJ,234.9,McJesus Take the Wheel,Andrew,McJesus Take the Wheel,Andrew,16,224,,,,,,,,,,,,,,,,37.0
Josh Anderson,RW,MTL,234.85,BCs ringers,Bruce,BCs ringers,Bruce,11,154,166.6,0.11,,,,,,,,,,,,,,14.0
Ryan Strome,"C,RW",ANA,234.65,Boats and Ahos,Mitchell,Boats and Ahos,Mitchell,11,145,138.5,1.0,,,,,,,,,,,,,,55.0
Evander Kane,"LW,RW",VAN,234.2,Motte's Fruit Snacks,Ryan,Motte's Fruit Snacks,Ryan,10,139,164.8,0.84,,,,,,,,,,,,,,76.0
Martin Fehervary,D,WSH,234.1,,,,,,,,,,,,,,,,,,,,,,18.0
Alexander Romanov,D,NYI,233.45,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,19,265,170.3,0.03,,,,,,,,,,,,,,12.0
Luke Schenn,D,WPG,233.05,Faulk You,Ross,,,,,,,,,,,,,,,,,,,,16.0
Nino Niederreiter,"LW,RW",WPG,232.5,Boats and Ahos,Mitchell,conor's Team,conor,15,204,170.2,0.11,,,,,,,,,,,,,,19.0
Dmitry Orlov,D,SJ,231.0,Bert's Uzis,Jesse,Bert's Uzis,Jesse,24,330,164.1,0.05,,,,,,,,,,,,,,44.0
Colton Parayko,D,STL,230.9,Bettman's Babes,Cooper,Bettman's Babes,Cooper,16,214,169.6,0.34,,,,,,,,,,,,,,35.0
Ryan O'Reilly,C,NSH,230.4,Bettman's Babes,Cooper,Bettman's Babes,Cooper,6,74,64.3,1.0,,,,,,,,,,,,,,75.0
Patrik Laine,"LW,RW",MTL,229.6,Poppin’ Don’s Cherry,Devon,Poppin’ Don’s Cherry,Devon,6,73,128.2,1.0,,,,,,,,,,,,,,71.0
Dougie Hamilton,D,NJ,227.9,DubJ,John,DubJ,John,2,19,45.7,1.0,,,,,,,,,,,,,,86.0
Tony DeAngelo,D,NYI,226.4,Boats and Ahos,Mitchell,Boats and Ahos,Mitchell,15,201,145.5,0.98,,,,,,,,,,,,,,82.0
Keegan Kolesar,"C,RW",VGK,226.4,Goonsquad,Johnathan,,,,,,,,,,,,,,,,,,,,2.0
Adam Lowry,C,WPG,225.35,Dartmouth Mustard Tigers 🌭🐅,Cameron,Faulk You,Ross,16,222,,,,,,,,,,,,,,,,18.0
Thomas Chabot,D,OTT,225.1,,,DubJ,John,7,94,120.0,1.0,,,,,,,,,,,,,,58.0
Jaccob Slavin,D,CAR,224.9,Poppin’ Don’s Cherry,Devon,Poppin’ Don’s Cherry,Devon,17,236,164.6,0.62,,,,,,,,,,,,,,56.0
Rasmus Ristolainen,D,PHI,224.3,Bert's Uzis,Jesse,Bert's Uzis,Jesse,9,119,162.4,0.59,,,,,,,,,,,,,,23.0
Mathew Barzal,C,NYI,223.1,steve's Unrivaled Team,steve,steve's Unrivaled Team,steve,5,65,58.7,1.0,,,,,,,,,,,,,,70.0
Nicolas Deslauriers,"LW,RW",PHI,223.05,Boats and Ahos,Mitchell,,,,,,,,,,,,,,,,,,,,5.0
Mason Marchment,"LW,RW",SEA,222.85,Bert's Uzis,Jesse,,,,,,,,,,,,,,,,,,,,20.0
Alexander Kerfoot,"C,LW,RW",UTA,222.8,Bettman's Babes,Cooper,,,,,,,,,,,,,,,,,,,,13.0
Kyle Okposo,RW,BUF,222.55,,,,,,,,,,,,,,,,,,,,,,5.0
Jake Oettinger,G,DAL,222.4,Goonsquad,Johnathan,,,,,154.9,0.82,,,,,,,,,,,,,,72.0
Brock Boeser,RW,VAN,222.4,Bettman's Babes,Cooper,Bettman's Babes,Cooper,7,95,66.7,1.0,,,,,,,,,,,,,,62.0
Yanni Gourde,"C,RW",TB,222.25,Motte's Fruit Snacks,Ryan,BCs ringers,Bruce,16,211,168.3,0.08,,,,,,,,,,,,,,27.0
Tyler Myers,D,VAN,221.9,McJesus Take the Wheel,Andrew,McJesus Take the Wheel,Andrew,17,225,,,,,,,,,,,,,,,,13.0
Jakub Voracek,"LW,RW",ARI,221.8,steve's Unrivaled Team,steve,steve's Unrivaled Team,steve,12,160,152.6,0.99,,,,,,,,,,,,,,43.0
Brenden Dillon,D,NJ,221.75,Boats and Ahos,Mitchell,BCs ringers,Bruce,21,294,,,,,,,,,,,,,,,,18.0
Jake McCabe,D,TOR,221.45,Marner’s minions,cam,,,,,,,,,,,,,,,,,,,,4.0
Jeff Petry,D,FLA,221.4,Marner’s minions,cam,DubJ,John,6,75,105.5,1.0,,,,,,,,,,,,,,47.0
Nick Paul,"C,LW",TB,220.95,DubJ,John,,,,,,,,,,,,,,,,,,,,5.0
Yakov Trenin,LW,MIN,220.5,Marner’s minions,cam,,,,,,,,,,,,,,,,,,,,1.0
Jake DeBrusk,"LW,RW",VAN,219.9,Marner’s minions,cam,,,,,,,,,,,,,,,,,,,,22.0
Andrew Peeke,D,BOS,219.8,Motte's Fruit Snacks,Ryan,,,,,,,,,,,,,,,,,,,,5.0
Michael Rasmussen,"C,LW,RW",DET,219.5,,,,,,,,,,,,,,,,,,,,,,2.0
Alex Iafallo,LW,WPG,219.4,Boats and Ahos,Mitchell,Marner’s minions,cam,24,331,,,,,,,,,,,,,,,,12.0
Craig Smith,RW,DET,219.0,Dartmouth Mustard Tigers 🌭🐅,Cameron,BCs ringers,Bruce,20,267,164.6,0.04,,,,,,,,,,,,,,7.0
Mikael Backlund,"C,RW",CGY,218.7,Bettman's Babes,Cooper,Poppin’ Don’s Cherry,Devon,19,264,171.2,0.02,,,,,,,,,,,,,,16.0
John Klingberg,D,SJ,217.7,Bettman's Babes,Cooper,Bettman's Babes,Cooper,11,151,107.7,1.0,,,,,,,,,,,,,,74.0
Kailer Yamamoto,RW,UTA,217.6,,,,,,,,,,,,,,,,,,,,,,12.0
Alex Nedeljkovic,G,SJ,217.6,BCs ringers,Bruce,Marner’s minions,cam,20,275,145.2,0.96,,,,,,,,,,,,,,47.0
Evgenii Dadonov,"LW,RW",NJ,217.3,Bettman's Babes,Cooper,Bettman's Babes,Cooper,18,242,170.2,0.05,,,,,,,,,,,,,,15.0
Corey Perry,RW,LA,217.1,McJesus Take the Wheel,Andrew,,,,,,,,,,,,,,,,,,,,5.0
Oliver Ekman-Larsson,D,TOR,216.8,DubJ,John,Bert's Uzis,Jesse,12,162,133.2,1.0,,,,,,,,,,,,,,45.0
Brayden McNabb,D,VGK,216.7,conor's Team,conor,,,,,,,,,,,,,,,,,,,,14.0
Barclay Goodrow,"C,LW,RW",SJ,216.25,,,BCs ringers,Bruce,24,323,,,,,,,,,,,,,,,,7.0
Gustav Nyquist,"LW,RW",WPG,216.1,Faulk You,Ross,Goonsquad,Johnathan,20,277,,,,,,,,,,,,,,,,9.0
Anton Forsberg,G,LA,215.2,,,,,,,,,,,,,,,,,,,,,,39.0
Esa Lindell,D,DAL,215.0,DubJ,John,Faulk You,Ross,14,194,172.7,0.05,,,,,,,,,,,,,,18.0
Charlie Coyle,"C,RW",CBJ,213.6,BCs ringers,Bruce,BCs ringers,Bruce,15,210,,,,,,,,,,,,,,,,12.0
Artem Zub,D,OTT,213.4,,,,,,,,,,,,,,,,,,,,,,4.0
Jordan Eberle,RW,SEA,213.3,Marner’s minions,cam,Marner’s minions,cam,15,202,165.8,0.12,,,,,,,,,,,,,,25.0
Jack Hughes,"C,LW",NJ,212.4,,,steve's Unrivaled Team,steve,13,177,141.5,1.0,,,,,,,,,,,,,,50.0
Alex Formenton,LW,OTT,211.55,,,,,,,,,,,,,,,,,,,,,,2.0
Yegor Sharangovich,"C,LW,RW",CGY,211.35,,,Boats and Ahos,Mitchell,21,285,168.1,0.04,,,,,,,,,,,,,,10.0
Nicolas Roy,"C,RW",TOR,211.35,Goonsquad,Johnathan,,,,,,,,,,,,,,,,,,,,5.0
Artturi Lehkonen,"LW,RW",COL,210.9,DubJ,John,,,,,,,,,,,,,,,,,,,,7.0
Nick Schmaltz,"C,RW",UTA,210.9,BCs ringers,Bruce,Boats and Ahos,Mitchell,22,304,,,,,,,,,,,,,,,,24.0
Austin Watson,"LW,RW",DET,210.35,,,,,,,,,,,,,,,,,,,,,,3.0
Jani Hakanpaa,D,TOR,209.95,Bettman's Babes,Cooper,Bettman's Babes,Cooper,24,326,170.7,0.03,,,,,,,,,,,,,,8.0
Brandon Montour,D,SEA,209.8,Boats and Ahos,Mitchell,Faulk You,Ross,24,334,172.0,0.02,,,,,,,,,,,,,,24.0
Eeli Tolvanen,"LW,RW",SEA,209.8,Goonsquad,Johnathan,Marner’s minions,cam,13,174,171.0,0.06,,,,,,,,,,,,,,7.0
Travis Sanheim,D,PHI,209.1,DubJ,John,,,,,,,,,,,,,,,,,,,,7.0
Brandon Hagel,"LW,RW",TB,208.75,Marner’s minions,cam,,,,,,,,,,,,,,,,,,,,5.0
Mike Matheson,D,MTL,208.45,BCs ringers,Bruce,,,,,,,,,,,,,,,,,,,,7.0
John Gibson,G,DET,208.4,Faulk You,Ross,DubJ,John,16,215,169.4,0.41,,,,,,,,,,,,,,58.0
Ville Husso,G,ANA,208.2,conor's Team,conor,,,,,,,,,,,,,,,,,,,,74.0
Pat Maroon,"LW,RW",CHI,207.7,McJesus Take the Wheel,Andrew,,,,,,,,,,,,,,,,,,,,4.0
Cam Fowler,D,STL,207.3,Marner’s minions,cam,Marner’s minions,cam,19,258,,,,,,,,,,,,,,,,33.0
Ryan Nugent-Hopkins,"C,LW",EDM,207.0,conor's Team,conor,conor's Team,conor,6,77,75.9,1.0,,,,,,,,,,,,,,78.0
Mattias Ekholm,D,EDM,207.0,Boats and Ahos,Mitchell,Boats and Ahos,Mitchell,16,220,149.7,0.97,,,,,,,,,,,,,,41.0
Vince Dunn,D,SEA,204.35,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,14,184,142.5,0.97,,,,,,,,,,,,,,29.0
James van Riemsdyk,"LW,RW",DET,204.25,Boats and Ahos,Mitchell,Goonsquad,Johnathan,18,249,166.8,0.03,,,,,,,,,,,,,,8.0
Torey Krug,D,STL,203.8,conor's Team,conor,Boats and Ahos,Mitchell,9,117,95.3,1.0,,,,,,,,,,,,,,82.0
Brandon Saad,"LW,RW",VGK,203.7,steve's Unrivaled Team,steve,Boats and Ahos,Mitchell,19,257,168.6,0.06,,,,,,,,,,,,,,14.0
Filip Hronek,D,VAN,203.6,Motte's Fruit Snacks,Ryan,Motte's Fruit Snacks,Ryan,18,251,170.7,0.23,,,,,,,,,,,,,,15.0
Milan Lucic,LW,STL,203.4,McJesus Take the Wheel,Andrew,McJesus Take the Wheel,Andrew,22,308,,,,,,,,,,,,,,,,2.0
Erik Gudbranson,D,CBJ,203.4,BCs ringers,Bruce,,,,,,,,,,,,,,,,,,,,5.0
Tanner Pearson,LW,WPG,203.1,Bettman's Babes,Cooper,Bert's Uzis,Jesse,22,302,,,,,,,,,,,,,,,,3.0
Nathan Bastian,RW,DAL,203.05,,,,,,,,,,,,,,,,,,,,,,1.0
Miro Heiskanen,D,DAL,203.0,steve's Unrivaled Team,steve,steve's Unrivaled Team,steve,10,132,79.4,1.0,,,,,,,,,,,,,,80.0
Matt Roy,D,WSH,203.0,,,,,,,,,,,,,,,,,,,,,,9.0
Scott Laughton,"C,LW",TOR,202.95,Motte's Fruit Snacks,Ryan,Bert's Uzis,Jesse,18,246,,,,,,,,,,,,,,,,5.0
Cole Sillinger,C,CBJ,202.85,steve's Unrivaled Team,steve,,,,,,,,,,,,,,,,,,,,2.0
Phil Kessel,RW,VGK,202.8,McJesus Take the Wheel,Andrew,Goonsquad,Johnathan,21,284,164.2,0.02,,,,,,,,,,,,,,9.0
Ryan Graves,D,PIT,202.4,,,conor's Team,conor,18,245,,,,,,,,,,,,,,,,5.0
Adam Pelech,D,NYI,201.9,McJesus Take the Wheel,Andrew,conor's Team,conor,23,316,165.5,0.02,,,,,,,,,,,,,,5.0
Nikita Zadorov,D,BOS,201.65,,,conor's Team,conor,14,189,172.7,0.04,,,,,,,,,,,,,,5.0
Jack Roslovic,"C,RW",EDM,201.4,conor's Team,conor,Dartmouth Mustard Tigers 🌭🐅,Cameron,22,296,,,,,,,,,,,,,,,,16.0
Alexandre Carrier,D,MTL,201.1,,,,,,,,,,,,,,,,,,,,,,4.0
Cody Ceci,D,LA,200.5,conor's Team,conor,,,,,,,,,,,,,,,,,,,,7.0
Mikko Koskinen,G,EDM,200.2,Boats and Ahos,Mitchell,,,,,158.8,0.04,,,,,,,,,,,,,,43.0
Jordan Greenway,"LW,RW",BUF,199.65,Dartmouth Mustard Tigers 🌭🐅,Cameron,Marner’s minions,cam,18,247,,,,,,,,,,,,,,,,5.0
Zach Sanford,"LW,RW",CHI,199.5,Bert's Uzis,Jesse,,,,,,,,,,,,,,,,,,,,3.0
Gustav Forsling,D,FLA,198.9,Dartmouth Mustard Tigers 🌭🐅,Cameron,,,,,171.2,0.02,,,,,,,,,,,,,,47.0
Drake Batherson,RW,OTT,198.6,Bert's Uzis,Jesse,Bert's Uzis,Jesse,10,134,172.4,0.47,,,,,,,,,,,,,,53.0
Mathew Dumba,D,PIT,198.35,Marner’s minions,cam,DubJ,John,14,187,138.1,0.99,,,,,,,,,,,,,,52.0
Calvin de Haan,D,NYR,198.25,Faulk You,Ross,,,,,,,,,,,,,,,,,,,,4.0
Colton Sissons,"C,RW",VGK,198.1,Bert's Uzis,Jesse,,,,,,,,,,,,,,,,,,,,5.0
Cole Caufield,"LW,RW",MTL,196.7,Boats and Ahos,Mitchell,steve's Unrivaled Team,steve,9,121,103.1,1.0,,,,,,,,,,,,,,51.0
Sean Durzi,D,UTA,196.35,conor's Team,conor,,,,,,,,,,,,,,,,,,,,15.0
Dominik Kubalik,"LW,RW",OTT,195.8,McJesus Take the Wheel,Andrew,McJesus Take the Wheel,Andrew,11,141,146.5,1.0,,,,,,,,,,,,,,24.0
Conor Sheary,"LW,RW",NYR,195.7,Motte's Fruit Snacks,Ryan,,,,,,,,,,,,,,,,,,,,2.0
Kyle Palmieri,"LW,RW",NYI,195.65,conor's Team,conor,conor's Team,conor,16,217,167.8,0.03,,,,,,,,,,,,,,8.0
Martin Necas,"C,RW",COL,195.2,Goonsquad,Johnathan,Goonsquad,Johnathan,12,165,98.7,1.0,,,,,,,,,,,,,,41.0
James Reimer,G,TOR,195.2,,,,,,,,,,,,,,,,,,,,,,36.0
Victor Olofsson,"LW,RW",COL,195.1,Boats and Ahos,Mitchell,Dartmouth Mustard Tigers 🌭🐅,Cameron,20,268,166.8,0.03,,,,,,,,,,,,,,21.0
Linus Ullmark,G,OTT,195.0,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,7,97,89.4,1.0,,,,,,,,,,,,,,68.0
Brandon Duhaime,"LW,RW",WSH,194.5,Poppin’ Don’s Cherry,Devon,,,,,,,,,,,,,,,,,,,,1.0
Zach Parise,"C,LW,RW",COL,194.0,Faulk You,Ross,,,,,,,,,,,,,,,,,,,,7.0
Dawson Mercer,"C,RW",NJ,194.0,,,,,,,,,,,,,,,,,,,,,,5.0
Jamie Oleksiak,D,SEA,193.7,Motte's Fruit Snacks,Ryan,Bettman's Babes,Cooper,15,207,166.0,0.03,,,,,,,,,,,,,,9.0
Jesse Puljujarvi,RW,PIT,193.4,Poppin’ Don’s Cherry,Devon,Poppin’ Don’s Cherry,Devon,16,213,161.4,0.17,,,,,,,,,,,,,,22.0
Anton Lundell,C,FLA,193.3,conor's Team,conor,,,,,,,,,,,,,,,,,,,,18.0
Frederick Gaudreau,C,SEA,193.2,Motte's Fruit Snacks,Ryan,,,,,,,,,,,,,,,,,,,,7.0
Tyson Barrie,D,CGY,193.1,Bettman's Babes,Cooper,Bettman's Babes,Cooper,5,67,62.3,1.0,,,,,,,,,,,,,,78.0
Dylan Strome,"C,RW",WSH,193.0,Marner’s minions,cam,,,,,,,,,,,,,,,,,,,,25.0
Jonathan Quick,G,NYR,192.6,Goonsquad,Johnathan,,,,,157.2,0.05,,,,,,,,,,,,,,46.0
Brandon Carlo,D,TOR,192.55,Bert's Uzis,Jesse,,,,,,,,,,,,,,,,,,,,1.0
Paul Stastny,"C,LW",CAR,192.5,Faulk You,Ross,Faulk You,Ross,23,311,,,,,,,,,,,,,,,,31.0
K'Andre Miller,D,CAR,192.2,,,Dartmouth Mustard Tigers 🌭🐅,Cameron,23,321,166.2,0.02,,,,,,,,,,,,,,6.0
Hampus Lindholm,D,BOS,192.1,steve's Unrivaled Team,steve,,,,,,,,,,,,,,,,,,,,14.0
Patric Hornqvist,RW,FLA,191.75,McJesus Take the Wheel,Andrew,McJesus Take the Wheel,Andrew,10,140,168.1,0.93,,,,,,,,,,,,,,25.0
Pavel Zacha,"C,LW",BOS,190.9,,,BCs ringers,Bruce,22,295,,,,,,,,,,,,,,,,4.0
Josh Manson,D,COL,190.65,conor's Team,conor,,,,,,,,,,,,,,,,,,,,6.0
Adam Henrique,"C,LW",EDM,190.5,Dartmouth Mustard Tigers 🌭🐅,Cameron,steve's Unrivaled Team,steve,24,328,,,,,,,,,,,,,,,,14.0
Oliver Wahlstrom,RW,SJ,190.3,Poppin’ Don’s Cherry,Devon,Dartmouth Mustard Tigers 🌭🐅,Cameron,18,240,165.7,0.02,,,,,,,,,,,,,,7.0
Jared Spurgeon,D,MIN,189.7,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,12,156,128.6,1.0,,,,,,,,,,,,,,65.0
Dylan Cozens,"C,RW",OTT,189.55,,,,,,,,,,,,,,,,,,,,,,4.0
Joel Farabee,"C,LW,RW",CGY,189.5,DubJ,John,Faulk You,Ross,15,199,168.9,0.27,,,,,,,,,,,,,,17.0
Frank Vatrano,"LW,RW",ANA,189.5,steve's Unrivaled Team,steve,BCs ringers,Bruce,13,182,170.8,0.04,,,,,,,,,,,,,,14.0
Noah Gregor,"C,LW,RW",FLA,189.45,,,,,,,,,,,,,,,,,,,,,,
Alexis Lafreniere,"LW,RW",NYR,187.85,Bettman's Babes,Cooper,Boats and Ahos,Mitchell,13,173,163.7,0.96,,,,,,,,,,,,,,26.0
Ryan McDonagh,D,TB,187.2,Bettman's Babes,Cooper,Bettman's Babes,Cooper,21,291,167.4,0.06,,,,,,,,,,,,,,8.0
Brett Pesce,D,NJ,187.15,,,,,,,,,,,,,,,,,,,,,,4.0
Jonas Brodin,D,MIN,187.1,,,,,,,,,,,,,,,,,,,,,,7.0
Chris Tanev,D,TOR,186.7,McJesus Take the Wheel,Andrew,,,,,,,,,,,,,,,,,,,,5.0
Ryan Donato,"C,LW",CHI,186.4,Motte's Fruit Snacks,Ryan,,,,,,,,,,,,,,,,,,,,5.0
Luke Glendening,"C,RW",NJ,186.35,,,,,,,,,,,,,,,,,,,,,,1.0
Robin Lehner,G,VGK,185.6,Bettman's Babes,Cooper,Bettman's Babes,Cooper,3,39,19.5,1.0,,,,,,,,,,,,,,77.0
Pierre Engvall,"C,LW,RW",NYI,185.3,,,,,,,,,,,,,,,,,,,,,,2.0
Reilly Smith,RW,VGK,185.2,,,McJesus Take the Wheel,Andrew,18,252,161.2,0.02,,,,,,,,,,,,,,24.0
Dillon Dube,"C,LW,RW",CGY,185.0,,,,,,,,,,,,,,,,,,,,,,4.0
Jeremy Swayman,G,BOS,185.0,DubJ,John,Bettman's Babes,Cooper,22,298,139.9,0.97,,,,,,,,,,,,,,70.0
Ryan Getzlaf,C,ANA,183.85,Marner’s minions,cam,Marner’s minions,cam,21,286,,,,,,,,,,,,,,,,13.0
Lars Eller,C,OTT,183.8,Faulk You,Ross,,,,,,,,,,,,,,,,,,,,3.0
Warren Foegele,"LW,RW",LA,183.6,,,,,,,,,,,,,,,,,,,,,,1.0
Pius Suter,"C,RW",STL,183.3,,,,,,,,,,,,,,,,,,,,,,2.0
Ryan Lindgren,D,SEA,183.2,,,,,,,,,,,,,,,,,,,,,,3.0
Danton Heinen,"LW,RW",PIT,182.8,,,,,,,,,,,,,,,,,,,,,,2.0
Ryan Pulock,D,NYI,182.7,DubJ,John,Dartmouth Mustard Tigers 🌭🐅,Cameron,10,128,163.1,0.58,,,,,,,,,,,,,,27.0
Zach Aston-Reese,"LW,RW",CBJ,182.4,,,,,,,,,,,,,,,,,,,,,,1.0
Kasperi Kapanen,"LW,RW",EDM,182.2,Bettman's Babes,Cooper,Bettman's Babes,Cooper,20,270,166.0,0.07,,,,,,,,,,,,,,7.0
Ryan Suter,D,STL,181.8,steve's Unrivaled Team,steve,steve's Unrivaled Team,steve,19,261,163.2,0.49,,,,,,,,,,,,,,19.0
Nic Dowd,"C,RW",WSH,181.8,Marner’s minions,cam,,,,,,,,,,,,,,,,,,,,3.0
Nick Bonino,"C,LW,RW",NYR,181.7,,,,,,,,,,,,,,,,,,,,,,1.0
Seth Jarvis,"C,LW,RW",CAR,181.5,Dartmouth Mustard Tigers 🌭🐅,Cameron,,,,,,,,,,,,,,,,,,,,6.0
Travis Boyd,"C,RW",TOR,181.1,,,,,,,,,,,,,,,,,,,,,,1.0
Jeremy Lauzon,D,VGK,181.05,Bert's Uzis,Jesse,,,,,,,,,,,,,,,,,,,,3.0
Max Pacioretty,LW,TOR,180.85,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,3,41,36.2,1.0,,,,,,,,,,,,,,81.0
Logan O'Connor,"LW,RW",COL,179.9,,,,,,,,,,,,,,,,,,,,,,2.0
Jesper Fast,RW,CAR,179.8,,,,,,,,,,,,,,,,,,,,,,1.0
Alex Tuch,"LW,RW",BUF,179.5,,,BCs ringers,Bruce,17,238,,,,,,,,,,,,,,,,21.0
Carson Soucy,D,NYR,178.95,Motte's Fruit Snacks,Ryan,,,,,,,,,,,,,,,,,,,,6.0
William Carrier,"LW,RW",CAR,178.7,,,,,,,,,,,,,,,,,,,,,,1.0
P.K. Subban,D,NJ,178.7,,,Goonsquad,Johnathan,23,312,166.5,0.08,,,,,,,,,,,,,,7.0
Jake Middleton,D,MIN,178.5,,,,,,,,,,,,,,,,,,,,,,3.0
Ilya Mikheyev,"LW,RW",CHI,178.3,BCs ringers,Bruce,,,,,,,,,,,,,,,,,,,,8.0
Nick Jensen,D,OTT,178.25,,,,,,,,,,,,,,,,,,,,,,5.0
Justin Holl,D,DET,178.05,,,Bettman's Babes,Cooper,23,319,,,,,,,,,,,,,,,,2.0
Ilya Lyubushkin,D,DAL,177.95,,,,,,,,,,,,,,,,,,,,,,1.0
Ryan Reaves,RW,SJ,177.35,,,McJesus Take the Wheel,Andrew,23,309,,,,,,,,,,,,,,,,4.0
Oliver Kylington,D,CAR,177.3,,,,,,,,,,,,,,,,,,,,,,12.0
Adam Erne,"LW,RW",DAL,177.3,,,,,,,,,,,,,,,,,,,,,,
Evgeni Malkin,C,PIT,177.2,Motte's Fruit Snacks,Ryan,Motte's Fruit Snacks,Ryan,11,142,127.0,0.98,,,,,,,,,,,,,,72.0
Ian Cole,D,UTA,177.15,,,,,,,,,,,,,,,,,,,,,,1.0
Mike Hoffman,"LW,RW",EDM,177.0,Poppin’ Don’s Cherry,Devon,DubJ,John,17,234,172.4,0.3,,,,,,,,,,,,,,12.0
Robby Fabbri,"C,LW,RW",PIT,176.95,,,,,,,164.7,0.02,,,,,,,,,,,,,,3.0
David Savard,D,MTL,176.8,,,McJesus Take the Wheel,Andrew,20,280,,,,,,,,,,,,,,,,3.0
Curtis Lazar,"C,RW",EDM,176.8,,,,,,,,,,,,,,,,,,,,,,
Connor Murphy,D,CHI,176.15,,,Bert's Uzis,Jesse,14,190,,,,,,,,,,,,,,,,6.0
Jake Evans,"C,RW",MTL,176.1,,,,,,,,,,,,,,,,,,,,,,1.0
Nick Ritchie,LW,CGY,175.95,,,BCs ringers,Bruce,18,239,167.7,0.04,,,,,,,,,,,,,,2.0
Dmitry Kulikov,D,FLA,175.55,,,,,,,,,,,,,,,,,,,,,,1.0
Anton Stralman,D,BOS,174.6,,,,,,,,,,,,,,,,,,,,,,1.0
Tomas Tatar,"LW,RW",NJ,174.5,,,DubJ,John,15,206,,,,,,,,,,,,,,,,2.0
Denis Gurianov,"LW,RW",NSH,174.2,,,Motte's Fruit Snacks,Ryan,16,223,182.0,0.17,,,,,,,,,,,,,,9.0
Zach Whitecloud,D,VGK,173.8,,,,,,,165.9,0.03,,,,,,,,,,,,,,3.0
Mark Borowiecki,D,NSH,173.75,,,,,,,,,,,,,,,,,,,,,,7.0
Derek Grant,"C,LW,RW",ANA,173.75,,,,,,,,,,,,,,,,,,,,,,1.0
Nate Schmidt,D,UTA,173.7,,,,,,,,,,,,,,,,,,,,,,20.0
Oskar Lindblom,LW,SJ,172.7,,,,,,,,,,,,,,,,,,,,,,1.0
Brian Dumoulin,D,LA,172.2,,,,,,,166.0,0.02,,,,,,,,,,,,,,2.0
William Karlsson,"C,LW",VGK,172.1,steve's Unrivaled Team,steve,steve's Unrivaled Team,steve,15,205,175.0,0.67,,,,,,,,,,,,,,20.0
Arthur Kaliyev,RW,OTT,172.05,,,,,,,,,,,,,,,,,,,,,,1.0
Vitek Vanecek,G,UTA,171.8,Motte's Fruit Snacks,Ryan,Boats and Ahos,Mitchell,20,276,139.1,0.97,,,,,,,,,,,,,,58.0
Karel Vejmelka,G,UTA,171.8,steve's Unrivaled Team,steve,,,,,,,,,,,,,,,,,,,,11.0
Dustin Brown,RW,LA,171.6,,,McJesus Take the Wheel,Andrew,14,196,,,,,,,,,,,,,,,,5.0
Jamie Drysdale,D,PHI,171.6,,,,,,,167.0,0.17,,,,,,,,,,,,,,14.0
Trevor Lewis,"C,LW,RW",LA,170.6,,,,,,,,,,,,,,,,,,,,,,
Andreas Johnsson,"LW,RW",PIT,170.5,,,,,,,,,,,,,,,,,,,,,,3.0
Radek Faksa,C,DAL,170.4,,,,,,,,,,,,,,,,,,,,,,1.0
Mario Ferraro,D,SJ,170.0,DubJ,John,Bert's Uzis,Jesse,17,231,,,,,,,,,,,,,,,,7.0
Dysin Mayo,D,CBJ,169.95,,,,,,,,,,,,,,,,,,,,,,1.0
Zdeno Chara,D,NYI,169.65,,,,,,,,,,,,,,,,,,,,,,1.0
Alexander Barabanov,"LW,RW",SJ,169.5,Boats and Ahos,Mitchell,,,,,,,,,,,,,,,,,,,,2.0
Cal Clutterbuck,RW,NYI,168.9,,,Poppin’ Don’s Cherry,Devon,24,325,,,,,,,,,,,,,,,,2.0
Anthony Beauvillier,"LW,RW",WSH,168.2,BCs ringers,Bruce,Boats and Ahos,Mitchell,18,248,164.7,0.03,,,,,,,,,,,,,,6.0
Erik Cernak,D,TB,168.1,,,DubJ,John,18,243,171.5,0.1,,,,,,,,,,,,,,10.0
Mathieu Joseph,"C,LW,RW",STL,166.85,Marner’s minions,cam,,,,,,,,,,,,,,,,,,,,12.0
Nick Holden,D,OTT,166.8,,,,,,,,,,,,,,,,,,,,,,1.0
Nicolas Aube-Kubel,"LW,RW",MIN,166.75,,,,,,,,,,,,,,,,,,,,,,1.0
Alexander Wennberg,"C,LW",SJ,166.4,Dartmouth Mustard Tigers 🌭🐅,Cameron,Faulk You,Ross,22,306,166.8,0.02,,,,,,,,,,,,,,7.0
Carter Hart,G,PHI,165.8,,,Motte's Fruit Snacks,Ryan,9,114,127.9,0.99,,,,,,,,,,,,,,46.0
J.T. Compher,"C,RW",DET,165.45,,,,,,,,,,,,,,,,,,,,,,4.0
